gene	mean_log2ND	std_log2ND	median_log2ND	sample20190415-I1-log2_ND	sample20190415-RZ	sample20190415-CopyRatio
TSC2	0.032144037	0.091748878	0.056743049	-0.37298202	-4.4155968	-0.44543982
TSC2	-0.11064696	0.047804648	-0.11344424	-0.57246612	-9.6605493	-0.47473663
TSC2	0.07351173	0.07118611	0.082004012	-0.31052133	-5.3947752	-0.4082401
TSC2	-0.049559613	0.10165619	-0.035034849	-0.24514481	-1.9239871	-0.22582472
TSC2	-0.14313671	0.096269643	-0.13093477	-0.062662618	0.83592387	0.052557396
TSC2	-0.43893696	0.068524869	-0.44375917	-0.45086024	-0.17399937	-0.02281583
TSC2	-0.28262576	0.057269788	-0.27876626	-0.2744729	0.1423588	-0.011421398
TSC2	-0.60400591	0.062313179	-0.60560088	-0.75890725	-2.4858519	-0.16902112
TSC2	0.18297067	0.062465155	0.18274915	0.32879852	2.3345472	0.13033462
TSC2	-0.29376424	0.071593999	-0.30452822	-0.29978803	-0.084138216	-0.010974567
TSC2	0.10548577	0.065199181	0.13189274	0.14010902	0.53103817	-0.0074984719
TSC2	-0.64413971	0.11820591	-0.62836582	-1.0670871	-3.5780564	-0.45443606
TSC2	-0.39032864	0.1123998	-0.41506646	-0.56919126	-1.5913073	-0.16983956
TSC2	-0.20390988	0.11616154	-0.19330942	-0.27532672	-0.61480623	-0.097732055
TSC2	0.52532757	0.11652901	0.54581372	0.015754053	-4.3729327	-0.54577442
TSC2	0.0033822752	0.10645762	0.021410884	-0.23164376	-2.2076958	-0.2687694
TSC2	-0.34481935	0.061027906	-0.34134903	-0.4902235	-2.3825846	-0.16458923
TSC2	0.29068484	0.087712646	0.31053065	0.16108135	-1.4775919	-0.16516406
TSC2	0.1958683	0.071941714	0.18784169	0.077651823	-1.6432257	-0.12590462
TSC2	0.35658239	0.098159733	0.38067803	0.38926637	0.33296732	-0.0071264127
TSC2	0.20646046	0.1381957	0.19991294	-0.20067083	-2.9460489	-0.41629853
TSC2	-0.33079162	0.11624111	-0.33786464	-0.3625119	-0.27288346	-0.040362012
TSC2	-0.66344876	0.12456496	-0.65335577	-0.69961862	-0.29036947	-0.061977608
TSC2	0.18709731	0.054664845	0.19169951	-0.11350972	-5.4990924	-0.32092399
TSC2	-0.18073617	0.33023146	-0.23188204	-0.2356409	-0.16626137	-0.019473619
TSC2	0.45769721	0.097834924	0.47965169	0.43725249	-0.20897164	-0.058113961
TSC2	-0.13679641	0.10244743	-0.13220236	-0.23056575	-0.91529222	-0.11407814
TSC2	-0.11912239	0.087535815	-0.11048744	-0.12765752	-0.097504485	-0.03288484
TSC2	0.14696625	0.090205426	0.14965808	0.017066136	-1.4400477	-0.1483067
TSC2	-0.18451322	0.087888029	-0.17095681	-0.39905695	-2.441103	-0.2438149
TSC2	0.24323931	0.10083081	0.26623919	0.01657294	-2.2479872	-0.26538101
TSC2	0.073467285	0.1234411	0.10073645	-0.25337032	-2.6477211	-0.36982153
TSC2	-0.046767183	0.074034829	-0.036145561	-0.21150581	-2.2251503	-0.191075
CREBBP	0.33454985	0.3841409	0.27190483	0.12127978	-0.55518708	-0.1663398
CREBBP	0.0037351578	0.56343945	-0.10272885	-0.050493336	-0.096245468	0.036520758
CREBBP	-0.064546048	0.13554538	-0.079165392	-0.30863127	-1.8007639	-0.24518064
CREBBP	0.72085387	0.080229914	0.73312441	0.71588678	-0.061910688	-0.032952385
CREBBP	0.59147167	0.11220555	0.59068412	0.3590356	-2.0715203	-0.24736328
CREBBP	0.36486323	0.074375528	0.35024676	0.51134117	1.9694374	0.14537966
CREBBP	-0.62295711	0.11571531	-0.6238074	-0.7811175	-1.3668061	-0.17302486
CREBBP	0.15441887	0.098313212	0.14337074	-0.11511072	-2.7415399	-0.27419622
CREBBP	1.379352	0.059626528	1.3820852	2.0327866	10.95879	0.63498667
CREBBP	0.15078996	0.10857786	0.17043584	0.036520742	-1.0524173	-0.14962985
CREBBP	-0.85152319	0.12653382	-0.81411548	-0.65092423	1.5853387	0.1474765
CREBBP	0.55296675	0.10663804	0.57379735	0.67816192	1.1740198	0.08864981
CREBBP	0.29944575	0.081425794	0.30545263	0.50165577	2.4833657	0.18048839
CREBBP	-1.5935888	0.13474744	-1.554064	-1.7024517	-0.80790319	-0.16410244
CREBBP	-0.3427092	0.12978493	-0.3643046	-0.53474755	-1.479666	-0.18615771
CREBBP	-0.16921727	0.083442503	-0.17488938	-0.26779819	-1.1814233	-0.10862357
CREBBP	0.82405261	0.11595206	0.82311613	0.76019804	-0.550698	-0.078632844
CREBBP	0.37544423	0.075192219	0.35991172	0.6378559	3.489878	0.26222943
CREBBP	-0.056121892	0.29625601	-0.11699476	-0.21525121	-0.53713448	-0.1139712
CREBBP	-0.1139024	0.11609524	-0.14236164	0.2554143	3.1811528	0.38206119
CREBBP	-0.14758755	0.058413734	-0.13883169	-0.010568196	2.3456702	0.11254874
CREBBP	-0.34905254	0.17465928	-0.33647001	-0.32543026	0.1352478	-0.0046750018
CREBBP	0.42799231	0.078216063	0.41482093	0.62806111	2.5578992	0.19752543
CREBBP	0.35457223	0.035850964	0.35779549	0.56469909	5.8611215	0.19118884
CREBBP	0.0051540186	0.063342651	0.0031771566	0.097620907	1.4597887	0.078728994
CREBBP	0.27740631	0.091091665	0.29723071	0.39751757	1.3185758	0.084572105
CREBBP	-0.033076173	0.14909504	-0.055756395	-0.026784813	0.04219698	0.013256826
CREBBP	0.069984025	0.062280328	0.074803193	-0.012328494	-1.3216456	-0.10284644
CREBBP	-0.028552577	0.14825461	-0.052821904	-0.019966711	0.057912976	0.017140437
CREBBP	0.043789076	0.062820009	0.037343621	0.093856117	0.79699194	0.04079774
CREBBP	-0.20118856	0.42281963	-0.27884615	-0.22559675	-0.057727185	0.037534647
CREBBP	0.39590184	0.099851921	0.40665184	0.13572356	-2.6056412	-0.28664303
GRIN2A	0.6384511	0.57560645	0.5263925	0.55411952	-0.1465091	0.012012261
GRIN2A	-0.26325185	0.12145999	-0.28001266	0.080770417	2.8323917	0.34506832
GRIN2A	0.0031496204	0.070301153	-0.015815764	-0.078273864	-1.1582098	-0.078172856
GRIN2A	0.20259337	0.041167404	0.21220094	0.21078912	0.19908352	-0.017126574
GRIN2A	-0.14059525	0.14151995	-0.16416406	-0.11046055	0.21293605	0.037988753
GRIN2A	-0.59886448	0.063068453	-0.59279191	-0.78506157	-2.9523015	-0.20798442
GRIN2A	-0.32113486	0.054722269	-0.31635499	-0.46566953	-2.6412404	-0.16502929
GRIN2A	0.081754291	0.056508542	0.069980878	0.029523634	-0.92429666	-0.056172
GRIN2A	0.20777326	0.097572364	0.18512552	0.50145549	3.0098915	0.30061521
GRIN2A	-0.18950935	0.052350923	-0.18712615	-0.11846108	1.3571542	0.052950318
GRIN2A	-0.24902677	0.36363404	-0.30792983	-0.15251518	0.26540856	0.13969989
GRIN2A	-0.34472184	0.093558373	-0.34339674	-0.39743368	-0.56341126	-0.069751697
GRIN2A	-0.34850772	0.35058652	-0.41261518	-0.33208208	0.046851879	0.064818341
SOCS1	-0.80825537	0.40132808	-0.88549277	-0.96459004	-0.38954332	-0.094812029
ERCC4	-0.56572979	0.10163719	-0.57816661	-0.16710563	3.9220305	0.39534622
ERCC4	0.070857593	0.093173085	0.045790951	-0.080811663	-1.6278226	-0.14231737
ERCC4	0.20149696	0.086841784	0.18373798	0.13629796	-0.75077915	-0.063154777
ERCC4	0.24279863	0.082928661	0.24470601	0.2236331	-0.23110869	-0.03678767
ERCC4	0.070917613	0.078716368	0.062978698	-0.083960058	-1.9675409	-0.16265351
ERCC4	0.65235873	0.1667943	0.67265469	0.88574479	1.3992448	0.19737534
ERCC4	1.8491639	0.32413695	1.898218	2.4079999	1.7240736	0.49406711
ERCC4	-0.3707079	0.095510387	-0.36412049	-0.0061812954	3.8166174	0.34222444
ERCC4	0.21637026	0.10595878	0.19327401	0.079789876	-1.2889954	-0.12919889
ERCC4	0.030129927	0.21769102	-0.0098929267	0.11086595	0.37087439	0.10504412
ERCC4	-0.40785937	0.10179235	-0.37627479	-0.64091272	-2.2894977	-0.28035269
ERCC4	-1.0848594	0.050619878	-1.0834598	-1.0287338	1.1087657	0.039011227
ERCC4	-0.11512219	0.44168208	-0.19752999	-0.14887282	-0.076413861	0.032942411
PALB2	-0.36981726	0.12074832	-0.39234732	-0.71044654	-2.8209857	-0.33381398
PALB2	-0.28328861	0.050696641	-0.27997203	-0.27061211	0.25004624	-0.0063548316
PALB2	-0.17582533	0.1067374	-0.16005353	-0.17879505	-0.027822722	-0.034456281
PALB2	-0.030455258	0.060893279	-0.020075511	-0.087890841	-0.94321712	-0.083530086
PALB2	0.19920772	0.080009401	0.18558353	-0.040081975	-2.9907697	-0.24138026
PALB2	-0.36241599	0.10013322	-0.35736828	-0.27978874	0.8251732	0.061864784
PALB2	-0.39079272	0.057987288	-0.39066123	-0.25950315	2.2641096	0.11544333
PALB2	-0.035790922	0.10071133	-0.011372042	0.022224652	0.57605807	0.017881939
PALB2	0.19217473	0.44956028	0.1155645	0.096161072	-0.21357238	-0.035118184
PALB2	0.45548838	0.2208463	0.416943	0.3596874	-0.43379028	-0.072970354
PALB2	0.48077201	0.5198361	0.39896332	0.41725208	-0.12219223	0.0025739994
PALB2	0.53090745	0.10556406	0.54736509	0.61154787	0.76390032	0.048468023
PALB2	0.75517492	0.1355873	0.73910901	0.65087997	-0.76920885	-0.1039438
PALB2	0.36724262	0.12286111	0.36809643	0.85169024	3.943051	0.46787906
ITGAL	-0.82074464	0.35033397	-0.7691667	-0.9832603	-0.46388781	-0.22980835
FUS_fus	0.30698924	0.072656888	0.31053071	-0.14081812	-6.1633159	-0.46706358
FUS_fus	1.2192772	0.18756549	1.1995055	1.0875227	-0.70244537	-0.12769757
FUS_fus	0.34241799	0.39435491	0.2817465	0.05988592	-0.71644111	-0.23757534
FUS_fus	0.24471542	0.47958243	0.15064519	-0.29272587	-1.1206442	-0.45908582
FUS_fus	-0.1641344	0.28689911	-0.097572673	0.46727369	2.2008019	0.54913161
FUS_fus	0.16413012	0.43299708	0.087362282	0.080144281	-0.19396398	-0.022932757
ARMC5	-0.15945769	0.29460925	-0.10979683	-0.4029817	-0.82660001	-0.30889962
CYLD	-0.061361861	0.34210365	-0.13147096	-0.087339854	-0.075936029	0.02841635
CYLD	0.14118157	0.19743935	0.10274228	0.24816365	0.54184781	0.12970661
CYLD	0.76730593	0.10406508	0.77145864	0.86504395	0.93920094	0.077870555
CYLD	0.25004069	0.11175314	0.25464249	0.41419428	1.4688947	0.14383703
CYLD	-0.18985932	0.088141743	-0.1813872	-0.021823067	1.9064322	0.14384938
CYLD	0.10921573	0.11510804	0.12770699	0.41638191	2.6685033	0.27296017
CYLD	-0.16927716	0.26169118	-0.21218698	0.039640431	0.79833639	0.23611265
CYLD	0.075173841	0.061621024	0.061711323	0.16856376	1.5155528	0.091137678
CYLD	-0.15350671	0.095420073	-0.15474439	-0.22740454	-0.7744474	-0.088374904
CYLD	0.29909705	0.10749342	0.31049616	0.4188004	1.1135877	0.092589488
CYLD	0.24197088	0.13552301	0.24902651	0.0048904493	-1.749374	-0.25985082
CYLD	0.32973111	0.214296	0.38705461	0.72726011	1.8550463	0.32449075
CYLD	0.33617908	0.059506936	0.34322273	0.2877501	-0.81383758	-0.071187387
CYLD	-0.059178553	0.2992177	0.017088519	0.34510866	1.3511474	0.31230538
CYLD	0.5076733	0.33265109	0.60151001	1.08032	1.7214635	0.46309524
CYLD	-0.53463914	0.094685255	-0.50569281	-0.092098495	4.6738074	0.39787956
CYLD	0.13374334	0.10367654	0.11887979	0.069681195	-0.61790396	-0.064913351
CYLD	-0.27453222	0.085442761	-0.28452219	-0.23171729	0.50109492	0.037090148
NUP93	-0.61861441	0.072900291	-0.62122862	-0.40977026	2.8647917	0.1957436
NUP93	-0.2275693	0.065165632	-0.2259587	0.05023162	4.2629974	0.26047556
NUP93	0.055913727	0.095598129	0.035997404	-0.060333582	-1.2159998	-0.11204574
NUP93	0.088163461	0.039528458	0.080853426	0.20724806	3.0126294	0.11067987
NUP93	0.39347866	0.096062724	0.37437429	0.29131971	-1.0634609	-0.098769334
NUP93	0.6580904	0.14913496	0.67377379	0.59761136	-0.4055323	-0.091877189
NUP93	-0.56211039	0.15506564	-0.55883982	-0.78362235	-1.4285045	-0.24049729
NUP93	0.27262808	0.050063885	0.26876425	0.35254694	1.5963375	0.068067933
NUP93	-0.45459414	0.11011676	-0.43240497	-0.42208393	0.29523398	-0.0053937172
NUP93	-0.10194708	0.187526	-0.12584702	-0.31579591	-1.140369	-0.20566365
NUP93	0.043309209	0.055626662	0.043163714	0.16985928	2.2749895	0.11098081
NUP93	0.1401536	0.08960993	0.12924575	0.050656057	-0.99874582	-0.094304449
NUP93	-0.22628976	0.056998378	-0.22589678	-0.19217044	0.59860154	0.018011581
NUP93	0.081197129	0.059951617	0.089368331	0.14382176	1.0445861	0.03873867
NUP93	0.26734283	0.094552402	0.27360364	0.3224647	0.58297689	0.033146299
NUP93	-0.08579022	0.10128403	-0.11178985	-0.16397544	-0.77194023	-0.067900344
NUP93	0.53173319	0.057550177	0.53370274	0.83708452	5.3058277	0.28766702
NUP93	0.53625033	0.10278938	0.55581496	0.55991641	0.23023855	-0.011613308
NUP93	0.044235453	0.1099402	0.065624472	-0.050654896	-0.86310875	-0.13199412
NUP93	-0.037578005	0.085267957	-0.044465429	-0.31655676	-3.271789	-0.28780609
NUP93	-0.36504736	0.04704705	-0.36862878	-0.37140066	-0.13504136	-0.018486634
NUP93	1.0908691	0.071729767	1.0991703	1.0021614	-1.236693	-0.11272366
NUP93	0.073456461	0.31383636	0.13010454	0.32898307	0.81420332	0.18316377
NUP93	0.17630775	0.10494798	0.18912613	0.23281083	0.5383913	0.027969944
NUP93	-0.32261554	0.069176029	-0.32046076	-0.3843467	-0.89237786	-0.079600693
NUP93	0.01778949	0.043818601	0.015350772	0.26657168	5.6775476	0.23550616
CBFB	-0.45624728	0.11827977	-0.44516185	-0.1176323	2.8628309	0.3118148
CBFB	-0.53087092	0.13475178	-0.52332849	-0.49164697	0.29108299	0.015966764
CBFB	0.14753523	0.040407847	0.14717581	0.21205189	1.596637	0.049161326
CBFB	0.37906428	0.050504928	0.37440514	0.4812132	2.0225536	0.091093307
CBFB	-0.39521491	0.074745774	-0.38578039	-0.1393668	3.4229107	0.23069883
CBFB	-0.088710424	0.10441122	-0.077365487	-0.100561	-0.11349911	-0.038910274
CTCF	-0.11285776	0.35883199	-0.17774542	-0.18127625	-0.19066998	-0.019245583
CTCF	0.074655874	0.11603577	0.094860231	-0.00027810989	-0.64578348	-0.1108531
CTCF	-0.50093442	0.063892257	-0.50764491	-0.46733355	0.52589898	0.024596607
CTCF	0.11066918	0.04326965	0.11336182	0.21776371	2.4750496	0.088687136
CTCF	-0.41291858	0.068766886	-0.41116008	-0.31757393	1.3864908	0.077871396
CTCF	-0.22017463	0.078107596	-0.22656617	-0.32854514	-1.3874516	-0.11769372
CTCF	-0.75573354	0.067875251	-0.74890121	-0.90992466	-2.2716839	-0.1767382
CTCF	0.31402482	0.064809802	0.31160767	0.54419006	3.5513955	0.21686763
CTCF	0.077514264	0.10985548	0.076379664	-0.037250429	-1.0446879	-0.12934485
CTCF	-0.099313539	0.051451572	-0.10831843	-0.36369032	-5.1383615	-0.27108664
CTCF	-0.34239279	0.10507158	-0.35663574	-0.41312012	-0.67313472	-0.072199134
CDH1	-0.5038568	0.31514637	-0.44433897	0.091063958	1.8877601	0.51968817
CDH1	-0.69380914	0.23175496	-0.65416426	-0.29407739	1.7248034	0.34437211
CDH1	-0.16181542	0.059564276	-0.16993681	0.092095025	4.2627975	0.24631708
CDH1	0.1137526	0.14225228	0.091966143	-0.050654667	-1.1557443	-0.15833557
CDH1	0.24798088	0.054542935	0.25118125	0.18997153	-1.0635539	-0.076924476
CDH1	-0.26447349	0.071461744	-0.276728	-0.48639569	-3.1054685	-0.22538244
CDH1	-0.13284206	0.0711796	-0.14240349	-0.050491778	1.1569366	0.076196956
CDH1	-0.19160772	0.11314556	-0.20696925	-0.14956302	0.37159835	0.041691478
CDH1	-0.22158743	0.056956028	-0.22208261	-0.24650329	-0.43745778	-0.040135433
CDH1	-0.31389054	0.11170125	-0.32480143	-0.43994692	-1.1285136	-0.13086025
CDH1	-0.11723882	0.13889545	-0.13162507	-0.095364538	0.15748739	0.020545776
CDH1	-0.39522505	0.059832276	-0.40367172	-0.25651536	2.3183087	0.1314416
CDH1	-0.010264415	0.13156507	-0.026023664	-0.1931232	-1.3898734	-0.18281429
CDH1	-0.32691892	0.11699416	-0.34015113	-0.50608026	-1.53137	-0.18164389
CDH1	0.041456452	0.071981156	0.051289049	0.22974981	2.6158702	0.16274601
CDH1	0.14159189	0.10220152	0.15080326	0.16257935	0.20535372	-0.0039386636
CDH1	-0.19211744	0.060648927	-0.19524641	-0.34692309	-2.5524879	-0.16739144
PLCG2	-0.1711588	0.095844851	-0.18586705	-0.083994603	0.90943015	0.086157691
PLCG2	-0.29246395	0.072878662	-0.29971833	-0.59562763	-4.1598414	-0.31162405
PLCG2	-0.12306697	0.10508525	-0.11200842	-0.19976374	-0.72985289	-0.10347008
PLCG2	-0.15183571	0.2331392	-0.131868	-0.31616315	-0.70484688	-0.2000099
PLCG2	-0.22629062	0.10198992	-0.21843545	-0.26234699	-0.35352872	-0.059626292
PLCG2	-0.4580855	0.10293923	-0.4516085	-0.60459046	-1.4232179	-0.16869671
PLCG2	0.55417746	0.12954794	0.56839363	0.42636862	-0.98657559	-0.15773976
PLCG2	-0.10218261	0.1080444	-0.082588118	-0.12045392	-0.16910931	-0.053580562
PLCG2	0.095054102	0.11494706	0.11385387	0.11826711	0.20194523	-0.011301513
PLCG2	-0.30922694	0.076511985	-0.31826727	-0.53508868	-2.9519786	-0.23253617
PLCG2	-0.87429005	0.10543398	-0.87930611	-0.63548019	2.2650179	0.22811116
PLCG2	0.32696146	0.04698689	0.32135417	0.23250594	-2.0102526	-0.10456298
PLCG2	-0.32969992	0.078128241	-0.34084873	-0.009824118	4.0942404	0.31530986
PLCG2	-0.055633679	0.10118287	-0.045437468	-0.065737273	-0.09985479	-0.036014561
PLCG2	-0.61078767	0.11447782	-0.58691091	-0.57576545	0.3059302	-0.0045692941
PLCG2	0.20193128	0.079210469	0.1900345	0.072103629	-1.6390214	-0.13364563
PLCG2	0.085046172	0.091250881	0.0617515	0.24864085	1.792801	0.17117459
PLCG2	0.029683264	0.060375842	0.030753152	-0.37650653	-6.7276875	-0.42297444
PLCG2	0.14583396	0.082246002	0.13024082	0.35724293	2.5704467	0.21128735
PLCG2	-0.77544044	0.19223087	-0.73699363	-0.59360559	0.94591908	0.12767328
PLCG2	-0.60669769	0.073889964	-0.60430083	-0.46443974	1.9252676	0.12414633
PLCG2	-0.090013786	0.092397036	-0.076044535	0.016308714	1.1507133	0.076638493
PLCG2	-0.093582725	0.12170181	-0.08685366	-0.34033481	-2.0275136	-0.2691959
PLCG2	-0.16799166	0.05636709	-0.17371049	-0.14323933	0.43912733	0.014756404
PLCG2	-0.68508078	0.10790937	-0.68783124	-1.107859	-3.9179009	-0.43574252
PLCG2	0.56687557	0.19850407	0.53979878	0.70347566	0.68814754	0.14796212
PLCG2	-0.11927078	0.27380693	-0.16402054	-0.12888236	-0.035103498	0.019423423
PLCG2	-0.6517706	0.060639387	-0.65826331	-0.51644386	2.231664	0.12610469
PLCG2	0.1041079	0.054781799	0.10001852	-0.038780599	-2.6083207	-0.15451387
PLCG2	0.044441911	0.048244814	0.04249677	-0.16652596	-4.372861	-0.22473748
PLCG2	0.41176412	0.084899134	0.41986423	0.51585709	1.2260782	0.080278109
PLCG2	-0.30138416	0.077372626	-0.31037996	-0.21409258	1.1281972	0.080572626
PLCG2	0.34995234	0.082734478	0.3491401	0.30214898	-0.57779248	-0.062705875
IRF8	-0.2216947	0.27768407	-0.16403513	-0.12626315	0.3436695	0.02205722
rs4673	0.041009544	0.092979874	0.06088972	-0.14333972	-1.9826792	-0.2199442
FANCA	-0.34657452	0.23644681	-0.38584141	-0.23797096	0.45931496	0.13215569
FANCA	-0.44863496	0.065938337	-0.45014626	-0.54725189	-1.4955932	-0.11282038
FANCA	-0.4359141	0.077509745	-0.43331503	-0.24621844	2.4473783	0.17138184
FANCA	-0.13219487	0.23774034	-0.16318675	-0.43695958	-1.2819226	-0.28948759
FANCA	-0.45422235	0.1535566	-0.45037659	-0.60156575	-0.95953804	-0.16690392
FANCA	-0.044626955	0.069305426	-0.041537122	-0.19076492	-2.1086079	-0.16494256
FANCA	-0.25616	0.052581435	-0.26421745	-0.18574552	1.339151	0.062757175
FANCA	-0.47118797	0.083515652	-0.45820288	-0.5410699	-0.83675252	-0.098581778
FANCA	-0.61510108	0.09902994	-0.59825334	-0.54986859	0.65871479	0.03266999
FANCA	-0.74023079	0.067861559	-0.73625371	-0.67882155	0.90491935	0.041717402
FANCA	-0.45823713	0.067286428	-0.46593718	-0.44577152	0.18526192	0.0044509068
FANCA	-0.4775588	0.17445091	-0.47017839	-0.95874382	-2.7582832	-0.50428019
FANCA	-0.6243776	0.071365113	-0.61583093	-0.7737664	-2.0933029	-0.17365022
FANCA	-0.47519495	0.10168617	-0.46037448	-0.54469278	-0.68345407	-0.10003305
FANCA	-0.36773464	0.091347618	-0.37212998	-0.7553149	-4.2429159	-0.39889968
FANCA	-1.0853953	0.16886038	-1.0996929	-1.4760425	-2.313433	-0.39206434
FANCA	-0.30909784	0.11948239	-0.33411381	0.0046800812	2.6261437	0.32307914
FANCA	-0.54201145	0.1315627	-0.53445114	0.11492925	4.9933659	0.63366563
FANCA	-0.52596976	0.11595268	-0.50045976	-0.13160614	3.4010738	0.35313886
FANCA	0.17271439	0.087155844	0.15484425	0.034196377	-1.5893141	-0.13636263
FANCA	-0.86009491	0.059153748	-0.85012084	-0.66695924	3.2649777	0.16744684
FANCA	-0.21826735	0.09934628	-0.19883539	-0.11215117	1.0681445	0.070969469
FANCA	-0.15469393	0.08290166	-0.14427064	-0.31724112	-1.9607229	-0.18868523
FANCA	-0.2014552	0.077351224	-0.18663259	-0.68508486	-6.2523853	-0.51416702
FANCA	-0.2258583	0.10669841	-0.21536295	-0.14103278	0.79500265	0.058615412
FANCA	-0.36023418	0.14323447	-0.35134594	-0.46409858	-0.72513548	-0.12846739
FANCA	0.36127484	0.089691609	0.37195777	0.30124898	-0.66924724	-0.086423548
FANCA	-0.87174467	0.053141055	-0.86951744	-0.93034914	-1.1028097	-0.076546459
FANCA	-0.81575064	0.054196474	-0.81422295	-0.94660721	-2.4144849	-0.14809901
FANCA	-0.21694816	0.061952809	-0.21116522	-0.21949501	-0.041109515	-0.024044546
FANCA	-1.5354695	0.12396695	-1.5227231	-1.7428882	-1.6731771	-0.23587982
FANCA	-0.98747242	0.071995625	-0.98469058	-1.0011322	-0.18973063	-0.032156371
FANCA	-0.13059541	0.42166222	-0.20353754	-0.39491243	-0.62684538	-0.20708964
FANCA	0.69596245	0.094242119	0.70975588	0.77427532	0.83097523	0.048804681
FANCA	-0.58166523	0.16441372	-0.58764594	-0.91666801	-2.0375598	-0.34473683
FANCA	0.35042656	0.14150577	0.35199322	0.09788909	-1.7846443	-0.26981889
FANCA	-0.87257586	0.068198171	-0.87314026	-0.78543203	1.2778031	0.071993475
FANCA	-1.6186636	0.16633403	-1.5737742	-1.7806811	-0.97404886	-0.22262163
FANCA	-0.65676435	0.13366053	-0.62384585	-0.84589571	-1.4150128	-0.23776462
FANCA	-0.41962156	0.061811985	-0.41783441	-0.30773659	1.8100854	0.094383063
FANCA	-0.51285194	0.19593017	-0.48805943	-0.6679788	-0.79174564	-0.19563412
FANCA	0.13530756	0.094727106	0.14340411	-0.1519489	-3.0324631	-0.31106776
FANCA	-0.54142797	0.10994927	-0.52536224	-0.53634181	0.04625919	-0.026694322
TP53	0.4874019	0.085342157	0.50250525	0.40484173	-0.96740194	-0.11337827
TP53	-0.55948315	0.10455593	-0.56966287	-0.33804776	2.1178654	0.21590035
TP53	-0.071727412	0.11476779	-0.046275042	-0.37257396	-2.62135	-0.34201367
TP53	0.56005498	0.12279283	0.56681088	0.31985462	-1.9561432	-0.26267101
TP53	0.44356405	0.03564997	0.44204644	0.64618352	5.6835803	0.18842232
TP53	-0.39272834	0.047906826	-0.38935953	-0.46858258	-1.5833702	-0.094937806
TP53	0.054799873	0.070445519	0.061377595	-0.059274763	-1.6193313	-0.13636711
TP53	-0.47578761	0.1993132	-0.50748128	-0.90419219	-2.149404	-0.41242567
TP53	-0.060559261	0.16331929	-0.089202632	-0.32151039	-1.5977974	-0.24802252
TP53	-0.2603744	0.11910341	-0.2806114	-0.54709321	-2.4073098	-0.28219656
ALOX12B	0.26833468	0.068887706	0.26047086	0.45855093	2.761251	0.18236531
ALOX12B	0.40911279	0.036916132	0.41257213	0.54480886	3.6757932	0.11652197
ALOX12B	-0.60828752	0.085759359	-0.59591634	-0.70230195	-1.0962585	-0.12210036
ALOX12B	0.11584672	0.054598922	0.12701004	0.15824163	0.7764788	0.015516829
ALOX12B	-0.30945984	0.052427375	-0.31440588	-0.19463199	2.190227	0.10405914
ALOX12B	0.43686334	0.10783108	0.45399132	-0.2765057	-6.6156162	-0.74621177
ALOX12B	-0.34451396	0.075290134	-0.35117113	-0.6140585	-3.5800779	-0.27860213
ALOX12B	-0.011081306	0.045831822	-0.017337778	-0.14459703	-2.9131664	-0.14297401
ALOX12B	-0.32994221	0.047202832	-0.32655669	-0.31537925	0.30851868	-0.0045373205
ALOX12B	0.15906342	0.14158576	0.17313986	-0.041277991	-1.4149828	-0.23013261
ALOX12B	0.18464759	0.066605463	0.17465051	-0.1506715	-5.0344083	-0.34103677
ALOX12B	0.42088515	0.10406849	0.4432362	0.46432239	0.41739086	0.0053714303
ALOX12B	0.24424829	0.095507172	0.25395946	0.020826251	-2.3393221	-0.24884796
ALOX12B	0.14002228	0.10050227	0.13166172	0.052866857	-0.86719855	-0.094509619
ALOX12B	0.093704809	0.053276401	0.1007081	-0.57658577	-12.581379	-0.69300863
AURKB	-0.11584289	0.089796765	-0.1166057	-0.083963214	0.35502032	0.01692773
AURKB	-0.053429188	0.054758039	-0.054216956	-0.31778991	-4.8277974	-0.27928771
AURKB	-0.084356451	0.043799452	-0.090023657	-0.1663607	-1.8722666	-0.092051801
AURKB	-0.1454623	0.10475675	-0.14175719	-0.29653896	-1.4421664	-0.17049653
AURKB	-0.0010402051	0.087811853	-0.0084699485	-0.088779797	-0.99917709	-0.096024604
AURKB	0.51881748	0.095147407	0.52467017	0.4717303	-0.49488665	-0.068654628
AURKB	0.31723627	0.11365337	0.31802842	0.55181053	2.0639446	0.21806735
AURKB	0.28429763	0.10237049	0.28484845	-0.24669145	-5.1869351	-0.54725466
MAP2K4	-1.2925418	0.10492661	-1.2743471	-1.3467252	-0.5163931	-0.088092833
MAP2K4	1.0529237	0.102322	1.0749024	1.3155544	2.5667083	0.22493727
MAP2K4	-0.27462233	0.10822363	-0.26330079	0.048430814	2.9850518	0.29601685
MAP2K4	-0.87014467	0.10358114	-0.86982354	-0.85369418	0.15881746	0.00041460788
MAP2K4	-0.41887867	0.038269393	-0.41424206	-0.38524488	0.87886916	0.013282423
MAP2K4	0.13632426	0.08308023	0.14837654	0.22191252	1.030188	0.057821223
MAP2K4	0.92048053	0.074342945	0.92232827	1.2384928	4.2776383	0.30044974
MAP2K4	0.2645686	0.1435646	0.3030919	0.44461801	1.2541352	0.12581136
MAP2K4	0.047407105	0.036046689	0.04286757	0.17606192	3.5691159	0.11747959
MAP2K4	-0.15958884	0.096461257	-0.14409106	-0.17654887	-0.17582216	-0.048172563
MAP2K4	-0.13537551	0.064888114	-0.14289592	-0.15274673	-0.2677103	-0.025565562
