Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr16	50815133	50815340	CYLD	2099	0.24261483
chr16	50816223	50816392	CYLD	573	-0.82263416
chr16	50818218	50818391	CYLD	1174	0.29226675
chr16	50820728	50820881	CYLD	915	0.0034178071
chr16	50821673	50821804	CYLD	469	-0.033479077
chr16	50825443	50825624	CYLD	1642	0.52592317
chr16	50826478	50826554	CYLD	1231	1.5745921
chr16	50826563	50826631	CYLD	1223	1.9950491
chr16	50827433	50827603	CYLD	958	-0.61621574
chr16	50828098	50828377	CYLD	3661	0.67707701
chr16	50830208	50830452	CYLD	1607	-0.42671632
chr16	56782130	56782377	NUP93	2096	0.059416458
chr16	56792415	56792604	NUP93	1488	-0.1521776
chr16	56815675	56815927	NUP93	2433	0.24877961
chr16	56815950	56816152	NUP93	2014	0.3016557
chr16	56817385	56817642	NUP93	2211	0.13560482
chr16	56817660	56817789	NUP93	951	0.45800413
chr16	56832345	56832489	NUP93	1688	0.57115512
chr16	56839390	56839571	NUP93	824	-0.96338711
chr16	56852530	56852686	NUP93	1172	-0.1690596
chr16	56855385	56855532	NUP93	916	-0.34475238
chr16	56857590	56857770	NUP93	1477	-0.12550604
chr16	56862865	56863036	NUP93	1799	0.37598524
chr16	56864410	56864624	NUP93	1883	0.025448171
chr16	56865725	56865933	NUP93	2248	0.31720175
chr16	56866170	56866327	NUP93	2476	0.90997914
chr16	56867105	56867353	NUP93	2342	0.070187447
chr16	56868010	56868188	NUP93	2899	1.0154128
chr16	56868235	56868381	NUP93	2745	1.1032534
chr16	56868595	56868732	NUP93	959	0.29375227
chr16	56870490	56870659	NUP93	1531	0.24737825
chr16	56871495	56871667	NUP93	848	-0.83245016
chr16	56872840	56873017	NUP93	2107	0.61852545
chr16	56873070	56873141	NUP93	583	0.047674493
chr16	56873400	56873537	NUP93	1838	0.65643809
chr16	56875595	56875770	NUP93	1430	-0.088585833
chr16	56878385	56878563	NUP93	1681	0.18132836
chr16	67063274	67063407	CBFB	845	0.026443999
chr16	67063599	67063732	CBFB	1229	0.52508021
chr16	67070509	67070686	CBFB	1824	0.29478742
chr16	67100559	67100741	CBFB	2277	0.56271606
chr16	67116094	67116267	CBFB	1212	-0.30887035
chr16	67132574	67132716	CBFB	1017	-0.18514459
chr16	67644711	67645332	CTCF	3329	-0.67797664
chr16	67645351	67645493	CTCF	871	-0.42918285
chr16	67645831	67646041	CTCF	788	-1.2447213
chr16	67650626	67650798	CTCF	1525	0.040746653
chr16	67654576	67654753	CTCF	1092	-0.44610435
chr16	67655321	67655527	CTCF	916	-0.67451799
chr16	67660436	67660641	CTCF	1067	-0.67702185
chr16	67662246	67662485	CTCF	2213	0.19116939
chr16	67663266	67663448	CTCF	1629	0.18427618
chr16	67670569	67670770	CTCF	1133	-0.46785821
chr16	67671564	67671820	CTCF	2199	0.043874752
chr16	68771262	68771331	CDH1	667	0.35443011
chr16	68771357	68771433	CDH1	634	0.27373384
chr16	68772177	68772351	CDH1	1149	0.035230328
chr16	68835542	68835828	CDH1	3670	0.58022282
chr16	68842302	68842498	CDH1	1924	0.26361992
chr16	68842582	68842768	CDH1	919	-0.73552484
chr16	68844077	68844284	CDH1	1212	-0.54506849
chr16	68845557	68845805	CDH1	1418	-0.67799083
chr16	68846007	68846188	CDH1	1698	0.078910832
chr16	68847182	68847434	CDH1	1792	-0.32658999
chr16	68849392	68849677	CDH1	2076	-0.22946537
chr16	68853147	68853367	CDH1	1996	0.037688481
chr16	68855882	68856163	CDH1	3064	0.34989619
chr16	68857277	68857556	CDH1	1904	-0.27966804
chr16	68862052	68862224	CDH1	8111	2.5203558
chr16	68863522	68863672	CDH1	1127	-0.13734019
chr16	68867162	68867407	CDH1	1618	-0.397726
chr16	81819570	81819822	PLCG2	1832	-0.081844349
chr16	81888025	81888235	PLCG2	1703	-0.11945801
chr16	81891840	81891980	PLCG2	785	-0.63783972
chr16	81892700	81892802	PLCG2	794	0.49749966
chr16	81902790	81902923	PLCG2	1204	0.10054442
chr16	81904425	81904572	PLCG2	821	-0.13078485
chr16	81914465	81914598	PLCG2	2364	1.0699095
chr16	81916830	81916979	PLCG2	1002	-0.36661583
chr16	81922755	81922899	PLCG2	3785	1.5019186
chr16	81925045	81925245	PLCG2	2070	0.33943568
chr16	81927285	81927440	PLCG2	1584	0.48117705
chr16	81929380	81929569	PLCG2	2247	0.59276037
chr16	81934195	81934418	PLCG2	2133	0.43840142
chr16	81938985	81939123	PLCG2	975	-0.29922514
chr16	81941260	81941405	PLCG2	712	-0.85993587
chr16	81941985	81942227	PLCG2	2584	0.44480891
chr16	81944090	81944337	PLCG2	1854	0.13679187
chr16	81946175	81946356	PLCG2	1260	0.02897488
chr16	81953055	81953302	PLCG2	3949	1.0051414
chr16	81954795	81954898	PLCG2	507	-0.6682391
chr16	81957065	81957238	PLCG2	1475	0.13508881
chr16	81960660	81960796	PLCG2	867	-0.44290716
chr16	81962120	81962263	PLCG2	1811	0.63723471
chr16	81965080	81965289	PLCG2	1444	-0.26881645
chr16	81968010	81968148	PLCG2	389	-1.6437499
chr16	81969120	81969493	PLCG2	4212	0.34681667
chr16	81969530	81970000	PLCG2	3569	-0.21506625
chr16	81971330	81971546	PLCG2	1135	-0.67431716
chr16	81972380	81972556	PLCG2	3144	1.0370938
chr16	81973465	81973680	PLCG2	1813	0.01494251
chr16	81979750	81979891	PLCG2	2394	0.93893958
chr16	81990265	81990514	PLCG2	2253	0.019791608
chr16	81991510	81991650	PLCG2	1286	0.10342983
chr16	85953773	85953846	IRF8	590	-0.055645206
chr16	88713163	88713299	rs4673	477	-0.96090146
chr16	89804988	89805401	FANCA	2388	-0.43944478
chr16	89805513	89805730	FANCA	798	-1.1429252
chr16	89805838	89805996	FANCA	756	-0.489047
chr16	89806118	89806539	FANCA	2462	-0.69368407
chr16	89807168	89807298	FANCA	529	-0.99412888
chr16	89809183	89809361	FANCA	1076	-0.53787657
chr16	89811338	89811532	FANCA	1170	-0.12005874
chr16	89812963	89813108	FANCA	692	-0.81184962
chr16	89813183	89813328	FANCA	715	-0.76467842
chr16	89815033	89815216	FANCA	836	-0.74009442
chr16	89816113	89816339	FANCA	1354	-0.38468179
chr16	89818503	89818649	FANCA	617	-0.89916268
chr16	89824958	89825151	FANCA	883	-0.90949963
chr16	89828318	89828454	FANCA	493	-1.2890951
chr16	89831268	89831515	FANCA	1199	-0.80610089
chr16	89833523	89833658	FANCA	283	-1.8118468
chr16	89836223	89836473	FANCA	1126	-0.64182218
chr16	89836548	89836697	FANCA	750	-0.47426776
chr16	89836933	89837078	FANCA	571	-0.86209184
chr16	89838063	89838244	FANCA	1330	-0.25682808
chr16	89839643	89839832	FANCA	1095	-0.41087301
chr16	89842103	89842261	FANCA	685	-0.99364147
chr16	89845153	89845293	FANCA	670	-0.89980407
chr16	89845298	89845463	FANCA	573	-1.3237731
chr16	89846248	89846392	FANCA	1039	-0.19658339
chr16	89849213	89849358	FANCA	798	-0.76438412
chr16	89849383	89849523	FANCA	894	-0.26460285
chr16	89851233	89851415	FANCA	902	-0.6724898
chr16	89857778	89857976	FANCA	727	-1.0507407
chr16	89858308	89858486	FANCA	1205	-0.38842914
chr16	89858843	89858999	FANCA	467	-1.5554569
chr16	89862288	89862459	FANCA	496	-1.5556542
chr16	89864738	89865520	FANCA	3826	-0.88592199
chr16	89865533	89865672	FANCA	1008	-0.15458488
chr16	89865958	89866097	FANCA	338	-1.4693496
chr16	89869628	89869764	FANCA	1062	0.034157938
chr16	89871653	89871842	FANCA	608	-1.3469009
chr16	89874663	89874770	FANCA	178	-2.2836
chr16	89877083	89877224	FANCA	407	-1.3722197
chr16	89877313	89877516	FANCA	1002	-0.70149837
chr16	89880903	89881038	FANCA	317	-1.4643609
chr16	89882263	89882429	FANCA	1205	-0.23906493
chr16	89882903	89883048	FANCA	1058	0.020511322
chr17	7572889	7573037	TP53	1717	0.34151403
chr17	7573894	7574051	TP53	887	-0.26206275
chr17	7576529	7576662	TP53	532	-0.70327523
chr17	7576809	7576957	TP53	2821	1.0524548
chr17	7576984	7577173	TP53	2774	0.92683772
chr17	7577469	7577648	TP53	877	-0.70061569
chr17	7578154	7578326	TP53	1137	-0.39375255
chr17	7578349	7578706	TP53	1542	-0.91093572
chr17	7579289	7579605	TP53	1487	-0.64934681
chr17	7579674	7579954	TP53	1003	-1.1192824
chr17	7976064	7976304	ALOX12B	2208	0.41657609
chr17	7976444	7976652	ALOX12B	1553	0.058769464
chr17	7976949	7977087	ALOX12B	702	-0.59387296
chr17	7978884	7979069	ALOX12B	1939	0.40734504
chr17	7979459	7979675	ALOX12B	1331	-0.32044089
chr17	7979934	7980079	ALOX12B	848	-0.49608422
chr17	7980284	7980532	ALOX12B	1218	-0.63823748
chr17	7982679	7982893	ALOX12B	1474	0.054896049
chr17	7983064	7983268	ALOX12B	1571	0.22235532
chr17	7983529	7983674	ALOX12B	1273	-0.015406889
chr17	7983949	7984129	ALOX12B	1314	-0.17299362
chr17	7984174	7984323	ALOX12B	957	-0.11614714
chr17	7984384	7984525	ALOX12B	1319	0.43193784
chr17	7989304	7989563	ALOX12B	2004	0.046809727
chr17	7990599	7990773	ALOX12B	1294	-0.078263992
chr17	8108154	8108377	AURKB	1408	-0.13649651
chr17	8108509	8108720	AURKB	1164	-0.47839815
chr17	8109784	8109997	AURKB	1397	-0.28984719
chr17	8110034	8110275	AURKB	1125	-0.75115105
chr17	8110469	8110710	AURKB	2070	0.07480037
chr17	8110839	8110991	AURKB	1838	0.59729514
chr17	8111029	8111173	AURKB	1292	0.32620692
chr17	8113439	8113583	AURKB	290	-1.8292238
chr17	11924168	11924347	MAP2K4	804	-0.59108754
chr17	11935528	11935672	MAP2K4	1520	1.3306363
chr17	11958183	11958328	MAP2K4	983	-0.061204845
chr17	11973018	11973190	MAP2K4	566	-1.2379219
chr17	11984643	11984850	MAP2K4	824	-0.93500118
chr17	11998863	11999038	MAP2K4	1564	0.41403467
chr17	12011083	12011249	MAP2K4	1273	0.85651537
chr17	12013633	12013769	MAP2K4	1109	0.48852828
chr17	12016523	12016715	MAP2K4	1273	-0.22119737
chr17	12028578	12028721	MAP2K4	1199	0.042279821
chr17	12032433	12032644	MAP2K4	2035	0.25748997
chr17	12043103	12043240	MAP2K4	1008	0.26942387
chr17	12044468	12044617	MAP2K4	1024	-0.25198954
chr17	17116945	17117181	FLCN	3199	0.74565716
chr17	17118275	17118415	FLCN	1322	0.25605423
chr17	17118470	17118656	FLCN	1515	0.075317111
chr17	17119670	17119857	FLCN	655	-0.97144938
chr17	17120360	17120537	FLCN	1460	-0.092197776
chr17	17122300	17122562	FLCN	1461	-0.47708067
chr17	17124455	17124985	FLCN	3451	-0.34057083
chr17	17125780	17126008	FLCN	1755	-0.053519252
chr17	17127210	17127489	FLCN	1598	-0.36116202
chr17	17129455	17129669	FLCN	1358	-0.30783624
chr17	17131175	17131512	FLCN	2976	0.32001242
chr17	29422283	29422412	NF1	533	-0.550884
chr17	29482993	29483163	NF1	1035	0.080706611
chr17	29485998	29486138	NF1	818	0.28505011
chr17	29490178	29490427	NF1	2269	0.18403609
chr17	29496883	29497047	NF1	927	0.54938009
chr17	29508413	29508542	NF1	748	0.61823054
chr17	29508693	29508827	NF1	585	-0.41203602
chr17	29509503	29509705	NF1	972	-0.35363695
chr17	29527418	29527623	NF1	1459	-0.083051339
chr17	29528033	29528198	NF1	2158	0.78033327
chr17	29528423	29528525	NF1	399	-0.81062264
chr17	29533233	29533415	NF1	2865	1.0144679
chr17	29541458	29541631	NF1	906	0.21808291
chr17	29545998	29546175	NF1	748	-1.0808886
chr17	29548858	29548960	NF1	754	0.30374489
chr17	29548988	29549221	NF1	1605	0.82135163
chr17	29549243	29549709	NF1	3094	0.66165914
chr17	29549723	29549790	NF1	402	0.40258391
chr17	29550513	29550585	NF1	50	-2.9660043
chr17	29552178	29552252	NF1	200	-1.7718502
chr17	29553418	29553743	NF1	1130	-1.3436006
chr17	29554243	29554349	NF1	295	-1.4125983
chr17	29554553	29554627	NF1	101	-2.5428554
chr17	29556018	29556094	NF1	205	-1.5690842
chr17	29556203	29556347	NF1	525	-1.2963554
chr17	29556358	29556465	NF1	424	-0.83050026
chr17	29556828	29556899	NF1	816	1.4161553
chr17	29557308	29557385	NF1	86	-2.5981598
chr17	29557823	29557897	NF1	553	-0.030709691
chr17	29558993	29559063	NF1	445	0.32467125
chr17	29559083	29559221	NF1	652	-0.73084828
chr17	29559693	29559937	NF1	1843	-0.057409882
chr17	29559998	29560250	NF1	1802	-0.24066373
chr17	29562598	29562809	NF1	2050	0.37776814
chr17	29562913	29563051	NF1	1006	-0.061987799
chr17	29575993	29576171	NF1	1258	-0.18767324
chr17	29579903	29579986	NF1	1374	0.829826
chr17	29579998	29580062	NF1	766	1.3262768
chr17	29585333	29585543	NF1	1570	-0.05321099
chr17	29586013	29586171	NF1	1003	0.10536572
chr17	29587353	29587568	NF1	1566	-0.054995948
chr17	29588703	29588906	NF1	1388	-0.12154098
chr17	29592318	29592387	NF1	384	-0.40239368
chr17	29652813	29653300	NF1	3279	-0.26894148
chr17	29654488	29654867	NF1	2709	-0.27636141
chr17	29657288	29657527	NF1	2321	0.40107743
chr17	29661828	29662071	NF1	1531	-0.088295685
chr17	29663328	29663501	NF1	1242	-0.095505936
chr17	29663628	29663942	NF1	2822	0.25929118
chr17	29664353	29664636	NF1	1479	-0.53971844
chr17	29664793	29664927	NF1	599	-0.53041244
chr17	29665018	29665189	NF1	1465	0.1427351
chr17	29665698	29665831	NF1	316	-1.2366702
chr17	29667488	29667701	NF1	2045	0.21095666
chr17	29669993	29670163	NF1	978	-0.28901074
chr17	29676128	29676306	NF1	500	-1.1433735
chr17	29677178	29677354	NF1	1643	0.31522468
chr17	29679253	29679456	NF1	1416	-0.27696438
chr17	29683453	29683634	NF1	689	-0.84327066
chr17	29683948	29684125	NF1	1749	0.33744426
chr17	29684258	29684406	NF1	2413	1.0889754
chr17	29685488	29685657	NF1	709	-0.64375901
chr17	29685938	29686066	NF1	1919	1.6688917
chr17	29687483	29687763	NF1	1749	-0.28287386
chr17	29689263	29689408	NF1	1678	0.52313511
chr17	29694193	29694341	NF1	1827	0.8221936
chr17	29700998	29701188	NF1	1621	-0.023193352
chr17	30519270	30519349	RHOT1	322	-0.80882619
chr17	30519365	30519435	RHOT1	296	-0.019019313
chr17	33427935	33428078	RAD51D	1460	0.13545783
chr17	33428185	33428414	RAD51D	1683	-0.053140909
chr17	33430225	33430381	RAD51D	1267	0.08824647
chr17	33430435	33430578	RAD51D	943	-0.2943415
chr17	33433370	33433521	RAD51D	451	-1.4252178
chr17	33433975	33434165	RAD51D	1636	0.0811286
chr17	33434350	33434501	RAD51D	1130	-0.22029041
chr17	33443850	33444092	RAD51D	2351	0.21929003
chr17	33445495	33445677	RAD51D	1035	-0.46110131
chr17	33446085	33446219	RAD51D	656	-0.74883928
chr17	33446520	33446655	RAD51D	1162	0.38416785
chr17	34161672	34161744	TAF15	499	-0.26345865
chr17	37618293	37619394	CDK12	5960	-0.56990755
chr17	37627108	37628045	CDK12	4539	-0.76136011
chr17	37646783	37646995	CDK12	1198	-0.57120099
chr17	37648978	37649156	CDK12	1214	-0.11988327
chr17	37650753	37650966	CDK12	867	-0.86988903
chr17	37657478	37657722	CDK12	1420	-0.084739416
chr17	37665908	37666055	CDK12	1319	0.40762541
chr17	37667758	37667900	CDK12	1484	0.34568229
chr17	37671948	37672090	CDK12	1157	0.048570809
chr17	37673663	37673848	CDK12	3539	1.1905394
chr17	37676183	37676367	CDK12	1355	-0.26690773
chr17	37680903	37681180	CDK12	1529	-0.53656888
chr17	37682083	37682578	CDK12	1765	-1.3654229
chr17	37686793	37687624	CDK12	3986	-0.73810202
chr17	37855748	37855895	ERBB2	676	-0.90690531
chr17	37856228	37856574	ERBB2	1407	-0.74202048
chr17	37863208	37863423	ERBB2	1127	-0.37665419
chr17	37864543	37864824	ERBB2	2153	0.035189759
chr17	37865538	37865722	ERBB2	1102	-0.41286235
chr17	37866018	37866165	ERBB2	1505	0.36776796
chr17	37866313	37866492	ERBB2	1543	0.38210768
chr17	37866558	37866775	ERBB2	2093	0.30752288
chr17	37868148	37868333	ERBB2	1304	-0.12130909
chr17	37868553	37868732	ERBB2	1172	-0.298201
chr17	37871498	37871656	ERBB2	1810	0.757189
chr17	37871673	37871809	ERBB2	1403	0.30753897
chr17	37871958	37872207	ERBB2	1693	-0.020909496
chr17	37872518	37872706	ERBB2	1500	0.22134775
chr17	37872733	37872878	ERBB2	1385	0.37819213
chr17	37873548	37873757	ERBB2	939	-0.75556393
chr17	37875983	37876128	ERBB2	1905	0.69127475
chr17	37879548	37879721	ERBB2	1562	0.38355848
chr17	37879768	37879938	ERBB2	981	-0.1964872
chr17	37880143	37880277	ERBB2	479	-1.2288331
chr17	37880943	37881204	ERBB2	2088	0.058052862
chr17	37881268	37881488	ERBB2	1734	0.01213535
chr17	37881538	37881678	ERBB2	1132	0.064120388
chr17	37881938	37882156	ERBB2	1656	0.014741038
chr17	37882788	37882929	ERBB2	1661	0.62222153
chr17	37883043	37883300	ERBB2	1507	-0.23663492
chr17	37883518	37883838	ERBB2	1527	-0.55200201
chr17	37883913	37884334	ERBB2	2645	-0.28215476
chr17	38487448	38487686	RARA	1798	0.20301761
chr17	38497613	38497903	RARA	1412	-0.43771284
chr17	38498248	38499151	RARA	4810	-0.27191524
chr17	38504533	38504751	RARA	2096	0.29606219
chr17	38506003	38506191	RARA	913	-0.71289495
chr17	38508128	38508338	RARA	889	-0.85318118
chr17	38508383	38508773	RARA	4508	0.58532889
chr17	38510518	38510780	RARA	986	-0.84803113
chr17	38511493	38511706	RARA	1166	-0.28214953
chr17	38512238	38512513	RARA	1248	-0.47265
chr17	40467729	40468221	STAT3	2774	-0.63624371
chr17	40468514	40468941	STAT3	1263	-1.6088263
chr17	40469139	40469280	STAT3	761	-0.74875306
chr17	40474264	40474548	STAT3	1312	-0.89512192
chr17	40474999	40475172	STAT3	2242	0.69198037
chr17	40475254	40475394	STAT3	1127	-0.11767026
chr17	40475539	40475677	STAT3	683	-0.65426427
chr17	40476704	40476868	STAT3	1497	0.17346582
chr17	40476954	40477105	STAT3	765	-0.6999594
chr17	40478104	40478241	STAT3	877	-0.47187171
chr17	40481374	40481523	STAT3	1521	0.16192591
chr17	40481544	40481678	STAT3	2367	1.0567884
chr17	40481699	40481840	STAT3	1552	0.31105397
chr17	40483444	40483549	STAT3	408	-0.3845159
chr17	40485654	40485816	STAT3	2060	0.72037281
chr17	40485879	40486100	STAT3	2737	0.64671379
chr17	40489424	40489634	STAT3	1376	-0.41811455
chr17	40489754	40489903	STAT3	1080	-0.34270863
chr17	40490714	40490848	STAT3	793	0.12470417
chr17	40491294	40491452	STAT3	1048	-0.18201085
chr17	40497544	40497691	STAT3	1151	-0.10551762
chr17	40498564	40498773	STAT3	880	-0.97648834
chr17	40500374	40500593	STAT3	1095	-0.82281814
chr17	40540269	40540593	STAT3	1544	-0.44974682
chr17	41197661	41197860	BRCA1	1281	-0.19970478
chr17	41199606	41199762	BRCA1	1011	-0.43455837
chr17	41201091	41201240	BRCA1	1065	-0.26843864
chr17	41203026	41203181	BRCA1	1343	-0.0077331255
chr17	41209036	41209182	BRCA1	1367	0.098716197
chr17	41215291	41215440	BRCA1	1029	0.18467515
chr17	41215856	41215992	BRCA1	710	-0.50199858
chr17	41219586	41219730	BRCA1	846	-0.10342983
chr17	41222911	41223267	BRCA1	2097	-0.62711058
chr17	41226326	41226576	BRCA1	1611	-0.40921595
chr17	41228476	41228649	BRCA1	1294	0.036465757
chr17	41234391	41234614	BRCA1	2361	0.3221908
chr17	41242946	41243088	BRCA1	598	-0.97869156
chr17	41243426	41246890	BRCA1	32138	1.524946
chr17	41247826	41247963	BRCA1	1629	0.5990703
chr17	41249211	41249339	BRCA1	478	-0.42334891
chr17	41251766	41251934	BRCA1	1337	0.051903435
chr17	41256116	41256284	BRCA1	924	-0.1741191
chr17	41256846	41256988	BRCA1	949	-0.076318421
chr17	41258431	41258568	BRCA1	719	-0.19054318
chr17	41267696	41267826	BRCA1	628	-0.52406206
chr17	41275996	41276145	BRCA1	339	-1.5181213
chr17	45754093	45754174	KPNB1	498	-0.54155527
chr17	45754188	45754260	KPNB1	740	0.48741348
chr17	47677708	47677921	SPOP	1043	-0.82831461
chr17	47679198	47679417	SPOP	1170	-0.72800912
chr17	47684588	47684761	SPOP	901	-0.50723841
chr17	47685183	47685332	SPOP	492	-1.2458092
chr17	47688613	47688860	SPOP	1028	-1.1058485
chr17	47696318	47696485	SPOP	1229	-0.22062658
chr17	47696563	47696770	SPOP	1273	-0.27900949
chr17	47699283	47699453	SPOP	1249	0.065546485
chr17	47700058	47700198	SPOP	927	-0.41614305
chr17	56432254	56432390	RNF43	845	-0.43350784
chr17	56434794	56436028	RNF43	9726	0.18981572
chr17	56436039	56436203	RNF43	1224	-0.02299404
chr17	56437479	56437622	RNF43	897	-0.41844337
chr17	56438109	56438330	RNF43	1223	-0.31487397
chr17	56439879	56440033	RNF43	758	-0.54661365
chr17	56440614	56440789	RNF43	1828	0.42289142
chr17	56440849	56440997	RNF43	2759	1.2999246
chr17	56448244	56448429	RNF43	1058	-0.42832991
chr17	56492664	56492990	RNF43	2089	-0.47423309
chr17	56769979	56770183	RAD51C	2178	0.52608326
chr17	56772269	56772759	RAD51C	2652	-0.18467711
chr17	56774024	56774236	RAD51C	2080	0.35533204
chr17	56780529	56780710	RAD51C	1213	0.10055303
chr17	56787194	56787366	RAD51C	1416	0.2045716
chr17	56798069	56798202	RAD51C	795	0.38173089
chr17	56801359	56801491	RAD51C	1071	0.18848949
chr17	56809804	56809950	RAD51C	1223	0.30071273
chr17	56811469	56811610	RAD51C	569	-1.0013079
chr17	59760635	59761396	BRIP1	7030	0.57641982
chr17	59761415	59761516	BRIP1	1586	1.2892548
chr17	59763165	59763548	BRIP1	3074	0.23749395
chr17	59770760	59770894	BRIP1	673	-0.38099012
chr17	59793290	59793424	BRIP1	941	-0.099642744
chr17	59820350	59820520	BRIP1	821	-0.62427228
chr17	59821765	59821968	BRIP1	1606	0.27520348
chr17	59853740	59853946	BRIP1	1158	-0.42562276
chr17	59857610	59857783	BRIP1	607	-0.72352758
chr17	59858175	59858387	BRIP1	1811	0.48639927
chr17	59861605	59861810	BRIP1	1214	0.33081364
chr17	59870930	59871104	BRIP1	712	-0.40640593
chr17	59876425	59876676	BRIP1	1574	-0.29839637
chr17	59878580	59878876	BRIP1	2309	0.1721243
chr17	59885800	59886144	BRIP1	3588	0.3855568
chr17	59924435	59924607	BRIP1	1724	0.71038329
chr17	59926455	59926634	BRIP1	2471	1.1100713
chr17	59934390	59934603	BRIP1	1944	0.30499418
chr17	59937130	59937305	BRIP1	852	-0.45710082
chr17	59938780	59938917	BRIP1	659	-0.34267561
chr17	62006550	62006711	CD79B	1515	0.3516512
chr17	62006735	62006883	CD79B	1345	0.32351354
chr17	62007105	62007279	CD79B	962	-0.50638264
chr17	62007410	62007761	CD79B	3078	0.13149595
chr17	62008645	62008786	CD79B	2026	1.0846697
chr17	62009505	62009659	CD79B	847	-0.33491922
chr17	63010350	63010973	GNA13	5848	0.27638094
chr17	63014313	63014461	GNA13	647	-0.31778657
chr17	63049598	63049849	GNA13	1786	-0.33495641
chr17	63051688	63051924	GNA13	1502	-0.42024344
chr17	63052403	63052716	GNA13	3135	0.58853149
chr17	66511515	66511755	PRKAR1A	1818	-0.20003205
chr17	66518875	66519084	PRKAR1A	1776	-0.038494185
chr17	66519840	66519978	PRKAR1A	991	0.00094009313
chr17	66520110	66520252	PRKAR1A	1703	0.47218769
chr17	66520995	66521153	PRKAR1A	1367	1.0521055
chr17	66521860	66522089	PRKAR1A	1790	0.0056553974
chr17	66523970	66524078	PRKAR1A	975	0.69117169
chr17	66524985	66525152	PRKAR1A	1091	-0.24539514
chr17	66526030	66526163	PRKAR1A	2850	1.537167
chr17	66526385	66527169	PRKAR1A	9565	0.6493508
chr17	66527175	66527839	PRKAR1A	8737	0.83086562
chr17	66527865	66527960	PRKAR1A	1996	2.4834007
chr17	66527965	66529595	PRKAR1A	14880	1.1129516
chr17	66547170	66547305	PRKAR1A	1588	0.58382236
chr17	66918255	66918324	ABCA8	82	-1.8918464
chr17	68175134	68175204	KCNJ2	822	0.84805383
chr17	70117508	70117990	SOX9	3510	0.14623191
chr17	70118838	70119152	SOX9	1614	-0.29929126
chr17	70119648	70120568	SOX9	4828	-0.26026331
chr17	73204548	73204614	NUP85	299	-0.023896023
chr17	78519398	78519613	RPTOR	1205	-0.66455782
chr17	78599468	78599607	RPTOR	1493	0.28661061
chr17	78617488	78617634	RPTOR	986	-0.39179077
chr17	78681618	78681826	RPTOR	1499	-0.09604823
chr17	78682688	78682925	RPTOR	1634	-0.13227647
chr17	78704328	78704548	RPTOR	2038	0.18971991
chr17	78717053	78717244	RPTOR	566	-1.4199124
chr17	78727778	78727994	RPTOR	1521	-0.12680656
chr17	78747598	78748169	RPTOR	5269	0.097138585
chr17	78765198	78765353	RPTOR	2214	0.76634697
chr17	78795968	78796115	RPTOR	852	-0.29642421
chr17	78796853	78797065	RPTOR	1738	-0.094782111
chr17	78811678	78811828	RPTOR	1145	-0.04194842
chr17	78820238	78820389	RPTOR	812	-0.42179667
chr17	78829223	78829368	RPTOR	1947	0.54145608
chr17	78831558	78831739	RPTOR	1408	0.18222407
chr17	78854173	78854311	RPTOR	677	-0.60685208
chr17	78857178	78857314	RPTOR	1012	0.062984947
chr17	78857553	78857805	RPTOR	1119	-0.60702391
chr17	78858783	78858987	RPTOR	1219	-0.044055593
chr17	78865493	78865672	RPTOR	1288	-0.2425616
chr17	78866498	78866707	RPTOR	2660	0.56743921
chr17	78867478	78867690	RPTOR	1433	0.01125793
chr17	78882588	78882758	RPTOR	890	-0.59530113
chr17	78896488	78896635	RPTOR	966	-0.012388378
chr17	78897258	78897515	RPTOR	1947	0.14218301
chr17	78899138	78899316	RPTOR	1869	0.47338708
chr17	78914268	78914407	RPTOR	683	-0.72262377
chr17	78919433	78919618	RPTOR	1055	-0.47431568
chr17	78921003	78921181	RPTOR	1817	0.32930411
chr17	78923218	78923352	RPTOR	721	-0.50321654
chr17	78931393	78931568	RPTOR	775	-0.63752375
chr17	78933848	78934026	RPTOR	1498	0.15762715
chr17	78935163	78935310	RPTOR	1069	0.053615791
chr17	78936238	78936408	RPTOR	1005	-0.21944137
chr17	78936703	78936874	RPTOR	567	-1.022581
chr17	78938023	78938157	RPTOR	771	-0.21787476
chr18	673370	673449	rs151264360	909	0.51190253
chr18	673450	673527	rs151264360	1191	1.2929608
chr18	21534380	21534449	LAMA3	385	-0.015227125
chr18	23612291	23612427	SS18_fus	1410	0.23649185
chr18	45368169	45368343	SMAD2	1366	0.013144303
chr18	45371689	45371889	SMAD2	1354	-0.039752143
chr18	45371999	45372180	SMAD2	2019	0.48516671
chr18	45374824	45375066	SMAD2	1367	-0.43212481
chr18	45377589	45377739	SMAD2	489	-0.89609277
chr18	45391394	45391540	SMAD2	1318	0.47602318
chr18	45394659	45394837	SMAD2	1827	0.33284894
chr18	45395589	45395828	SMAD2	1678	-0.1459127
chr18	45396809	45396957	SMAD2	889	-0.42169834
chr18	45422869	45423217	SMAD2	4060	0.38484792
chr18	48573394	48573701	SMAD4	1751	-0.10616499
chr18	48575029	48575253	SMAD4	3229	0.92968969
chr18	48575604	48575742	SMAD4	1087	0.79044394
chr18	48581129	48581385	SMAD4	1602	-0.43221405
chr18	48584464	48584640	SMAD4	2102	0.42705513
