gene	mean_log2ND	std_log2ND	median_log2ND	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND	R-RZ	R-CopyRatio
RAD51D	0.10116978	0.10758889	0.10139103	0.19952246	0.91415273	0.048029365
RAD51D	0.21848734	0.079823048	0.2075908	0.18478448	-0.42221966	-0.072908382
RAD51D	-0.43990777	0.049527611	-0.44102457	-0.35464187	1.7215832	0.036280641
RAD51D	-0.58498007	0.17244569	-0.57087112	-0.1140185	2.7310718	0.40675056
RAD51D	0.0096724038	0.10294032	0.025674787	0.36034986	3.4066094	0.28457301
TAF15	-0.11688037	0.34159196	-0.053887825	-0.65514735	-1.5757601	-0.65136159
CDK12	-0.27508668	0.49788937	-0.36728258	-0.42622574	-0.30355951	-0.10904522
CDK12	-0.07318299	0.45993599	-0.15671174	-0.6219504	-1.1931387	-0.51534073
CDK12	-0.45721567	0.069613123	-0.45891452	-0.76445072	-4.4134645	-0.35563826
CDK12	0.014242549	0.11338162	0.0059960118	0.61979778	5.3408588	0.5636997
CDK12	-0.29086574	0.08690078	-0.29015627	0.10576633	4.5641946	0.34582054
CDK12	0.3213177	0.10072861	0.32101006	0.68493546	3.6098757	0.31382333
CDK12	0.24732404	0.1740474	0.23639642	1.0038961	4.3469314	0.71739766
CDK12	0.1625912	0.096003352	0.16181414	0.38490476	2.3156854	0.17298856
CDK12	-0.46043818	0.11364503	-0.4410345	-0.95141205	-4.3202406	-0.56047961
CDK12	0.55492625	0.053568226	0.56766146	0.64688074	1.7165865	0.029117222
CDK12	-0.30540327	0.056604656	-0.30107274	-0.11909886	3.2913265	0.13187181
CDK12	0.054800052	0.092785613	0.041938181	-0.20432544	-2.7927336	-0.29636569
CDK12	-0.69651148	0.29356862	-0.74602583	-0.76340043	-0.22784775	-0.067476663
CDK12	-0.15070033	0.45480724	-0.24068522	-0.69238688	-1.1910245	-0.50180372
ERBB2	-0.30703424	0.13401098	-0.28259792	-0.36160519	-0.40721252	-0.12910933
ERBB2	-0.17634072	0.17285968	-0.20588338	-0.63773897	-2.6692069	-0.48195765
ERBB2	-0.069226235	0.037379671	-0.067494389	-0.060238356	0.24044831	-0.042846029
ERBB2	-0.33072785	0.10464418	-0.34737289	-0.19446014	1.3022005	0.10281069
ERBB2	-0.20574785	0.065617703	-0.19588629	-0.14317085	0.95366039	0.0026133825
ERBB2	0.12958589	0.077200691	0.14220084	-0.14222563	-3.5208431	-0.33452853
ERBB2	-0.18260643	0.045023985	-0.18123716	0.104704	6.381275	0.2358391
ERBB2	0.11158646	0.049596302	0.10924347	0.21508223	2.0867639	0.0557367
ERBB2	-0.13302354	0.060197993	-0.12001223	0.14906797	4.6860617	0.21897814
ERBB2	0.51918053	0.0494732	0.52512142	0.35023458	-3.4148983	-0.2249889
ERBB2	-0.34954973	0.097328666	-0.34265912	-0.053875226	3.0378974	0.23868183
ERBB2	-0.23563806	0.11657016	-0.21443275	-0.079186541	1.3421232	0.085144147
ERBB2	-0.27538177	0.084322712	-0.2866831	-0.12568395	1.7752965	0.11089708
ERBB2	0.20296309	0.036218156	0.20137266	0.068298195	-3.7181599	-0.18317653
ERBB2	0.58582619	0.087784413	0.60584476	0.30450577	-3.2046739	-0.35144105
ERBB2	-0.18123266	0.050523336	-0.17896235	-0.86250299	-13.48427	-0.7336427
ERBB2	0.18707627	0.095796279	0.20449931	0.35231912	1.7249402	0.097717752
ERBB2	0.22726484	0.061131409	0.22927364	0.007259619	-3.5988901	-0.27211608
ERBB2	0.11038166	0.12348449	0.16528694	-0.077498155	-1.5214851	-0.29288716
ERBB2	-0.23184855	0.14093573	-0.21898571	-0.0048310573	1.6107874	0.16405259
ERBB2	-0.012373567	0.10647117	-0.021234088	0.016513889	0.27131717	-0.012354085
ERBB2	0.073786783	0.061456328	0.065429991	0.17246228	1.6056198	0.056930227
ERBB2	0.11336804	0.079805513	0.12925902	-0.10615199	-2.7506875	-0.28551307
ERBB2	-0.08682674	0.034981018	-0.0882473	-0.11917971	-0.92487229	-0.081034476
ERBB2	0.21555198	0.077668699	0.21617913	0.53153558	4.0683519	0.26525439
ERBB2	-0.12222449	0.098481325	-0.14226507	0.00069534372	1.2481537	0.092858352
ERBB2	0.23205067	0.1587728	0.20250114	-0.52380412	-4.7606063	-0.77640732
ERBB2	0.073477591	0.23970239	0.021233435	-0.16621328	-0.99995195	-0.23754878
RARA	0.026674298	0.077938028	0.00015706417	0.0048919595	-0.2794828	-0.045367167
RARA	-0.50479205	0.13206258	-0.52694321	-0.76580176	-1.9764093	-0.28896061
RARA	-0.0573161	0.45454059	-0.14586537	-0.38385461	-0.7183924	-0.2880913
RARA	0.11084826	0.047417887	0.10931694	-0.13860937	-5.2608339	-0.29802837
RARA	-0.54333062	0.062527645	-0.53621743	-0.50219442	0.65788814	-0.016079056
RARA	-0.16561003	0.061246692	-0.16044905	-0.23174881	-1.0798751	-0.12140182
RARA	0.061051897	0.21071004	0.017470575	-0.042582456	-0.49183396	-0.11015509
RARA	-0.60612905	0.097561106	-0.61592391	-0.51246616	0.96004332	0.053355686
RARA	-0.49175259	0.054939454	-0.48255077	-0.46028539	0.57276138	-0.027836685
RARA	-0.19027141	0.11425694	-0.20188241	-0.46368129	-2.3929389	-0.31190094
STAT3	-0.34502663	0.2876339	-0.39788469	-0.33201836	0.045225104	0.015764271
STAT3	-0.50595453	0.25684434	-0.54554528	-0.54781987	-0.16299888	-0.052376651
STAT3	-0.70906741	0.11909601	-0.686242	-0.25990115	3.7714636	0.37623879
STAT3	-0.31839645	0.13264314	-0.33286031	-0.034528286	2.1400893	0.24822996
STAT3	0.24934962	0.049159494	0.2516918	0.4287936	3.6502405	0.12699973
STAT3	-0.052561419	0.11264132	-0.034823327	0.35096509	3.5824022	0.33568636
STAT3	-0.30442989	0.17432718	-0.3154508	0.38291489	3.9428434	0.64826363
STAT3	0.90064527	0.08215731	0.91061303	0.97714609	0.93115044	0.016430993
STAT3	0.23624561	0.083029998	0.24452033	0.074044634	-1.9535226	-0.22057776
STAT3	-0.26059039	0.078322859	-0.24732587	-0.12057412	1.7876808	0.076649693
STAT3	0.57601877	0.098420948	0.58180833	0.79582318	2.2333093	0.16391279
STAT3	0.97564683	0.10983002	0.96713485	1.4808642	4.5999933	0.46362728
STAT3	0.16318957	0.10133905	0.17471973	0.58011203	4.1141343	0.35529024
STAT3	-0.40666556	0.2031774	-0.38872801	-0.41139666	-0.023285562	-0.072770712
STAT3	-0.49252525	0.083666493	-0.4748183	-0.26892598	2.6725068	0.15579026
STAT3	0.40983328	0.1056485	0.3973103	0.85973894	4.2585144	0.41232657
STAT3	-0.35332906	0.072002463	-0.359622	-0.20522654	2.0569091	0.1042934
STAT3	0.014493817	0.096768456	0.016654232	0.074412104	0.61919234	0.0076558102
STAT3	-0.14618046	0.1037793	-0.14741286	0.46240519	5.8642296	0.55971598
STAT3	-0.36411094	0.10261821	-0.34781906	-0.3627367	0.013391763	-0.065019703
STAT3	0.071403458	0.11861109	0.085885647	0.050505594	-0.17618811	-0.085482115
STAT3	-0.70838688	0.087453293	-0.71378995	-0.32985099	4.328435	0.3338369
STAT3	-0.53583679	0.052195493	-0.54604988	-0.26004864	5.2837541	0.23589918
STAT3	-0.14316017	0.17170511	-0.17045529	-0.40248662	-1.5103013	-0.28213339
BRCA1	0.083192026	0.035672262	0.095179643	-0.30194019	-10.796406	-0.44722189
BRCA1	-0.37513611	0.08529499	-0.35403084	-0.10583999	3.1572325	0.19808879
BRCA1	-0.39511172	0.098708712	-0.37073446	0.16742251	5.6989319	0.48805491
BRCA1	-0.27617354	0.12658662	-0.26914368	-0.26086238	0.120954	-0.041820764
BRCA1	0.59557884	0.10540099	0.60498898	0.62304729	0.26060908	-0.032043747
BRCA1	0.43756182	0.11701906	0.43601539	1.433341	8.5095465	0.9472235
BRCA1	-0.40118257	0.11975494	-0.39458459	-0.17419333	1.8954478	0.1702892
BRCA1	0.20449196	0.19724275	0.18251985	1.7119864	7.642838	1.4793644
BRCA1	-0.28068497	0.19851635	-0.31377673	-0.47755079	-0.99168569	-0.21387612
BRCA1	-0.29072708	0.11179709	-0.29004828	-0.17918813	0.99769095	0.060758084
BRCA1	0.099784103	0.086824688	0.11964093	-0.92908641	-11.849976	-1.0988294
BRCA1	-0.045541302	0.066633109	-0.05014578	-0.099324444	-0.80715342	-0.099280726
BRCA1	-0.4338007	0.12478494	-0.40961683	0.040538406	3.8012528	0.40005317
BRCA1	1.5580836	0.59709115	1.4515615	1.7357911	0.297622	0.2341275
BRCA1	0.34279719	0.12024622	0.36421621	0.34988206	0.05891972	-0.064436208
BRCA1	0.056598002	0.14236278	0.069129187	0.096562504	0.28072297	-0.022668745
BRCA1	0.45012296	0.069457862	0.44840586	0.86530975	5.9775348	0.36680182
BRCA1	0.70523439	0.11220569	0.70586512	0.96910214	2.3516433	0.21313496
BRCA1	-0.37261393	0.093557711	-0.3780079	-0.20445365	1.7973963	0.12345219
BRCA1	-0.14510962	0.12617811	-0.12550356	-0.72501172	-4.595901	-0.64961023
BRCA1	-0.44019208	0.14146137	-0.41524943	-1.378374	-6.6320715	-1.0132266
BRCA1	-0.73797754	0.13583803	-0.70819276	-1.7775383	-7.6529436	-1.1194476
KPNB1	-0.82320042	0.28471226	-0.77219923	-0.80503734	0.063794516	-0.082940171
KPNB1	-0.039922273	0.33497837	0.014131633	1.0963226	3.3919947	1.0320889
SPOP	-0.46341346	0.067691441	-0.46653688	-0.4392172	0.35744939	-0.022782378
SPOP	-0.32355054	0.054984101	-0.32261502	-0.2113892	2.0398867	0.061123756
SPOP	0.042387423	0.087103612	0.040138375	0.54171096	5.7325239	0.45147053
SPOP	-0.31250776	0.090804939	-0.30047256	-0.28197802	0.33621228	-0.031607527
SPOP	-0.30166447	0.075262571	-0.31560975	-0.20186963	1.3259558	0.063638059
SPOP	-0.039932517	0.089348138	-0.018526267	0.054701903	1.059165	0.023126108
SPOP	0.056383595	0.058870262	0.055533074	0.43565552	6.4425044	0.33002038
SPOP	-0.18976428	0.067502325	-0.18402808	0.21989752	6.0688546	0.35382354
SPOP	-0.14841012	0.075143798	-0.14419669	-0.060801371	1.1658813	0.033293257
RNF43	-0.18262347	0.092421756	-0.17025855	0.21381168	4.2894138	0.33396817
RNF43	0.039300652	0.54585045	-0.065871549	-0.40383958	-0.81183451	-0.38807009
RNF43	0.61708654	0.060883514	0.61749783	0.26192493	-5.833461	-0.40567496
RNF43	-0.38154859	0.11190026	-0.36216551	-0.40395637	-0.20024777	-0.091892919
RNF43	-0.84942551	0.09745043	-0.8548234	-0.93061392	-0.83312522	-0.12589258
RNF43	-0.63337554	0.096461226	-0.61073886	-0.66289363	-0.30600995	-0.10225684
RNF43	0.50564936	0.052340001	0.51286626	0.60107743	1.8232341	0.03810911
RNF43	0.034398161	0.10719476	0.043583949	0.13037363	0.8953373	0.036687617
RNF43	-0.029965617	0.052111629	-0.030201315	-0.72444786	-13.326819	-0.74434861
RNF43	-0.3521438	0.17896252	-0.38032797	-0.62203925	-1.5081116	-0.29181334
RAD51C	-0.048786512	0.0483665	-0.049522033	0.2408137	5.9876198	0.24023367
RAD51C	-0.20636258	0.29241075	-0.25905918	0.12087288	1.1190952	0.32982999
RAD51C	0.32320003	0.069414757	0.34036554	0.56747718	3.5190953	0.17700957
RAD51C	0.12833982	0.093395606	0.14544225	-0.40381982	-5.6979088	-0.59936413
RAD51C	0.11298208	0.064684287	0.11507612	0.28819753	2.7087793	0.12301935
RAD51C	0.61047763	0.140497	0.59650517	2.1393594	10.881953	1.4927522
RAD51C	0.03047535	0.11483749	0.049545197	-0.27368228	-2.6485918	-0.37332954
RAD51C	-0.16809908	0.094903402	-0.1632147	-0.57050578	-4.2401715	-0.45739314
RAD51C	-0.28595557	0.11295983	-0.25836045	-0.41802208	-1.1691458	-0.20976369
BRIP1	0.60671556	0.41822493	0.52927463	0.70974546	0.24635045	0.13036877
BRIP1	1.2450625	0.18029653	1.2772795	1.8090283	3.1279902	0.48164671
BRIP1	0.30242708	0.2315539	0.25960235	0.2026914	-0.43072339	-0.10701301
BRIP1	-0.23233827	0.14976633	-0.18694517	-1.1889601	-6.3874295	-1.052117
BRIP1	-0.20718893	0.12009833	-0.1982252	-1.2695045	-8.8453816	-1.1213814
BRIP1	-0.13151354	0.061448213	-0.12411954	-0.33257013	-3.2719681	-0.25855265
BRIP1	0.51685471	0.057035708	0.52785143	-0.45011984	-16.953845	-1.0280733
BRIP1	-0.28432238	0.045749972	-0.28270356	-0.58328466	-6.5346986	-0.35068316
BRIP1	-0.13106949	0.08598062	-0.1216248	0.47950064	7.1012529	0.55102338
BRIP1	0.53784291	0.072056745	0.5328956	1.02936	6.8212506	0.44636236
BRIP1	0.74434012	0.082004501	0.75463522	0.47208512	-3.3200007	-0.33265216
BRIP1	0.35166996	0.10121255	0.37351907	-0.22823203	-5.7295463	-0.65185316
BRIP1	0.10058719	0.080412009	0.085761805	0.091942658	-0.10750299	-0.043921209
BRIP1	0.28854802	0.15452298	0.26222825	0.16252653	-0.81555179	-0.14980378
BRIP1	0.12914956	0.20053459	0.094803361	-0.29105809	-2.0954373	-0.43596351
BRIP1	0.50797584	0.06058376	0.50751806	0.5117464	0.062237138	-0.045873722
BRIP1	0.71752737	0.080403247	0.73897447	0.044051691	-8.3762249	-0.74502484
BRIP1	0.69973702	0.052360949	0.69787298	0.54346544	-2.9845062	-0.2045096
BRIP1	-0.12342272	0.069267345	-0.11057471	-0.057988842	0.94465694	0.0024838061
BRIP1	0.06221498	0.073868057	0.069846845	-0.28215678	-4.6619848	-0.40210568
CD79B	0.064724792	0.06382808	0.065041172	0.29156185	3.5538756	0.17641862
CD79B	0.30843012	0.10912159	0.32056373	0.19872385	-1.0053581	-0.17194194
CD79B	-0.093129213	0.06722561	-0.078298048	-0.23813472	-2.156998	-0.20993874
CD79B	-0.026626068	0.19045398	-0.058500142	0.19567582	1.167221	0.2040739
CD79B	0.3626096	0.09631195	0.38331734	0.29356452	-0.71689004	-0.13985488
CD79B	-0.53824335	0.10119165	-0.52695786	-0.50289324	0.34933824	-0.026037439
GNA13	0.27097548	0.3773827	0.19336725	0.59841629	0.86766247	0.35494697
GNA13	0.051124855	0.090666873	0.068465514	-0.5897786	-7.068772	-0.70834618
GNA13	0.34194447	0.083493684	0.33078366	0.117395	-2.6894187	-0.26349072
GNA13	-0.022186171	0.047739192	-0.025299187	0.16136971	3.8449725	0.13656684
GNA13	0.11577542	0.1878307	0.067849949	0.17403295	0.3101598	0.056080941
PRKAR1A	-0.44539182	0.058935442	-0.45269384	-0.78338564	-5.734984	-0.38079386
PRKAR1A	-0.47358967	0.064736729	-0.48910206	-0.50851878	-0.53955633	-0.069518784
PRKAR1A	-0.46395692	0.11249119	-0.44443915	0.16082629	5.5540634	0.55516337
PRKAR1A	0.33566472	0.096905888	0.3561021	0.14014242	-2.0176514	-0.26606174
PRKAR1A	0.75723965	0.078236407	0.75567956	0.8159831	0.75084543	0.010201477
PRKAR1A	-0.047457079	0.060036076	-0.062035802	-0.42982172	-6.3689145	-0.41788798
PRKAR1A	0.16319948	0.12651497	0.18784389	0.60409967	3.4849645	0.36615371
PRKAR1A	0.29570084	0.067442738	0.28895987	0.4056935	1.6309044	0.066631567
PRKAR1A	0.91386599	0.11802455	0.92055891	1.2725101	3.0387244	0.3018491
PRKAR1A	0.42111916	0.44997233	0.32411833	0.43204889	0.024289785	0.057828499
PRKAR1A	0.64595322	0.38702668	0.57633977	0.63709661	-0.022883722	0.010654777
PRKAR1A	2.5318231	0.20636626	2.5785973	2.9357619	1.9573879	0.30706255
PRKAR1A	1.0533047	0.60409367	0.94133228	0.68651177	-0.6071789	-0.30492257
PRKAR1A	-0.20153822	0.1240199	-0.1708984	-0.063136691	1.1159623	0.057659647
ABCA8	-1.7516039	0.36633907	-1.7540763	-1.9823913	-0.62998314	-0.2784171
KCNJ2	-0.16043986	0.33940726	-0.15486831	-0.49778933	-0.9939371	-0.39302308
SOX9	-0.52910326	0.27106595	-0.5826463	-0.67611945	-0.54236317	-0.14357521
SOX9	-0.34152105	0.15592002	-0.35569677	-0.4243862	-0.53145935	-0.11879149
SOX9	0.026087203	0.45161793	-0.044678015	-0.29942433	-0.72076751	-0.30484837
NUP85	-0.43518616	0.39487052	-0.42680908	1.080659	3.838841	1.457366
RPTOR	-0.12973488	0.043682347	-0.12449204	-0.46624477	-7.7035672	-0.3918548
RPTOR	0.55062253	0.12537143	0.54686597	0.63064554	0.63828747	0.033677511
RPTOR	-0.333311	0.09656688	-0.31260241	0.014705781	3.6038938	0.27720613
RPTOR	-0.22383463	0.060583921	-0.23621402	-0.34196578	-1.9498763	-0.15585382
RPTOR	0.088434905	0.08715839	0.057774432	0.10739332	0.21751683	-0.00048317247
RPTOR	-0.28973076	0.072952489	-0.28936847	-0.19985445	1.2319841	0.039411954
RPTOR	-0.43751121	0.045290166	-0.43429932	-0.84808207	-9.0653424	-0.46388481
RPTOR	-0.19505405	0.055881193	-0.20294235	-0.041704743	2.7442024	0.11113554
RPTOR	0.023994078	0.35106885	-0.046188023	0.017742459	-0.017807387	0.01382842
RPTOR	0.16522988	0.099179004	0.17621448	0.50002582	3.3756736	0.27370928
RPTOR	-0.10599653	0.094660239	-0.09690106	-0.020670876	0.90138853	0.026128122
RPTOR	-0.041962409	0.079554084	-0.043541305	-0.085765442	-0.55060697	-0.092326199
RPTOR	-0.36369298	0.079034871	-0.35092633	-0.12165924	3.0623665	0.17916503
RPTOR	-0.31875541	0.11773928	-0.31187078	-0.036338423	2.3986641	0.2254303
RPTOR	0.16294424	0.10975563	0.15947129	0.35873855	1.7839113	0.1491652
RPTOR	0.01827633	0.04553056	0.015086836	0.0843485	1.4511609	0.019159602
RPTOR	-0.34521958	0.091649539	-0.32409089	0.028775112	4.0807046	0.30276394
RPTOR	0.16573292	0.084833934	0.16952161	0.49998407	3.9400642	0.2803604
RPTOR	-0.31151489	0.10176237	-0.32517059	-0.26090573	0.49732686	0.014162798
RPTOR	-0.041946554	0.048802187	-0.042124796	0.33956824	7.8175757	0.33159097
RPTOR	-0.32131869	0.061598552	-0.31678412	-0.12753366	3.1459348	0.1391484
RPTOR	-0.159761	0.094448517	-0.14918892	0	1.6915141	0.099086858
RPTOR	0.029634611	0.059405549	0.027757154	0.15897487	2.177242	0.08111565
RPTOR	-0.15803991	0.067836476	-0.15470474	-0.06807538	1.326197	0.036527298
RPTOR	-0.0169708	0.088474373	-0.0061489125	-0.44752474	-4.8664254	-0.49147789
RPTOR	0.091135011	0.10890987	0.075175525	0.079276361	-0.10888499	-0.046001226
RPTOR	0.38289125	0.036286438	0.38580151	0.46544378	2.2750245	0.029540213
RPTOR	-0.49104772	0.10347239	-0.46584779	-0.35353779	1.3289529	0.062207938
RPTOR	-0.14394706	0.069940968	-0.1459846	-0.26634834	-1.7500655	-0.1704658
RPTOR	0.026977559	0.053561748	0.019478846	0.090684838	1.1894175	0.02110393
RPTOR	-0.41117947	0.11364908	-0.39454129	-0.14075657	2.3794552	0.20368265
RPTOR	-0.22930438	0.047383111	-0.21841228	-0.13272321	2.0383036	0.035587005
RPTOR	-0.14378093	0.054633672	-0.12897432	0.14899353	5.3588648	0.22786579
RPTOR	-0.085644213	0.076500801	-0.076773602	0.089533501	2.2898808	0.11620504
RPTOR	0.043867281	0.069363189	0.052895462	0.25097602	2.9858595	0.14797849
RPTOR	-0.81207874	0.057719777	-0.80159308	-0.78498946	0.46932401	-0.033498444
RPTOR	-0.44219922	0.10487301	-0.40783413	-0.22152591	2.1041955	0.13620616
rs151264360	-0.046150314	0.22101557	-0.0080681747	-0.26580008	-0.99382034	-0.30783397
rs151264360	0.72935388	0.2441279	0.76001454	1.2616721	2.1804889	0.45155547
LAMA3	-1.6184562	0.37823431	-1.6017729	0.62681871	5.9362011	2.1784895
SS18_fus	0.209638	0.091726308	0.21314581	0.12452534	-0.92789798	-0.13872253
SMAD2	-0.31009907	0.055534917	-0.31004987	-0.32194555	-0.21331584	-0.061997739
SMAD2	0.45604952	0.047064472	0.45315436	0.047724062	-8.6758746	-0.45553236
SMAD2	-0.15113805	0.068081847	-0.13207808	-0.74903759	-8.78207	-0.66706158
SMAD2	0.16443214	0.073077345	0.1569797	0.49280685	4.4935227	0.28572509
SMAD2	-0.72025938	0.15597766	-0.72625774	-2.2123954	-9.5663442	-1.5362397
SMAD2	0.36067486	0.089505019	0.36706361	-0.032700509	-4.3950091	-0.44986618
SMAD2	-0.43245639	0.085598127	-0.4395079	-0.79241276	-4.2051897	-0.40300692
SMAD2	-0.19015914	0.071251341	-0.1954558	-0.98491824	-11.154304	-0.8395645
SMAD2	0.065860277	0.12701079	0.087153153	-0.40280989	-3.6900027	-0.5400651
SMAD2	0.28373061	0.18628086	0.2594155	-0.12046695	-2.1698287	-0.42998451
SMAD4	-0.065119836	0.14332744	-0.088830879	0.067445983	0.92491584	0.1061748
SMAD4	0.50755425	0.074985731	0.49099394	0.34606441	-2.1536076	-0.19503159
SMAD4	1.1826682	0.1157395	1.206428	0.46201279	-6.2265295	-0.79451728
SMAD4	-0.19431516	0.08336294	-0.20984597	-0.28862459	-1.1313112	-0.12888068
SMAD4	0.31666186	0.066807577	0.33705678	0.3737671	0.85477188	-0.013391743
SMAD4	1.5738667	0.089527324	1.57948	0.66300934	-10.174071	-0.96657272
SMAD4	0.64186308	0.11098165	0.65686378	0.7617764	1.0804788	0.054810558
SMAD4	0.59439642	0.07644954	0.58331577	0.23079831	-4.7560535	-0.40261952
SMAD4	0.14698922	0.052905131	0.13231581	-0.12023766	-5.0510579	-0.30265553
SMAD4	-0.91280014	0.098444287	-0.9065607	-1.2959037	-3.8915773	-0.43944506
SMAD4	0.20160879	0.067225878	0.20756487	0.48845249	4.2668644	0.23078556
SMAD4	0.24279493	0.075323376	0.23535092	0.23083378	-0.15879727	-0.054619199
MALT1	0.51850899	0.29678592	0.53991667	0.76173558	0.81953549	0.17171685
MALT1	-0.40440301	0.33292857	-0.35548911	-1.0449618	-1.9240126	-0.73957473
BCL2	0.25725312	0.28870205	0.20718763	0.052285593	-0.70996215	-0.2050041
BCL2	0.32278172	0.56837681	0.23552244	-0.11452226	-0.76939096	-0.40014676
ATP9B	-0.55658166	0.27916805	-0.5276959	-1.1813765	-2.2380598	-0.70378262
STK11	-0.33317108	0.17434294	-0.35707107	-0.34638867	-0.075813754	-0.039419665
STK11	-0.64885631	0.18733412	-0.63661544	-0.38582591	1.404071	0.20068747
STK11	-0.25145122	0.11379444	-0.23093807	-0.0099782226	2.1220105	0.17085779
STK11	-0.13159741	0.090144357	-0.12402842	0.15609874	3.1915048	0.2300251
STK11	-0.0040202412	0.067713284	0.0066663341	0.46436519	6.9171867	0.40759679
STK11	-0.020045112	0.077260969	-0.0089367753	-0.23482976	-2.7799891	-0.27599505
STK11	-0.39110899	0.10968409	-0.38042261	-0.23723453	1.4028877	0.09308602
STK11	-0.23950542	0.11217125	-0.24396942	0.13654958	3.3525079	0.33041694
STK11	-0.12366691	0.57148338	-0.21917677	-0.45516664	-0.58006889	-0.28609193
STK11	-0.18772745	0.52072997	-0.26926123	-0.57332426	-0.74049283	-0.35416509
STK11	-0.11132739	0.28309852	-0.13861723	-0.3098845	-0.70137106	-0.22136933
DOT1L	-0.18222222	0.11537572	-0.17548134	-0.044175221	1.1964996	0.081204057
DOT1L	-0.57859907	0.10901988	-0.54624623	-0.39289425	1.7034033	0.10324992
DOT1L	-0.16548779	0.14742136	-0.15007301	0.095961795	1.7734851	0.19593274
DOT1L	-0.97703852	0.10478269	-0.95977538	-0.66976422	2.932491	0.2399091
DOT1L	-0.40305579	0.12849396	-0.42457282	-0.036335689	2.8539871	0.33813507
DOT1L	-0.14900798	0.12378392	-0.13419711	-0.0099441055	1.1234405	0.074150943
DOT1L	-0.10286014	0.1485773	-0.053512808	-0.0041857551	0.66412827	-0.000775009
DOT1L	-0.38448054	0.10340075	-0.38955525	-0.58263117	-1.9163365	-0.24317798
DOT1L	0.088837591	0.15599353	0.10637407	0.36448531	1.7670458	0.20800918
DOT1L	-0.094853321	0.17337071	-0.050668241	0.51415961	3.5127787	0.51472579
DOT1L	-0.17527421	0.1056071	-0.16024636	0.31435368	4.636316	0.42449798
DOT1L	0.13593252	0.24004517	0.12612666	1.3199872	4.932633	1.1437585
DOT1L	-0.76580888	0.079777793	-0.74645205	-0.461012	3.820573	0.23533799
DOT1L	-0.40463636	0.14156456	-0.42868171	-0.1502938	1.7966542	0.22828585
DOT1L	-0.10772943	0.073522095	-0.093057839	-0.16898073	-0.83310053	-0.12602495
DOT1L	-0.66983376	0.10283818	-0.6635734	-0.33832819	3.2235651	0.27514315
DOT1L	-0.5089264	0.082166947	-0.48404898	-0.22785544	3.4207302	0.20609148
DOT1L	-1.018298	0.09051452	-1.0311662	-0.86887607	1.6508062	0.11218807
DOT1L	-1.1402893	0.077438256	-1.1447696	-0.77720833	4.6886512	0.31745921
DOT1L	-0.70311651	0.33298172	-0.77354153	-0.55819857	0.43521291	0.1652409
DOT1L	-0.82199559	0.060955974	-0.8237851	-0.4396424	6.2726123	0.33404064
DOT1L	-0.43306397	0.077190747	-0.44164448	-0.061394548	4.8149479	0.33014787
DOT1L	0.07324507	0.072326224	0.074514003	0.072260563	-0.013612037	-0.052355502
DOT1L	-0.21059338	0.35824269	-0.2571601	-0.17306832	0.10474761	0.033989723
DOT1L	-0.47546355	0.10002014	-0.49177859	-0.40300689	0.7244207	0.038669638
DOT1L	-0.21003471	0.28555091	-0.17738124	1.0352497	4.3609891	1.1625289
DOT1L	-0.29218519	0.48574063	-0.37428085	-0.23267804	0.12250808	0.09150075
DOT1L	0.47803109	0.5862517	0.36356886	0.3468276	-0.22380062	-0.066843326
GNA11	-0.96926476	0.10068449	-0.96147106	-0.34261658	6.22388	0.56875242
GNA11	-1.1288943	0.099846538	-1.1403842	-0.83233589	2.9701421	0.25794625
GNA11	-0.73563979	0.071168632	-0.74013404	-0.49260769	3.4148766	0.19742429
GNA11	0.3518837	0.05321811	0.33257369	0.50197916	2.8203831	0.1193034
GNA11	0.14495144	0.078992439	0.16314058	0.13215707	-0.1619696	-0.081085576
GNA11	-0.13148851	0.099549059	-0.15555377	-0.066437847	0.65345332	0.039013862
GNA11	-0.51415849	0.10185128	-0.51110933	-0.22156596	2.8727428	0.23944131
MAP2K2	-0.1809496	0.062529138	-0.17355225	-0.023607943	2.5162934	0.099842245
MAP2K2	-0.425632	0.093237405	-0.41487426	-0.5874982	-1.736065	-0.222726
MAP2K2	0.27946185	0.10686779	0.29599615	0.01104223	-2.5116981	-0.33505598
MAP2K2	-1.5191926	0.13898918	-1.5263604	-1.4301532	0.64062108	0.046105137
MAP2K2	-0.43613897	0.13394234	-0.46657822	-0.38551903	0.37792339	0.030957131
MAP2K2	-0.47645881	0.17068608	-0.50592241	-0.41461045	0.36235152	0.041209899
MAP2K2	-0.18895903	0.096559048	-0.17516145	0.16169312	3.6314789	0.2867525
MAP2K2	-0.16742088	0.26790502	-0.21857702	-0.43889084	-1.0133067	-0.27041588
MAP2K2	-0.071123138	0.046444304	-0.07899606	-0.31108654	-5.1666916	-0.28219254
MAP2K2	0.37373945	0.1075392	0.35934952	0.26098205	-1.0485237	-0.14846953
MAP2K2	-0.87560881	0.10540715	-0.88027228	-0.76158086	1.0817857	0.068589357
KEAP1	0.059810415	0.072327953	0.048991226	0.06880506	0.12435918	-0.030288228
KEAP1	-0.51149938	0.091236142	-0.52190597	-0.49689629	0.16005813	-0.025092386
KEAP1	0.24656198	0.095481745	0.23015225	0.10115647	-1.5228619	-0.17909784
