gene	mean_log2ND	std_log2ND	median_log2ND	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND	R-RZ	R-CopyRatio
NTRK3	0.64294325	0.35017959	0.58047229	0.3657467	-0.79158397	-0.21871223
NTRK3	1.2504662	0.20950766	1.283851	1.3146042	0.30613696	0.026766598
NTRK3	1.5162555	0.30849933	1.5777393	1.2205104	-0.95865714	-0.36121552
NTRK3	0.1855938	0.27321878	0.13129576	0.30935872	0.45298834	0.17407632
NTRK3	0.56722896	0.066351383	0.56356964	0.22235147	-5.1977438	-0.34520481
NTRK3	-0.23041649	0.30106927	-0.29135824	-0.5168523	-0.95139503	-0.2294807
NTRK3	0.46790027	0.12499852	0.48238897	-0.68726433	-9.2414262	-1.1736399
NTRK3	-0.19693797	0.46683977	-0.27649174	-0.64355116	-0.95667341	-0.37104607
NTRK3	1.4883143	0.59129653	1.3844904	1.3420457	-0.24736933	-0.046431368
NTRK3	0.4600932	0.58948915	0.35646345	0.20602793	-0.43099228	-0.15442216
NTRK3	0.8557336	0.21561499	0.8089829	0.59339099	-1.2167179	-0.21957855
NTRK3	1.5616305	0.29977445	1.5813852	0.7682767	-2.6465024	-0.81709514
NTRK3	0.47527274	0.59070634	0.36128413	0.36804261	-0.18152865	0.0027718427
NTRK3	0.58385308	0.081593543	0.57805392	0.050074322	-6.541924	-0.53196624
NTRK3	0.49184986	0.43570618	0.40476937	0.37917379	-0.25860562	-0.029582217
NTRK3	-0.047647936	0.24358941	-0.082058318	-0.39922431	-1.4433155	-0.32115263
NTRK3	0.073540362	0.232997	0.042349294	-0.28784434	-1.5510273	-0.33418028
NTRK3	0.64384771	0.59811586	0.53780131	0.6712974	0.045893593	0.12950945
NTRK3	0.30475219	0.25502361	0.36842205	-0.25770663	-2.2055167	-0.63011532
NTRK3	0.013870731	0.5625034	-0.082055431	-0.42029767	-0.77185027	-0.34222888
NTRK3	0.74743384	0.050396625	0.7547854	-0.42159027	-23.196476	-1.1803623
NTRK3	0.18219283	0.46702641	0.094822788	-0.29447514	-1.0206446	-0.39328457
NTRK3	0.17678115	0.58886024	0.07250443	-0.053402668	-0.3908972	-0.12989374
NTRK3	1.1339807	0.58456084	1.032163	0.95527483	-0.30570961	-0.080874808
NTRK3	0.20865185	0.35440347	0.14931615	0.24411656	0.10006873	0.090813766
NTRK3	0.55568327	0.15236854	0.55601163	-0.089375222	-4.2335412	-0.64937349
NTRK3	-0.016910416	0.36562315	-0.010621072	-0.67322258	-1.7950509	-0.66658815
NTRK3	0.092951622	0.26918448	0.044300208	-0.15577159	-0.92398793	-0.20405844
NTRK3	-0.20784749	0.32556247	-0.26823102	-0.5045977	-0.91150007	-0.24035332
NTRK3	0.35370675	0.1006315	0.34630279	-0.013956892	-3.6535642	-0.36424632
NTRK3	0.15815842	0.58880504	0.053340372	-0.076627905	-0.39875054	-0.13395492
NTRK3	0.0041329233	0.52872672	-0.086349434	0.046397524	0.07993657	0.12876032
NTRK3	0.51004688	0.14790685	0.49511068	0.58838347	0.52963465	0.089286153
NTRK3	0.3846041	0.59066042	0.28260874	0.3050642	-0.13466266	0.018468816
NTRK3	-0.0084764201	0.55534192	-0.10308515	-0.20441299	-0.3528215	-0.10531448
NTRK3	-0.29862678	0.55995239	-0.40350939	-0.64758063	-0.62318486	-0.24805788
NTRK3	-0.046299599	0.48720176	-0.12221206	-0.60148814	-1.1395454	-0.48326272
NTRK3	-0.24034122	0.49433002	-0.33422605	-0.46848472	-0.46152062	-0.13824531
NTRK3	0.052316792	0.20326097	0.018846734	-0.37680719	-2.1111971	-0.39964056
NTRK3	0.2772074	0.27917981	0.22628565	-0.12003416	-1.4228879	-0.35030645
NTRK3	-0.37823168	0.30462357	-0.31045576	-1.1013663	-2.373863	-0.79489717
NTRK3	-2.0050965	0.35744974	-1.9249554	-2.8912373	-2.4790641	-0.97026857
NTRK3	0.07433365	0.57964596	-0.029324464	-0.11682318	-0.32978205	-0.091485359
NTRK3	0.19287047	0.069066633	0.18696281	-0.34962743	-7.8547031	-0.54057688
NTRK3	0.37141707	0.58288928	0.26382218	0.13233157	-0.4101731	-0.13547725
NTRK3	0.21219619	0.56100032	0.11232913	0.2013723	-0.019293902	0.085056534
NTRK3	1.0599457	0.5828805	0.95308297	0.79831942	-0.44885062	-0.15875019
NTRK3	0.030506284	0.51587852	-0.065431645	-0.11990579	-0.29156491	-0.058460788
NTRK3	0.33674757	0.54161976	0.24328437	-0.12440023	-0.85142351	-0.37167124
NTRK3	0.41071705	0.57754425	0.31725604	0.12326303	-0.49771774	-0.19797965
NTRK3	-0.0056143098	0.47055878	-0.080427307	-0.37495604	-0.78490031	-0.29851538
NTRK3	1.120387	0.16553138	1.1235474	0.67137101	-2.7125732	-0.45616303
NTRK3	-0.16353078	0.55686615	-0.26233897	-0.49314348	-0.59190651	-0.23479115
NTRK3	-0.0061184397	0.38565831	-0.073261261	-0.08751159	-0.21104991	-0.01823697
NTRK3	-0.02648318	0.55665831	-0.12347734	-0.085406529	-0.10585192	0.03408417
NTRK3	0.12735997	0.059768739	0.12052889	-0.38164221	-8.5161941	-0.50615774
NTRK3	-0.12850901	0.47862485	-0.21469416	-0.75278531	-1.3043124	-0.5420778
NTRK3	-0.11064772	0.33371509	-0.16775232	-0.74804456	-1.9100031	-0.58427889
NTRK3	1.5109699	0.078178328	1.4971979	1.2859288	-2.8785616	-0.21525578
NTRK3	-0.3233295	0.4185463	-0.38646769	-0.10346934	0.52529473	0.27901171
NTRK3	0.33117759	0.60891303	0.22429499	0.18873365	-0.2339315	-0.03954798
NTRK3	1.4961024	0.58739588	1.3927121	1.1824061	-0.53404577	-0.21429262
NTRK3	0.54936457	0.58282307	0.45119842	0.072989678	-0.81735765	-0.38219538
NTRK3	-0.11566909	0.47476561	-0.19551695	-0.14586698	-0.063605897	0.045663327
NTRK3	-0.097524334	0.56999668	-0.19898719	-0.28490581	-0.32874135	-0.089905265
NTRK3	0.14294007	0.58868169	0.041133791	-0.16802195	-0.52823457	-0.21314238
NTRK3	0.21960787	0.24710447	0.18346028	-0.3855568	-2.4490236	-0.57300372
NTRK3	0.14777295	0.13650366	0.13382698	-0.57494922	-5.2945259	-0.71276284
NTRK3	0.25837605	0.14947824	0.25074252	-0.43918266	-4.6666238	-0.69391182
NTRK3	0.18944085	0.55830414	0.084085083	-0.035683423	-0.40322874	-0.12375515
NTRK3	0.010816271	0.53317607	-0.086569254	-0.53168325	-1.0174866	-0.44910063
NTRK3	0.56174405	0.5935532	0.45781324	0.41850151	-0.24133059	-0.043298372
NTRK3	0.15051835	0.17222626	0.1394774	-0.36735548	-3.0069388	-0.51081952
NTRK3	0.11329551	0.38017856	0.060619609	-0.32186062	-1.1446099	-0.38646687
NTRK3	0.17616643	0.22811068	0.13538416	-0.19980744	-1.6482081	-0.33917824
NTRK3	0.89900208	0.15860875	0.89731793	-0.21144144	-7.0011492	-1.112746
NTRK3	0.51042485	0.57608983	0.40713778	0.074193181	-0.75722855	-0.33693124
NTRK3	0.11234582	0.55029506	0.01713844	-0.26801065	-0.69118641	-0.28913573
NTRK3	0.13808621	0.19838493	0.11738323	-0.25680694	-1.9905401	-0.37817681
NTRK3	0.68257226	0.59301087	0.57640551	0.49778529	-0.31160807	-0.08260686
NTRK3	0.50401921	0.59327486	0.40256766	-0.027983821	-0.89672269	-0.43453812
NTRK3	0.255775	0.15936792	0.23710951	0.11040459	-0.91216859	-0.13069156
NTRK3	1.1542538	0.24563769	1.2070821	0.81868751	-1.3661026	-0.39238123
NTRK3	-0.074271147	0.51296963	-0.16748227	-0.62087544	-1.0655685	-0.45737981
NTRK3	1.7346396	0.59268206	1.6283912	1.4080281	-0.55107367	-0.22434972
NTRK3	0.061084393	0.32590221	0.0092499169	-0.35327475	-1.2714217	-0.36651131
NTRK3	-0.35162874	0.16430448	-0.37996984	-1.122253	-4.6902208	-0.74626983
NTRK3	-0.30114134	0.28030726	-0.35429399	-1.0260381	-2.5860791	-0.67573074
NTRK3	-0.053704682	0.29287959	-0.098527185	-0.64251214	-2.010408	-0.5479716
NTRK3	0.93956779	0.59118336	0.83575504	0.82486033	-0.19403026	-0.014881349
NTRK3	-0.058960726	0.47794118	-0.14873204	-0.23188254	-0.36180564	-0.087137139
NTRK3	0.20647195	0.20235615	0.19598447	-0.56963934	-3.8353729	-0.76961045
NTRK3	-0.056123851	0.60151796	-0.16751753	-0.54744973	-0.81681	-0.38391885
NTRK3	0.78580246	0.59297722	0.67222297	0.39741541	-0.65497802	-0.2787942
NTRK3	-0.025249617	0.51555587	-0.11584725	-0.15708992	-0.25572456	-0.045229306
NTRK3	0.10287726	0.19363714	0.12216886	-0.022510183	-0.64753819	-0.14866568
NTRK3	0.20064694	0.39313811	0.13644076	-0.40882212	-1.5502671	-0.54924952
NTRK3	0.052715821	0.59228415	-0.062126132	-0.22980253	-0.476998	-0.17166304
NTRK3	2.1008434	0.57908867	1.9996338	1.7863953	-0.54300507	-0.21722512
NTRK3	0.049752976	0.46564271	-0.034031892	-0.11461154	-0.3529842	-0.084566292
NTRK3	-0.65218057	0.090221269	-0.64260451	-0.66793246	-0.17459174	-0.029314589
NTRK3	0.75222323	0.31931732	0.82613334	0.57178231	-0.56508342	-0.25833768
NTRK3	-0.10419766	0.47587294	-0.18721292	-0.19229013	-0.18511762	-0.0090638472
NTRK3	0.12509569	0.57773092	0.025102194	-0.2254483	-0.60675996	-0.25453714
NTRK3	0.18265607	0.1086735	0.19145656	-0.011179524	-1.783651	-0.20662272
NTRK3	-0.36749957	0.17404268	-0.37860826	-1.7865192	-8.1532852	-1.4118976
NTRK3	-0.030142433	0.21381633	-0.072261171	0.060398435	0.42345161	0.12867297
NTRK3	0.23678025	0.086643319	0.21519612	0.19485355	-0.48389999	-0.024329212
NTRK3	-0.45985515	0.0724205	-0.45741657	-0.69940276	-3.3077321	-0.24597283
NTRK3	-0.55338378	0.062150601	-0.55558662	-0.88872687	-5.3956532	-0.33712689
NTRK3	-0.47793565	0.10869752	-0.45701349	-0.68008667	-1.8597575	-0.22705982
NTRK3	-0.10067973	0.084146797	-0.087417194	-0.43378172	-3.9585819	-0.35035117
NTRK3	0.13263232	0.089194473	0.13364577	0.20042203	0.76002137	0.062789615
NTRK3	0.17544446	0.047699555	0.18485678	-20.720993	-438.08453	-20.909836
NTRK3	-0.3788578	0.1629389	-0.39368315	-21.255829	-128.12761	-20.866133
FANCI	-0.42458668	0.28251385	-0.38368388	0.22632436	2.3039969	0.60602159
FANCI	0.49143076	0.2803015	0.53737191	0.89467707	1.4386163	0.35331852
IDH2	0.2486583	0.098078224	0.27642665	0.39021397	1.4432935	0.10980068
IDH2	0.65935492	0.08504723	0.65805996	0.40891032	-2.9447708	-0.25313628
IDH2	0.60908076	0.10477056	0.62106711	0.49964487	-1.044529	-0.12540888
IDH2	-0.43009992	0.055097077	-0.43483	0.054435104	8.7942056	0.48527846
IDH2	0.53514964	0.060271202	0.5423539	-0.31404999	-14.089642	-0.86039053
IDH2	0.020747485	0.091137447	-0.0016257124	0.42649607	4.4520513	0.42413514
IDH2	0.44883681	0.04627916	0.443815	0.86750106	9.0464963	0.41969942
IDH2	0.54881766	0.040487422	0.55193852	0.92902807	9.3908279	0.37310291
IDH2	-0.043854312	0.051248572	-0.052194311	0.31008188	6.9062645	0.35828955
IDH2	0.96259046	0.10835184	0.97255766	0.66711242	-2.7270238	-0.30943188
IDH2	-1.1357199	0.059212004	-1.1437342	-0.49461702	10.827245	0.64513054
IDH2	-1.801506	0.085411486	-1.7978671	-1.4220956	4.4421475	0.37178488
BLM	-0.17494412	0.12551404	-0.17010512	0.19009832	2.9083793	0.3562168
BLM	0.96509779	0.12814808	0.98555012	1.3119396	2.7065704	0.32240283
BLM	-0.31148739	0.36826703	-0.36982192	-0.67515979	-0.98752364	-0.30932451
BLM	0.40489318	0.083523655	0.40301795	0.039988082	-4.3688833	-0.36701651
BLM	-0.54782126	0.066613288	-0.54613135	-0.67418841	-1.8970262	-0.1320437
BLM	-0.17354199	0.12259048	-0.1834139	-0.31449728	-1.1498062	-0.13507002
BLM	0.029571293	0.27760574	-0.010544206	0.04327324	0.049357579	0.049830806
BLM	-0.19804814	0.068819156	-0.21137769	-0.97909966	-11.349333	-0.77170862
BLM	0.048112094	0.10081014	0.048932165	0.055404459	0.072337611	0.0024856532
BLM	0.67386908	0.086473525	0.67750434	0.97590239	3.4927835	0.2944114
BLM	0.23689657	0.074979038	0.24128017	-1.1708213	-18.774819	-1.4160881
BLM	-0.37499327	0.11122482	-0.35845326	0.23426091	5.4776819	0.58872753
BLM	-0.29335725	0.057852219	-0.30447188	-0.57757404	-4.9128071	-0.2770888
BLM	-0.31109154	0.060344087	-0.29794666	0.027301384	5.607723	0.3212614
BLM	-0.6194103	0.081829609	-0.62998227	-0.54602354	0.89682408	0.079972093
BLM	-0.2523949	0.111964	-0.25876404	0.13993521	3.5040737	0.39471261
BLM	0.064654609	0.17650681	0.079452036	-0.10686328	-0.97173523	-0.19030195
BLM	-0.0276211	0.11739985	-0.020167707	-0.047243887	-0.16714491	-0.03106282
BLM	-0.23286256	0.095697363	-0.25726761	0.61540461	8.86406	0.86868558
BLM	-0.01371229	0.13417055	-0.019789123	-0.1314293	-0.8773685	-0.11562682
BLM	0.11982488	0.10800102	0.11782598	0.40352368	2.6268159	0.28171106
BLM	-0.36653745	0.12182185	-0.38500708	-0.54449491	-1.4608009	-0.16347447
BLM	0.17180316	0.10263453	0.17355871	-1.0010014	-11.426998	-1.1785468
IGF1R	-0.42171484	0.12567908	-0.43623791	0.27979095	5.5817228	0.71204222
IGF1R	0.043568763	0.073348503	0.041250521	0.10477632	0.83447587	0.059539157
IGF1R	-0.10492358	0.35187349	-0.16740471	0.0692758	0.49506253	0.23269387
IGF1R	-0.16331374	0.2014008	-0.22304282	0.56165146	3.5996143	0.78070764
IGF1R	-0.31861817	0.057893959	-0.31696791	-0.18157864	2.3670783	0.13140263
IGF1R	0.21964218	0.051440886	0.22138337	0.51257378	5.6945287	0.28720377
IGF1R	-0.072275656	0.11463155	-0.099310065	-0.14608109	-0.64384922	-0.050757666
IGF1R	0.33562691	0.06364666	0.34222258	0.64391804	4.8437912	0.29770882
IGF1R	-0.40990168	0.11531729	-0.42913155	-0.013500482	3.4374828	0.41164443
IGF1R	0.28047122	0.058338525	0.28077104	0.68058452	6.8584747	0.39582684
IGF1R	-0.095374289	0.076136354	-0.11472905	0.13847109	3.0714024	0.2492135
IGF1R	-0.30918252	0.19090393	-0.34513716	-0.28754477	0.11334366	0.05360575
IGF1R	-0.15048479	0.12506715	-0.16079199	-0.060676963	0.71807687	0.096128387
IGF1R	0.14801411	0.044954773	0.14151568	0.21548622	1.5008887	0.069983901
IGF1R	0.31336563	0.079230426	0.32872532	0.41260978	1.2526014	0.079897816
IGF1R	-0.18437659	0.088226368	-0.172702	0.28133538	5.278603	0.45005074
IGF1R	0.23966644	0.13532353	0.22217156	0.43374219	1.4341611	0.20758399
IGF1R	0.11810297	0.071947157	0.12024056	0.65757278	7.4981393	0.53334558
IGF1R	-0.10960247	0.068930267	-0.11760619	-0.33010252	-3.1988858	-0.21648297
IGF1R	-0.066864944	0.068113311	-0.065390486	0.43618598	7.3855009	0.49758982
IGF1R	-0.070578584	0.051618244	-0.078070117	1.055884	21.822954	1.1299674
IGF1R	-0.28077058	0.23335631	-0.33022019	0.043717087	1.3905245	0.36995064
AXIN1	0.16332043	0.1021403	0.18636062	-0.15638541	-3.1300657	-0.34673268
AXIN1	-0.15064201	0.062085067	-0.1508193	-0.17059139	-0.32132331	-0.02375873
AXIN1	-0.81693293	0.056627374	-0.81387935	-1.2918253	-8.3862685	-0.48193259
AXIN1	0.28666827	0.12194308	0.2662943	0.062946389	-1.8346419	-0.20733455
AXIN1	0.13002349	0.064443589	0.12564998	0.48636382	5.5294923	0.3567272
AXIN1	0.25875688	0.35401777	0.19854677	0.47938552	0.62321347	0.27685211
AXIN1	-0.51399804	0.10070963	-0.49700956	-1.0151709	-4.9764147	-0.52214801
AXIN1	-0.71302537	0.041416171	-0.71288938	-0.30445006	9.8651156	0.40445268
AXIN1	-0.15223298	0.07136777	-0.14506242	-0.56116891	-5.7299805	-0.42009313
AXIN1	-0.36677695	0.055838518	-0.37353569	-0.3391642	0.49451073	0.030384846
AXIN1	-0.095013447	0.48272478	-0.18389581	-0.35738275	-0.54351737	-0.17747358
AXIN1	-2.8698594	0.18094653	-2.8523628	-2.5010187	2.0383962	0.34735749
TSC2	-0.26857821	0.13805601	-0.27738317	-0.7616317	-3.5714018	-0.48823517
TSC2	-0.16631557	0.095576063	-0.16024312	-0.41407034	-2.5922262	-0.25781386
TSC2	-0.24028538	0.13343223	-0.22369627	-1.1108863	-6.5246677	-0.89117671
TSC2	-0.66500102	0.064049156	-0.67193772	-0.14335155	8.1445175	0.52459953
TSC2	0.16941153	0.078746093	0.17793765	0.08262785	-1.1020697	-0.09929644
TSC2	0.11002187	0.13046424	0.12110137	-0.059425894	-1.2988062	-0.1845139
TSC2	-0.25708064	0.099926219	-0.24115882	-0.21108742	0.46027181	0.026084761
TSC2	-0.056602212	0.051386862	-0.047439351	-0.24727901	-3.7106138	-0.2038263
TSC2	-0.66500919	0.10396682	-0.65091007	-1.1986148	-5.1324608	-0.55169139
TSC2	0.032144037	0.091748878	0.056743049	0.049821769	0.19267518	-0.010907921
TSC2	-0.11064696	0.047804648	-0.11344424	0.78280062	18.689555	0.89225822
TSC2	0.07351173	0.07118611	0.082004012	-0.27917352	-4.9544111	-0.36516418
TSC2	-0.049559613	0.10165619	-0.035034849	-0.051639974	-0.020464673	-0.020591765
TSC2	-0.14313671	0.096269643	-0.13093477	-0.380604	-2.4666892	-0.25365587
TSC2	-0.43893696	0.068524869	-0.44375917	-0.45280878	-0.20243484	-0.013036251
TSC2	-0.28262576	0.057269788	-0.27876626	-0.25115406	0.549534	0.023625555
TSC2	-0.60400591	0.062313179	-0.60560088	-0.42727157	2.8362273	0.17434267
TSC2	0.18297067	0.062465155	0.18274915	0.61088082	6.8503817	0.42414503
TSC2	-0.29376424	0.071593999	-0.30452822	-0.051938288	3.3777405	0.24860329
TSC2	0.10548577	0.065199181	0.13189274	-0.091866565	-3.0269143	-0.22774595
TSC2	-0.64413971	0.11820591	-0.62836582	-0.63296165	0.09456434	-0.0085824666
TSC2	-0.39032864	0.1123998	-0.41506646	-0.16148998	2.0359348	0.24958984
TSC2	-0.20390988	0.11616154	-0.19330942	-0.15552431	0.4165369	0.033798468
TSC2	0.52532757	0.11652901	0.54581372	0.35709858	-1.4436662	-0.19270179
TSC2	0.0033822752	0.10645762	0.021410884	-0.16368945	-1.5693731	-0.18908698
TSC2	-0.34481935	0.061027906	-0.34134903	-0.95730798	-10.036206	-0.61994559
TSC2	0.29068484	0.087712646	0.31053065	0.010415575	-3.1953119	-0.30410172
TSC2	0.1958683	0.071941714	0.18784169	0.53615612	4.7300488	0.34432779
TSC2	0.35658239	0.098159733	0.38067803	0.038842505	-3.2369677	-0.34582217
TSC2	0.20646046	0.1381957	0.19991294	-0.10551051	-2.2574579	-0.30941009
TSC2	-0.33079162	0.11624111	-0.33786464	-0.80955173	-4.1186815	-0.47567373
TSC2	-0.66344876	0.12456496	-0.65335577	-0.45543373	1.6699321	0.1939354
TSC2	0.18709731	0.054664845	0.19169951	0.459667	4.9861971	0.26398085
TSC2	-0.18073617	0.33023146	-0.23188204	-0.19013816	-0.028470919	0.037757236
TSC2	0.45769721	0.097834924	0.47965169	0.29441036	-1.6690037	-0.18922797
TSC2	-0.13679641	0.10244743	-0.13220236	-0.37838882	-2.3582086	-0.2501731
TSC2	-0.11912239	0.087535815	-0.11048744	-0.62985938	-5.834606	-0.52335858
TSC2	0.14696625	0.090205426	0.14965808	0.17459881	0.30632921	0.020954087
TSC2	-0.18451322	0.087888029	-0.17095681	-0.41448398	-2.6166335	-0.24751381
TSC2	0.24323931	0.10083081	0.26623919	0.060275039	-1.8145671	-0.20995079
TSC2	0.073467285	0.1234411	0.10073645	-0.29339378	-2.9719523	-0.39811687
TSC2	-0.046767183	0.074034829	-0.036145561	-0.36602571	-4.3122748	-0.33386679
CREBBP	0.33454985	0.3841409	0.27190483	-0.07337001	-1.0619017	-0.34926148
CREBBP	0.0037351578	0.56343945	-0.10272885	0.20506958	0.35733107	0.30381179
CREBBP	-0.064546048	0.13554538	-0.079165392	-0.58313545	-3.8259467	-0.5079567
CREBBP	0.72085387	0.080229914	0.73312441	1.4727191	9.3713833	0.7356081
CREBBP	0.59147167	0.11220555	0.59068412	0.26975279	-2.8672278	-0.32491797
CREBBP	0.36486323	0.074375528	0.35024676	-0.020298957	-5.1786145	-0.37453236
CREBBP	-0.62295711	0.11571531	-0.6238074	-0.845721	-1.925103	-0.22590024
CREBBP	0.15441887	0.098313212	0.14337074	-0.42664708	-5.9103546	-0.57400446
CREBBP	1.379352	0.059626528	1.3820852	0.25634815	-18.833963	-1.1297237
CREBBP	0.15078996	0.10857786	0.17043584	0.30438537	1.4146108	0.12996289
CREBBP	-0.85152319	0.12653382	-0.81411548	-1.6320359	-6.1684121	-0.8219071
CREBBP	0.55296675	0.10663804	0.57379735	-2.3610678e-05	-5.1856763	-0.5778076
CREBBP	0.29944575	0.081425794	0.30545263	-0.23872212	-6.6093045	-0.54816139
CREBBP	-1.5935888	0.13474744	-1.554064	-1.5102791	0.61826553	0.039798257
CREBBP	-0.3427092	0.12978493	-0.3643046	-0.81149043	-3.6119851	-0.45117247
CREBBP	-0.16921727	0.083442503	-0.17488938	-0.7868023	-7.4013244	-0.61589956
CREBBP	0.82405261	0.11595206	0.82311613	0.6427098	-1.5639464	-0.18439297
CREBBP	0.37544423	0.075192219	0.35991172	0.19803719	-2.3593803	-0.16586117
CREBBP	-0.056121892	0.29625601	-0.11699476	-0.25707917	-0.67832303	-0.14407105
CREBBP	-0.1139024	0.11609524	-0.14236164	0.033066226	1.2659315	0.17144123
CREBBP	-0.14758755	0.058413734	-0.13883169	-0.20660282	-1.0102979	-0.071757775
CREBBP	-0.34905254	0.17465928	-0.33647001	-1.0726181	-4.1427262	-0.74013474
CREBBP	0.42799231	0.078216063	0.41482093	0.64473188	2.7710365	0.22592431
CREBBP	0.35457223	0.035850964	0.35779549	-0.097171798	-12.60061	-0.45895393
CREBBP	0.0051540186	0.063342651	0.0031771566	-0.42947826	-6.8616054	-0.43664205
CREBBP	0.27740631	0.091091665	0.29723071	-0.046881889	-3.5600205	-0.34809924
CREBBP	-0.033076173	0.14909504	-0.055756395	-0.512443	-3.2151762	-0.46067325
CREBBP	0.069984025	0.062280328	0.074803193	-0.17830139	-3.9865785	-0.25709122
CREBBP	-0.028552577	0.14825461	-0.052821904	0.13620773	1.1113334	0.18504299
CREBBP	0.043789076	0.062820009	0.037343621	-0.071939784	-1.8422293	-0.11327005
CREBBP	-0.20118856	0.42281963	-0.27884615	-0.30477859	-0.24499816	-0.02991908
CREBBP	0.39590184	0.099851921	0.40665184	1.2599479	8.6532747	0.84930946
GRIN2A	0.6384511	0.57560645	0.5263925	1.0482895	0.71201154	0.51791039
GRIN2A	-0.26325185	0.12145999	-0.28001266	-0.27759953	-0.11812679	-0.0015735093
GRIN2A	0.0031496204	0.070301153	-0.015815764	-0.33275457	-4.7780751	-0.32092544
GRIN2A	0.20259337	0.041167404	0.21220094	0.17841499	-0.58731844	-0.037772586
GRIN2A	-0.14059525	0.14151995	-0.16416406	-0.12554285	0.10636239	0.034634569
GRIN2A	-0.59886448	0.063068453	-0.59279191	-0.39759964	3.1912125	0.19120563
GRIN2A	-0.32113486	0.054722269	-0.31635499	-1.0192963	-12.75827	-0.70692799
GRIN2A	0.081754291	0.056508542	0.069980878	-0.11551514	-3.4909665	-0.18948265
GRIN2A	0.20777326	0.097572364	0.18512552	0.41000295	2.0726124	0.22089079
GRIN2A	-0.18950935	0.052350923	-0.18712615	-0.35900651	-3.237711	-0.175867
GRIN2A	-0.24902677	0.36363404	-0.30792983	-0.40567871	-0.43079559	-0.10173552
GRIN2A	-0.34472184	0.093558373	-0.34339674	-0.6618393	-3.3895144	-0.3224292
GRIN2A	-0.34850772	0.35058652	-0.41261518	0.49948567	2.4187849	0.90811421
SOCS1	-0.80825537	0.40132808	-0.88549277	-0.41882053	0.97036529	0.4626856
ERCC4	-0.56572979	0.10163719	-0.57816661	0.026189092	5.8238415	0.60036906
ERCC4	0.070857593	0.093173085	0.045790951	-0.29821568	-3.9611576	-0.34799327
ERCC4	0.20149696	0.086841784	0.18373798	0.38759939	2.1430056	0.19987477
ERCC4	0.24279863	0.082928661	0.24470601	-0.23431543	-5.7533072	-0.48300808
ERCC4	0.070917613	0.078716368	0.062978698	0.22064678	1.9021351	0.15368144
ERCC4	0.65235873	0.1667943	0.67265469	0.28243571	-2.2178397	-0.39420562
ERCC4	1.8491639	0.32413695	1.898218	1.5279255	-0.99105755	-0.37427911
ERCC4	-0.3707079	0.095510387	-0.36412049	-0.90966863	-5.6429541	-0.54953478
ERCC4	0.21637026	0.10595878	0.19327401	-0.21783927	-4.0979099	-0.41509992
ERCC4	0.030129927	0.21769102	-0.0098929267	-0.062834609	-0.4270481	-0.056928323
ERCC4	-0.40785937	0.10179235	-0.37627479	-0.047127971	3.5437967	0.32516018
ERCC4	-1.0848594	0.050619878	-1.0834598	-0.56174636	10.334143	0.51772679
ERCC4	-0.11512219	0.44168208	-0.19752999	0	0.26064492	0.19354335
PALB2	-0.36981726	0.12074832	-0.39234732	-0.9042281	-4.4258243	-0.51586743
PALB2	-0.28328861	0.050696641	-0.27997203	-1.0813947	-15.742781	-0.80540932
PALB2	-0.17582533	0.1067374	-0.16005353	-1.0665701	-8.3451981	-0.91050318
PALB2	-0.030455258	0.060893279	-0.020075511	-0.092442521	-1.0179656	-0.07635365
PALB2	0.19920772	0.080009401	0.18558353	-0.25047758	-5.6204058	-0.44004775
PALB2	-0.36241599	0.10013322	-0.35736828	-1.1901754	-8.2665813	-0.83679375
PALB2	-0.39079272	0.057987288	-0.39066123	-0.44156267	-0.87553584	-0.054888079
PALB2	-0.035790922	0.10071133	-0.011372042	-0.25663865	-2.1928787	-0.24925325
PALB2	0.19217473	0.44956028	0.1155645	0.42701405	0.5223756	0.30746291
PALB2	0.45548838	0.2208463	0.416943	0.52523246	0.31580373	0.10430282
PALB2	0.48077201	0.5198361	0.39896332	0.5317967	0.098155351	0.12884674
PALB2	0.53090745	0.10556406	0.54736509	0.52764058	-0.030946811	-0.023711151
PALB2	0.75517492	0.1355873	0.73910901	0.70971576	-0.33527595	-0.033379891
PALB2	0.36724262	0.12286111	0.36809643	0.24273709	-1.0133844	-0.12934598
ITGAL	-0.82074464	0.35033397	-0.7691667	0.58438538	4.0108301	1.3495654
FUS_fus	0.30698924	0.072656888	0.31053071	-1.1078193	-19.472463	-1.4223367
FUS_fus	1.2192772	0.18756549	1.1995055	1.2819979	0.33439337	0.078505715
FUS_fus	0.34241799	0.39435491	0.2817465	0.15837446	-0.46669516	-0.12735868
FUS_fus	0.24471542	0.47958243	0.15064519	-0.065506219	-0.64685781	-0.22013805
FUS_fus	-0.1641344	0.28689911	-0.097572673	-0.97644156	-2.8313339	-0.88285553
FUS_fus	0.16413012	0.43299708	0.087362282	0.15613367	-0.018467672	0.064784749
ARMC5	-0.15945769	0.29460925	-0.10979683	0.45846892	2.0974447	0.56427911
CYLD	-0.061361861	0.34210365	-0.13147096	-0.24403979	-0.53398417	-0.11655547
CYLD	0.14118157	0.19743935	0.10274228	0.12489974	-0.082464947	0.018170824
CYLD	0.76730593	0.10406508	0.77145864	0.72294994	-0.42623316	-0.052495339
