Chr	start	end	gene	depth	sample20190415-I1-log2_ND
chr15	88537541	88537778	NTRK3	1699	0.067244463
chr15	88537886	88539113	NTRK3	6613	-0.6763494
chr15	88539121	88539188	NTRK3	221	0.42102471
chr15	88539496	88543692	NTRK3	29256	1.2255782
chr15	88543696	88544296	NTRK3	5416	0.50307546
chr15	88544491	88544591	NTRK3	999	1.2037616
chr15	88544601	88544673	NTRK3	778	1.7530594
chr15	88544746	88545183	NTRK3	3359	0.0037089437
chr15	88545196	88545403	NTRK3	1248	0.1578498
chr15	88545421	88545911	NTRK3	2485	-0.74948649
chr15	88545936	88546070	NTRK3	946	0.10535442
chr15	88546071	88547035	NTRK3	5660	-0.4533041
chr15	88547071	88551585	NTRK3	31237	1.3470267
chr15	88551591	88553521	NTRK3	15481	0.3343631
chr15	88553526	88553868	NTRK3	3306	0.50986878
chr15	88553886	88553962	NTRK3	726	1.4544323
chr15	88553996	88555885	NTRK3	15178	0.29557508
chr15	88555896	88556107	NTRK3	1775	0.23771765
chr15	88556146	88556949	NTRK3	5152	-0.38060729
chr15	88557186	88557630	NTRK3	3008	-0.23505705
chr15	88557631	88558054	NTRK3	3269	-0.05151726
chr15	88558061	88560045	NTRK3	15618	0.31349556
chr15	88560096	88560189	NTRK3	507	-0.085296561
chr15	88560211	88561710	NTRK3	8440	-0.37857399
chr15	88561716	88561901	NTRK3	1407	0.1854017
chr15	88561921	88562972	NTRK3	8302	-0.0052461761
chr15	88562981	88564820	NTRK3	11072	-0.131501
chr15	88564831	88568257	NTRK3	23426	0.92735886
chr15	88568286	88568922	NTRK3	4879	-0.19882843
chr15	88568941	88569088	NTRK3	1012	0.18855559
chr15	88569531	88569603	NTRK3	342	0.51187918
chr15	88569621	88570041	NTRK3	2933	-0.20462161
chr15	88570051	88570611	NTRK3	3120	-0.57676117
chr15	88570906	88571150	NTRK3	1861	0.11806388
chr15	88571161	88572759	NTRK3	10332	-0.075882898
chr15	88572776	88573997	NTRK3	9933	-0.056893864
chr15	88574026	88574321	NTRK3	2827	0.34015047
chr15	88574361	88576385	NTRK3	11746	0.21089382
chr15	88576846	88578234	NTRK3	9664	-0.20972697
chr15	88578241	88579431	NTRK3	6968	-0.56399809
chr15	88579436	88580493	NTRK3	6280	-0.41257378
chr15	88580811	88581905	NTRK3	6062	-0.48180373
chr15	88581996	88582352	NTRK3	1944	-0.5369999
chr15	88582386	88582868	NTRK3	3235	-0.25671615
chr15	88582931	88583005	NTRK3	297	-0.17273898
chr15	88583131	88583201	NTRK3	82	-1.824232
chr15	88583421	88585064	NTRK3	11044	-0.10859165
chr15	88585076	88585284	NTRK3	1250	-0.2278575
chr15	88585296	88587427	NTRK3	14504	0.23692202
chr15	88587811	88589255	NTRK3	12443	0.16742724
chr15	88589266	88592584	NTRK3	23766	0.91357007
chr15	88592586	88593711	NTRK3	7998	-0.2165637
chr15	88593801	88594959	NTRK3	10270	0.051912856
chr15	88594971	88596959	NTRK3	13312	0.083013184
chr15	88596976	88597970	NTRK3	6297	-0.38919785
chr15	88598006	88598149	NTRK3	1336	0.82196915
chr15	88598156	88599415	NTRK3	8260	-0.3355963
chr15	88599441	88600107	NTRK3	4214	-0.46497161
chr15	88600746	88602059	NTRK3	8529	-0.17236364
chr15	88602061	88602280	NTRK3	1243	-0.27977369
chr15	88602301	88603348	NTRK3	5841	-0.46994501
chr15	88603626	88604193	NTRK3	3391	-0.42231098
chr15	88604201	88604403	NTRK3	2290	1.4504573
chr15	88604466	88605196	NTRK3	3821	-0.27527878
chr15	88605386	88607178	NTRK3	13316	0.13843815
chr15	88607186	88611392	NTRK3	29206	1.2705644
chr15	88611691	88614128	NTRK3	14524	0.26974046
chr15	88614141	88615229	NTRK3	6696	-0.32845579
chr15	88615506	88617123	NTRK3	8696	-0.37562892
chr15	88617141	88618832	NTRK3	11695	-0.077322412
chr15	88618856	88619282	NTRK3	3370	-0.044273208
chr15	88619626	88619908	NTRK3	1664	-0.35827742
chr15	88619916	88620048	NTRK3	669	-0.34153479
chr15	88620341	88621594	NTRK3	9095	-0.052461531
chr15	88621896	88623048	NTRK3	6405	-0.43168084
chr15	88623061	88625266	NTRK3	15050	0.29014102
chr15	88625516	88625830	NTRK3	2093	-0.25547416
chr15	88625856	88626481	NTRK3	4647	-0.17848885
chr15	88626751	88627162	NTRK3	2669	-0.24034199
chr15	88627166	88627317	NTRK3	934	0.076641463
chr15	88627331	88629726	NTRK3	14205	0.22496662
chr15	88629751	88631009	NTRK3	8900	-0.087532686
chr15	88631291	88631403	NTRK3	704	-0.020604393
chr15	88631406	88633616	NTRK3	15235	0.32367092
chr15	88633646	88635819	NTRK3	14100	0.21540749
chr15	88635856	88636144	NTRK3	2260	0.22948355
chr15	88636176	88636269	NTRK3	886	0.72873854
chr15	88636316	88637423	NTRK3	6265	-0.50204964
chr15	88637731	88643018	NTRK3	34372	1.4481107
chr15	88643026	88643579	NTRK3	4013	-0.17763879
chr15	88643596	88643939	NTRK3	1712	-0.59347189
chr15	88645261	88645746	NTRK3	2586	-0.6114554
chr15	88645851	88646341	NTRK3	3284	-0.33212547
chr15	88646351	88648920	NTRK3	19753	0.68254297
chr15	88648946	88649902	NTRK3	5800	-0.38740613
chr15	88650246	88650374	NTRK3	390	-0.13204533
chr15	88650681	88652274	NTRK3	9185	-0.3162301
chr15	88652281	88655116	NTRK3	15563	0.44029468
chr15	88655426	88656545	NTRK3	7387	-0.2258265
chr15	88656826	88656928	NTRK3	594	0.051783871
chr15	88656956	88657643	NTRK3	4557	-0.40524229
chr15	88657661	88659547	NTRK3	10735	-0.23618253
chr15	88659681	88665875	NTRK3	42179	1.8031236
chr15	88665881	88666765	NTRK3	6205	-0.29846248
chr15	88667001	88667204	NTRK3	647	-1.109276
chr15	88667221	88667290	NTRK3	623	1.1704354
chr15	88667301	88668209	NTRK3	5812	-0.36160579
chr15	88668341	88669647	NTRK3	10243	-0.035956361
chr15	88670341	88670481	NTRK3	941	0.08079599
chr15	88671876	88672021	NTRK3	335	-0.8918198
chr15	88678296	88678662	NTRK3	2006	-0.023739625
chr15	88679106	88679314	NTRK3	1318	-0.11010791
chr15	88679676	88679848	NTRK3	749	-0.22134493
chr15	88680611	88680828	NTRK3	711	-0.57802991
chr15	88690516	88690661	NTRK3	671	-0.35604823
chr15	88726601	88726757	NTRK3	777	-0.073098943
chr15	88727421	88727570	NTRK3	634	0.040812339
chr15	88749016	88749233	NTRK3	1343	0.25408031
chr15	88799111	88799423	NTRK3	1103	-0.73854676
chr15	89816556	89816625	FANCI	201	-0.53143193
chr15	89816661	89816729	FANCI	204	0.15355875
chr15	90627466	90627612	IDH2	799	0.52860242
chr15	90628021	90628162	IDH2	1097	1.050143
chr15	90628206	90628340	IDH2	942	1.1062317
chr15	90628476	90628649	IDH2	595	-0.24434854
chr15	90630321	90630527	IDH2	2083	0.86563455
chr15	90630646	90630825	IDH2	913	-0.17011189
chr15	90631566	90631775	IDH2	1563	0.62174431
chr15	90631786	90632003	IDH2	1668	0.5885964
chr15	90633686	90633902	IDH2	954	-0.008660173
chr15	90634756	90634907	IDH2	1586	1.2072333
chr15	90643781	90643953	IDH2	541	-1.0835767
chr15	90645486	90645661	IDH2	116	-2.1021931
chr15	91290596	91290728	BLM	629	-0.23449365
chr15	91292561	91292679	BLM	878	1.0862251
chr15	91292686	91293312	BLM	4161	-0.36946043
chr15	91294991	91295192	BLM	1443	0.56820872
chr15	91298011	91298198	BLM	883	-0.49767163
chr15	91303351	91303525	BLM	679	-0.50592154
chr15	91303801	91304285	BLM	3868	-0.024110041
chr15	91304286	91304494	BLM	1361	-0.15159539
chr15	91306171	91306417	BLM	1599	-0.090304017
chr15	91308501	91308669	BLM	1685	0.60209076
chr15	91310111	91310280	BLM	867	0.41358733
chr15	91312341	91312478	BLM	707	-0.38536125
chr15	91312646	91312853	BLM	1054	-0.43525854
chr15	91326026	91326203	BLM	884	-0.39562552
chr15	91328116	91328337	BLM	975	-0.67722093
chr15	91333856	91334116	BLM	1567	-0.25684186
chr15	91337361	91337602	BLM	1383	0.16458796
chr15	91341391	91341602	BLM	1153	0.023034019
chr15	91346726	91346962	BLM	1289	-0.3367292
chr15	91347361	91347621	BLM	1614	-0.22510901
chr15	91352341	91352517	BLM	1174	-0.030573875
chr15	91354401	91354649	BLM	1229	-0.45587122
chr15	91358306	91358546	BLM	1634	-0.070114248
chr15	99192776	99192933	IGF1R	453	-0.45856279
chr15	99194086	99194330	IGF1R	1178	-0.3107607
chr15	99250756	99251361	IGF1R	3910	-0.027064169
chr15	99434526	99434892	IGF1R	1725	0.17115316
chr15	99439971	99440149	IGF1R	917	-0.30494661
chr15	99442676	99442885	IGF1R	1404	0.096506592
chr15	99451881	99452165	IGF1R	1622	-0.13451233
chr15	99454521	99454705	IGF1R	1263	0.37406017
chr15	99456246	99456531	IGF1R	1343	-0.3940953
chr15	99459166	99459385	IGF1R	1908	0.62136392
chr15	99459876	99460129	IGF1R	1343	-0.18759943
chr15	99465341	99465700	IGF1R	1897	-0.30636908
chr15	99467071	99467250	IGF1R	767	-0.59283167
chr15	99467721	99467936	IGF1R	1360	0.11422652
chr15	99472756	99472909	IGF1R	1103	0.30397562
chr15	99473426	99473570	IGF1R	685	-0.17122763
chr15	99478021	99478307	IGF1R	1813	-0.055661484
chr15	99478521	99478690	IGF1R	1034	0.15465705
chr15	99482406	99482610	IGF1R	1179	-0.16532541
chr15	99486121	99486302	IGF1R	950	-0.033555738
chr15	99491781	99491954	IGF1R	995	0.28098277
chr15	99500266	99500686	IGF1R	1735	-0.13392987
chr16	338100	338269	AXIN1	790	0
chr16	339415	339624	AXIN1	663	-0.24803168
chr16	341160	341334	AXIN1	348	-0.6689543
chr16	343465	343748	AXIN1	1048	-0.065727883
chr16	347020	347247	AXIN1	982	0.11949469
chr16	347695	348298	AXIN1	3012	0.46264294
chr16	349045	349229	AXIN1	621	-0.77795924
chr16	354270	354456	AXIN1	419	-0.30351125
chr16	359950	360096	AXIN1	505	-0.092048209
chr16	364510	364705	AXIN1	492	-0.5849625
chr16	396115	397134	AXIN1	5299	-0.25808079
chr16	402325	402468	AXIN1	18	-4.4204669
chr16	2097791	2098079	TSC2	603	-0.60444976
chr16	2098566	2098779	TSC2	813	-0.69167408
chr16	2100366	2100505	TSC2	492	-0.89709846
chr16	2103311	2103496	TSC2	345	-0.5654988
chr16	2104271	2104475	TSC2	1020	-0.14878605
chr16	2105376	2105558	TSC2	899	-0.2212457
chr16	2106146	2106281	TSC2	405	-0.1413016
chr16	2106611	2106793	TSC2	644	-0.082765387
chr16	2107061	2107212	TSC2	280	-0.78639773
chr16	2108716	2108901	TSC2	710	-0.37298202
chr16	2110641	2110852	TSC2	611	-0.57246612
chr16	2111846	2112017	TSC2	667	-0.31052133
chr16	2112471	2112622	TSC2	516	-0.24514481
chr16	2112941	2113084	TSC2	373	-0.062662618
chr16	2114246	2114468	TSC2	737	-0.45086024
chr16	2115491	2115668	TSC2	580	-0.2744729
chr16	2120426	2120610	TSC2	412	-0.75890725
chr16	2121476	2121657	TSC2	781	0.32879852
chr16	2121751	2121973	TSC2	578	-0.29978803
chr16	2122206	2122389	TSC2	809	0.14010902
chr16	2122821	2123001	TSC2	452	-1.0670871
chr16	2124176	2124431	TSC2	701	-0.56919126
chr16	2125771	2125907	TSC2	433	-0.27532672
chr16	2126041	2126287	TSC2	1243	0.015754053
chr16	2126466	2126601	TSC2	476	-0.23164376
chr16	2127576	2127749	TSC2	565	-0.4902235
chr16	2129006	2129223	TSC2	1073	0.16108135
chr16	2129246	2129452	TSC2	909	0.077651823
chr16	2129536	2129701	TSC2	603	0.38926637
chr16	2130141	2130417	TSC2	878	-0.20067083
chr16	2131566	2131814	TSC2	757	-0.3625119
chr16	2132396	2132538	TSC2	310	-0.69961862
chr16	2133666	2133851	TSC2	560	-0.11350972
chr16	2134201	2134729	TSC2	1910	-0.2356409
chr16	2134906	2135059	TSC2	749	0.43725249
chr16	2135206	2135343	TSC2	449	-0.23056575
chr16	2136171	2136416	TSC2	855	-0.12765752
chr16	2136701	2136883	TSC2	798	0.017066136
chr16	2137821	2137975	TSC2	411	-0.39905695
chr16	2138021	2138157	TSC2	484	0.01657294
chr16	2138196	2138340	TSC2	444	-0.25337032
chr16	2138416	2138624	TSC2	680	-0.21150581
chr16	3777691	3778390	CREBBP	3443	0.12127978
chr16	3778451	3779916	CREBBP	5730	-0.050493336
chr16	3781171	3781455	CREBBP	875	-0.30863127
chr16	3781751	3781972	CREBBP	1995	0.71588678
chr16	3786001	3786217	CREBBP	1795	0.3590356
chr16	3786626	3786848	CREBBP	1916	0.51134117
chr16	3788531	3788711	CREBBP	678	-0.7811175
chr16	3789556	3789758	CREBBP	1217	-0.11511072
chr16	3790376	3790580	CREBBP	4200	2.0327866
chr16	3794846	3794994	CREBBP	893	0.036520742
chr16	3795241	3795389	CREBBP	479	-0.65092423
chr16	3799571	3799717	CREBBP	792	0.67816192
chr16	3801696	3801840	CREBBP	1094	0.50165577
chr16	3807251	3807397	CREBBP	257	-1.7024517
chr16	3807781	3808059	CREBBP	1381	-0.53474755
chr16	3808831	3809000	CREBBP	900	-0.26779819
chr16	3817691	3817935	CREBBP	2982	0.76019804
chr16	3819146	3819393	CREBBP	2037	0.6378559
chr16	3820541	3821010	CREBBP	1881	-0.21525121
chr16	3823716	3823975	CREBBP	1423	0.2554143
chr16	3824536	3824719	CREBBP	914	-0.010568196
chr16	3827561	3827666	CREBBP	529	-0.32543026
chr16	3827976	3828188	CREBBP	2248	0.62806111
chr16	3828666	3828851	CREBBP	1536	0.56469909
chr16	3830711	3830918	CREBBP	1474	0.097620907
chr16	3831181	3831320	CREBBP	1202	0.39751757
chr16	3832651	3832948	CREBBP	1828	-0.026784813
chr16	3841956	3842129	CREBBP	1136	-0.012328494
chr16	3843361	3843648	CREBBP	2038	-0.019966711
chr16	3860571	3860790	CREBBP	1462	0.093856117
chr16	3900271	3901041	CREBBP	4381	-0.22559675
chr16	3929801	3929938	CREBBP	524	0.13572356
chr16	9856981	9858843	GRIN2A	16030	0.55411952
chr16	9862686	9862969	GRIN2A	1553	0.080770417
chr16	9892106	9892352	GRIN2A	1399	-0.078273864
chr16	9916096	9916300	GRIN2A	1591	0.21078912
chr16	9923256	9923542	GRIN2A	1906	-0.11046055
chr16	9927936	9928114	GRIN2A	678	-0.78506157
chr16	9934476	9934660	GRIN2A	797	-0.46566953
chr16	9934766	9934977	GRIN2A	1557	0.029523634
chr16	9943581	9943835	GRIN2A	1835	0.50145549
chr16	9984811	9984987	GRIN2A	1035	-0.11846108
chr16	10031788	10032423	GRIN2A	4107	-0.15251518
chr16	10064578	10064747	GRIN2A	846	-0.39743368
chr16	10273833	10274468	GRIN2A	2542	-0.33208208
chr16	11348665	11349364	SOCS1	1316	-0.96459004
chr16	14013995	14014256	ERCC4	710	-0.16710563
chr16	14015865	14016102	ERCC4	1363	-0.080811663
chr16	14020395	14020635	ERCC4	1864	0.13629796
chr16	14021860	14022095	ERCC4	1693	0.2236331
chr16	14024545	14024782	ERCC4	1545	-0.083960058
chr16	14025990	14026095	ERCC4	1260	0.88574479
chr16	14026105	14026168	ERCC4	928	2.4079999
chr16	14028025	14028191	ERCC4	1075	-0.0061812954
chr16	14028980	14029245	ERCC4	2065	0.079789876
chr16	14029255	14029635	ERCC4	3211	0.11086595
chr16	14031590	14031727	ERCC4	580	-0.64091272
chr16	14038545	14038736	ERCC4	591	-1.0287338
chr16	14041440	14042218	ERCC4	5761	-0.14887282
chr16	23614755	23615035	PALB2	1291	-0.71044654
chr16	23619160	23619362	PALB2	1062	-0.27061211
chr16	23625290	23625427	PALB2	792	-0.17879505
chr16	23632650	23632830	PALB2	1091	-0.087890841
chr16	23634265	23634470	PALB2	1436	-0.040081975
chr16	23635300	23635437	PALB2	758	-0.27978874
chr16	23637525	23637752	PALB2	1341	-0.25950315
chr16	23640485	23640625	PALB2	963	0.022224652
chr16	23640935	23641803	PALB2	7542	0.096161072
chr16	23646160	23646535	PALB2	3835	0.3596874
chr16	23646540	23647659	PALB2	12190	0.41725208
chr16	23649140	23649285	PALB2	1375	0.61154787
chr16	23649345	23649480	PALB2	1378	0.65087997
chr16	23652370	23652518	PALB2	810	0.85169024
chr16	30492682	30492751	ITGAL	107	-0.9832603
chr16	31195302	31195510	FUS_fus	1133	-0.14081812
chr16	31196052	31196226	FUS_fus	2503	1.0875227
chr16	31196477	31197150	FUS_fus	5917	0.05988592
chr16	31197167	31198155	FUS_fus	6626	-0.29272587
chr16	31199657	31199735	FUS_fus	525	0.46727369
chr16	31199737	31200485	FUS_fus	6912	0.080144281
chr16	31475627	31475694	ARMC5	187	-0.4029817
chr16	50783588	50784141	CYLD	4426	-0.087339854
chr16	50785493	50785834	CYLD	3158	0.24816365
chr16	50788208	50788347	CYLD	1610	0.86504395
chr16	50809023	50809164	CYLD	1258	0.41419428
chr16	50810068	50810208	CYLD	916	-0.021823067
chr16	50811713	50811887	CYLD	1188	0.41638191
chr16	50813553	50813977	CYLD	3308	0.039640431
chr16	50815133	50815340	CYLD	1594	0.16856376
chr16	50816223	50816392	CYLD	878	-0.22740454
chr16	50818218	50818391	CYLD	1342	0.4188004
chr16	50820728	50820881	CYLD	806	0.0048904493
chr16	50821673	50821804	CYLD	751	0.72726011
chr16	50825443	50825624	CYLD	1339	0.2877501
chr16	50826478	50826554	CYLD	383	0.34510866
chr16	50826563	50826631	CYLD	353	1.08032
chr16	50827433	50827603	CYLD	1041	-0.092098495
chr16	50828098	50828377	CYLD	1990	0.069681195
chr16	50830208	50830452	CYLD	1432	-0.23171729
chr16	56782130	56782377	NUP93	1029	-0.40977026
chr16	56792415	56792604	NUP93	1127	0.05023162
chr16	56815675	56815927	NUP93	1703	-0.060333582
chr16	56815950	56816152	NUP93	1504	0.20724806
chr16	56817385	56817642	NUP93	2247	0.29131971
chr16	56817660	56817789	NUP93	1055	0.59761136
chr16	56832345	56832489	NUP93	523	-0.78362235
chr16	56839390	56839571	NUP93	1396	0.35254694
chr16	56852530	56852686	NUP93	690	-0.42208393
chr16	56855385	56855532	NUP93	722	-0.31579591
chr16	56857590	56857770	NUP93	1101	0.16985928
chr16	56862865	56863036	NUP93	1193	0.050656057
chr16	56864410	56864624	NUP93	1091	-0.19217044
chr16	56865725	56865933	NUP93	1385	0.14382176
chr16	56866170	56866327	NUP93	1195	0.3224647
chr16	56867105	56867353	NUP93	1343	-0.16397544
chr16	56868010	56868188	NUP93	1574	0.83708452
chr16	56868235	56868381	NUP93	1256	0.55991641
chr16	56868595	56868732	NUP93	738	-0.050654896
chr16	56870490	56870659	NUP93	907	-0.31655676
chr16	56871495	56871667	NUP93	782	-0.37140066
chr16	56872840	56873017	NUP93	2440	1.0021614
chr16	56873070	56873141	NUP93	380	0.32898307
chr16	56873400	56873537	NUP93	1010	0.23281083
chr16	56875595	56875770	NUP93	768	-0.3843467
chr16	56878385	56878563	NUP93	1141	0.26657168
chr16	67063274	67063407	CBFB	327	-0.1176323
chr16	67063599	67063732	CBFB	318	-0.49164697
chr16	67070509	67070686	CBFB	1323	0.21205189
chr16	67100559	67100741	CBFB	1555	0.4812132
chr16	67116094	67116267	CBFB	1002	-0.1393668
chr16	67132574	67132716	CBFB	879	-0.100561
chr16	67644711	67645332	CTCF	4120	-0.18127625
chr16	67645351	67645493	CTCF	912	-0.00027810989
chr16	67645831	67646041	CTCF	1060	-0.46733355
chr16	67650626	67650798	CTCF	1230	0.21776371
chr16	67654576	67654753	CTCF	923	-0.31757393
chr16	67655321	67655527	CTCF	1161	-0.32854514
chr16	67660436	67660641	CTCF	760	-0.90992466
chr16	67662246	67662485	CTCF	1892	0.54419006
chr16	67663266	67663448	CTCF	1118	-0.037250429
chr16	67670569	67670770	CTCF	822	-0.36369032
chr16	67671564	67671820	CTCF	1102	-0.41312012
chr16	68771262	68771331	CDH1	133	0.091063958
chr16	68771357	68771433	CDH1	140	-0.29407739
chr16	68772177	68772351	CDH1	533	0.092095025
chr16	68835542	68835828	CDH1	1829	-0.050654667
chr16	68842302	68842498	CDH1	1516	0.18997153
chr16	68842582	68842768	CDH1	858	-0.48639569
chr16	68844077	68844284	CDH1	1363	-0.050491778
chr16	68845557	68845805	CDH1	1369	-0.14956302
chr16	68846007	68846188	CDH1	916	-0.24650329
chr16	68847182	68847434	CDH1	1309	-0.43994692
chr16	68849392	68849677	CDH1	1756	-0.095364538
chr16	68853147	68853367	CDH1	1107	-0.25651536
chr16	68855882	68856163	CDH1	1746	-0.1931232
chr16	68857277	68857556	CDH1	1381	-0.50608026
chr16	68862052	68862224	CDH1	1114	0.22974981
chr16	68863522	68863672	CDH1	752	0.16257935
chr16	68867162	68867407	CDH1	1147	-0.34692309
chr16	81819570	81819822	PLCG2	1103	-0.083994603
chr16	81888025	81888235	PLCG2	955	-0.59562763
chr16	81891840	81891980	PLCG2	706	-0.19976374
chr16	81892700	81892802	PLCG2	460	-0.31616315
chr16	81902790	81902923	PLCG2	698	-0.26234699
chr16	81904425	81904572	PLCG2	503	-0.60459046
chr16	81914465	81914598	PLCG2	1113	0.42636862
chr16	81916830	81916979	PLCG2	637	-0.12045392
chr16	81922755	81922899	PLCG2	948	0.11826711
chr16	81925045	81925245	PLCG2	832	-0.53508868
chr16	81927285	81927440	PLCG2	383	-0.63548019
chr16	81929380	81929569	PLCG2	1100	0.23250594
chr16	81934195	81934418	PLCG2	933	-0.009824118
chr16	81938985	81939123	PLCG2	728	-0.065737273
chr16	81941260	81941405	PLCG2	500	-0.57576545
chr16	81941985	81942227	PLCG2	1314	0.072103629
chr16	81944090	81944337	PLCG2	1102	0.24864085
chr16	81946175	81946356	PLCG2	500	-0.37650653
chr16	81953055	81953302	PLCG2	1680	0.35724293
chr16	81954795	81954898	PLCG2	392	-0.59360559
chr16	81957065	81957238	PLCG2	612	-0.46443974
chr16	81960660	81960796	PLCG2	768	0.016308714
chr16	81962120	81962263	PLCG2	713	-0.34033481
chr16	81965080	81965289	PLCG2	1060	-0.14323933
chr16	81968010	81968148	PLCG2	414	-1.107859
chr16	81969120	81969493	PLCG2	4068	0.70347566
chr16	81969530	81970000	PLCG2	3283	-0.12888236
chr16	81971330	81971546	PLCG2	823	-0.51644386
chr16	81972380	81972556	PLCG2	991	-0.038780599
chr16	81973465	81973680	PLCG2	1277	-0.16652596
chr16	81979750	81979891	PLCG2	1115	0.51585709
chr16	81990265	81990514	PLCG2	1307	-0.21409258
chr16	81991510	81991650	PLCG2	1095	0.30214898
chr16	85953773	85953846	IRF8	233	-0.12626315
chr16	88713163	88713299	rs4673	460	-0.14333972
chr16	89804988	89805401	FANCA	1850	-0.23797096
chr16	89805513	89805730	FANCA	795	-0.54725189
chr16	89805838	89805996	FANCA	489	-0.24621844
chr16	89806118	89806539	FANCA	2168	-0.43695958
chr16	89807168	89807298	FANCA	516	-0.60156575
chr16	89809183	89809361	FANCA	856	-0.19076492
chr16	89811338	89811532	FANCA	655	-0.18574552
chr16	89812963	89813108	FANCA	452	-0.5410699
chr16	89813183	89813328	FANCA	440	-0.54986859
chr16	89815033	89815216	FANCA	481	-0.67882155
chr16	89816113	89816339	FANCA	837	-0.44577152
chr16	89818503	89818649	FANCA	461	-0.95874382
chr16	89824958	89825151	FANCA	642	-0.7737664
chr16	89828318	89828454	FANCA	624	-0.54469278
chr16	89831268	89831515	FANCA	875	-0.7553149
chr16	89833523	89833658	FANCA	314	-1.4760425
chr16	89836223	89836473	FANCA	1055	0.0046800812
chr16	89836548	89836697	FANCA	504	0.11492925
chr16	89836933	89837078	FANCA	465	-0.13160614
chr16	89838063	89838244	FANCA	997	0.034196377
chr16	89839643	89839832	FANCA	563	-0.66695924
chr16	89842103	89842261	FANCA	833	-0.11215117
chr16	89845153	89845293	FANCA	631	-0.31724112
chr16	89845298	89845463	FANCA	540	-0.68508486
chr16	89846248	89846392	FANCA	603	-0.14103278
chr16	89849213	89849358	FANCA	616	-0.46409858
chr16	89849383	89849523	FANCA	751	0.30124898
chr16	89851233	89851415	FANCA	425	-0.93034914
chr16	89857778	89857976	FANCA	526	-0.94660721
chr16	89858308	89858486	FANCA	840	-0.21949501
chr16	89858843	89858999	FANCA	250	-1.7428882
chr16	89862288	89862459	FANCA	492	-1.0011322
chr16	89864738	89865520	FANCA	4343	-0.39491243
chr16	89865533	89865672	FANCA	1196	0.77427532
chr16	89865958	89866097	FANCA	472	-0.91666801
chr16	89869628	89869764	FANCA	977	0.09788909
chr16	89871653	89871842	FANCA	584	-0.78543203
chr16	89874663	89874770	FANCA	194	-1.7806811
chr16	89877083	89877224	FANCA	506	-0.84589571
chr16	89877313	89877516	FANCA	901	-0.30773659
chr16	89880903	89881038	FANCA	548	-0.6679788
chr16	89882263	89882429	FANCA	812	-0.1519489
chr16	89882903	89883048	FANCA	259	-0.53634181
chr17	7572889	7573037	TP53	968	0.40484173
chr17	7573894	7574051	TP53	445	-0.33804776
chr17	7576529	7576662	TP53	665	-0.37257396
chr17	7576809	7576957	TP53	1045	0.31985462
chr17	7576984	7577173	TP53	1408	0.64618352
chr17	7577469	7577648	TP53	607	-0.46858258
chr17	7578154	7578326	TP53	970	-0.059274763
chr17	7578349	7578706	TP53	1073	-0.90419219
chr17	7579289	7579605	TP53	1245	-0.32151039
chr17	7579674	7579954	TP53	1051	-0.54709321
chr17	7976064	7976304	ALOX12B	1334	0.45855093
chr17	7976444	7976652	ALOX12B	1352	0.54480886
chr17	7976949	7977087	ALOX12B	377	-0.70230195
chr17	7978884	7979069	ALOX12B	970	0.15824163
chr17	7979459	7979675	ALOX12B	873	-0.19463199
chr17	7979934	7980079	ALOX12B	517	-0.2765057
chr17	7980284	7980532	ALOX12B	752	-0.6140585
chr17	7982679	7982893	ALOX12B	665	-0.14459703
chr17	7983064	7983268	ALOX12B	587	-0.31537925
chr17	7983529	7983674	ALOX12B	725	-0.041277991
chr17	7983949	7984129	ALOX12B	801	-0.1506715
chr17	7984174	7984323	ALOX12B	676	0.46432239
chr17	7984384	7984525	ALOX12B	546	0.020826251
chr17	7989304	7989563	ALOX12B	1227	0.052866857
chr17	7990599	7990773	ALOX12B	578	-0.57658577
chr17	8108154	8108377	AURKB	858	-0.083963214
chr17	8108509	8108720	AURKB	834	-0.31778991
chr17	8109784	8109997	AURKB	1023	-0.1663607
chr17	8110034	8110275	AURKB	992	-0.29653896
chr17	8110469	8110710	AURKB	1233	-0.088779797
chr17	8110839	8110991	AURKB	918	0.4717303
chr17	8111029	8111173	AURKB	750	0.55181053
chr17	8113439	8113583	AURKB	389	-0.24669145
chr17	11924168	11924347	MAP2K4	193	-1.3467252
chr17	11935528	11935672	MAP2K4	1257	1.3155544
chr17	11958183	11958328	MAP2K4	922	0.048430814
chr17	11973018	11973190	MAP2K4	669	-0.85369418
chr17	11984643	11984850	MAP2K4	1140	-0.38524488
chr17	11998863	11999038	MAP2K4	1361	0.22191252
chr17	12011083	12011249	MAP2K4	1481	1.2384928
chr17	12013633	12013769	MAP2K4	1066	0.44461801
chr17	12016523	12016715	MAP2K4	1456	0.17606192
chr17	12028578	12028721	MAP2K4	801	-0.17654887
chr17	12032433	12032644	MAP2K4	1332	-0.15274673
chr17	12043103	12043240	MAP2K4	961	0.1954319
chr17	12044468	12044617	MAP2K4	974	0.20656621
chr17	17116945	17117181	FLCN	1311	0.046479611
chr17	17118275	17118415	FLCN	613	-0.095249087
chr17	17118470	17118656	FLCN	721	-0.15374825
chr17	17119670	17119857	FLCN	412	-0.64947837
chr17	17120360	17120537	FLCN	600	-0.7270929
chr17	17122300	17122562	FLCN	1288	-0.032771579
chr17	17124455	17124985	FLCN	2888	-0.18577673
chr17	17125780	17126008	FLCN	943	-0.35721324
