Chr	start	end	gene	depth	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr16	67116094	67116267	CBFB	948	-0.56099354
chr16	67132574	67132716	CBFB	575	-0.12227817
chr16	67644711	67645332	CTCF	5230	-0.44810402
chr16	67645351	67645493	CTCF	1051	0.57369769
chr16	67645831	67646041	CTCF	1193	-0.34117094
chr16	67650626	67650798	CTCF	1849	0.33852685
chr16	67654576	67654753	CTCF	1121	-0.034878269
chr16	67655321	67655527	CTCF	823	0.53507443
chr16	67660436	67660641	CTCF	1172	-0.24265047
chr16	67662246	67662485	CTCF	3042	0.47182085
chr16	67663266	67663448	CTCF	1093	0.35414843
chr16	67670569	67670770	CTCF	1308	-0.40848851
chr16	67671564	67671820	CTCF	2244	-0.1038794
chr16	68771262	68771331	CDH1	273	-0.97476356
chr16	68771357	68771433	CDH1	278	-1.0537199
chr16	68772177	68772351	CDH1	1197	-0.14641239
chr16	68835542	68835828	CDH1	3117	0.24147666
chr16	68842302	68842498	CDH1	1856	0.52909381
chr16	68842582	68842768	CDH1	1157	0.14509769
chr16	68844077	68844284	CDH1	2091	0.40900088
chr16	68845557	68845805	CDH1	2166	-0.10448093
chr16	68846007	68846188	CDH1	1494	0.072922826
chr16	68847182	68847434	CDH1	2022	0.045633545
chr16	68849392	68849677	CDH1	2362	-0.1227229
chr16	68853147	68853367	CDH1	1791	-0.20403752
chr16	68855882	68856163	CDH1	2839	0.38746166
chr16	68857277	68857556	CDH1	2123	-0.059332365
chr16	68862052	68862224	CDH1	1553	0.016192524
chr16	68863522	68863672	CDH1	1146	-0.090132089
chr16	68867162	68867407	CDH1	1879	-0.22620839
chr16	81819570	81819822	PLCG2	2051	-0.20531654
chr16	81888025	81888235	PLCG2	1615	-0.018001305
chr16	81891840	81891980	PLCG2	1095	-0.023314917
chr16	81892700	81892802	PLCG2	280	0.85293656
chr16	81902790	81902923	PLCG2	1076	0.28278992
chr16	81904425	81904572	PLCG2	291	0.61702126
chr16	81914465	81914598	PLCG2	1259	0.39175652
chr16	81916830	81916979	PLCG2	1093	-0.19069134
chr16	81922755	81922899	PLCG2	1484	0.52578073
chr16	81925045	81925245	PLCG2	1458	-0.11703974
chr16	81927285	81927440	PLCG2	853	-0.58883749
chr16	81929380	81929569	PLCG2	2154	0.37518997
chr16	81934195	81934418	PLCG2	2069	-0.0051372334
chr16	81938985	81939123	PLCG2	1151	-0.063866291
chr16	81941260	81941405	PLCG2	755	-0.74364227
chr16	81941985	81942227	PLCG2	2256	0.031866103
chr16	81944090	81944337	PLCG2	2379	0.13340768
chr16	81946175	81946356	PLCG2	1031	-0.59883761
chr16	81953055	81953302	PLCG2	2666	0.23648691
chr16	81954795	81954898	PLCG2	506	-0.54792022
chr16	81957065	81957238	PLCG2	953	-0.71249216
chr16	81960660	81960796	PLCG2	1269	0.080218267
chr16	81962120	81962263	PLCG2	853	0.4035262
chr16	81965080	81965289	PLCG2	1795	-0.11472541
chr16	81968010	81968148	PLCG2	747	-0.29444948
chr16	81969120	81969493	PLCG2	4677	0.22601754
chr16	81969530	81970000	PLCG2	3846	-0.28342175
chr16	81971330	81971546	PLCG2	1302	-0.63785984
chr16	81972380	81972556	PLCG2	1811	0.21372077
chr16	81973465	81973680	PLCG2	1772	0.32678142
chr16	81979750	81979891	PLCG2	1657	0.46188447
chr16	81990265	81990514	PLCG2	1976	-0.22313881
chr16	81991510	81991650	PLCG2	1454	0.70333726
chr16	85953773	85953846	IRF8	622	-0.11279914
chr16	88713163	88713299	rs4673	1135	-0.037084652
chr16	89804988	89805401	FANCA	3804	-0.28536117
chr16	89805513	89805730	FANCA	1610	-0.33800863
chr16	89805838	89805996	FANCA	1047	-0.34107776
chr16	89806118	89806539	FANCA	3757	-0.30200668
chr16	89807168	89807298	FANCA	663	-0.40209036
chr16	89809183	89809361	FANCA	1558	-0.039498298
chr16	89811338	89811532	FANCA	1625	-0.025116765
chr16	89812963	89813108	FANCA	921	-0.46255802
chr16	89813183	89813328	FANCA	893	-0.51357904
chr16	89815033	89815216	FANCA	1221	-0.40393303
chr16	89816113	89816339	FANCA	1738	-0.27906658
chr16	89818503	89818649	FANCA	887	0.65908299
chr16	89824958	89825151	FANCA	1206	-0.47336636
chr16	89828318	89828454	FANCA	787	-0.21463274
chr16	89831268	89831515	FANCA	2076	-0.11159299
chr16	89833523	89833658	FANCA	358	-0.19520125
chr16	89836223	89836473	FANCA	2062	-0.15208123
chr16	89836548	89836697	FANCA	1021	-0.2189702
chr16	89836933	89837078	FANCA	1046	-0.23598175
chr16	89838063	89838244	FANCA	2021	0.37681524
chr16	89839643	89839832	FANCA	901	-0.87108655
chr16	89842103	89842261	FANCA	930	-0.44408768
chr16	89845153	89845293	FANCA	936	-0.37849533
chr16	89845298	89845463	FANCA	910	-0.5865782
chr16	89846248	89846392	FANCA	1281	0.048656268
chr16	89849213	89849358	FANCA	1034	-0.14401008
chr16	89849383	89849523	FANCA	1215	-0.0014319171
chr16	89851233	89851415	FANCA	1067	-0.59141179
chr16	89857778	89857976	FANCA	1172	-0.53546324
chr16	89858308	89858486	FANCA	1549	-0.047856387
chr16	89858843	89858999	FANCA	531	-1.311754
chr16	89862288	89862459	FANCA	930	-0.6630354
chr16	89864738	89865520	FANCA	8256	-0.30216788
chr16	89865533	89865672	FANCA	2484	1.0553229
chr16	89865958	89866097	FANCA	742	1.1662213
chr16	89869628	89869764	FANCA	1341	1.5365946
chr16	89871653	89871842	FANCA	1131	-0.54629976
chr16	89874663	89874770	FANCA	325	-1.2561083
chr16	89877083	89877224	FANCA	457	0.089494308
chr16	89877313	89877516	FANCA	1468	-0.27387505
chr16	89880903	89881038	FANCA	380	0.52491053
chr16	89882263	89882429	FANCA	1946	0.53927479
chr16	89882903	89883048	FANCA	755	-0.51875196
chr17	7572889	7573037	TP53	1787	0.49934881
chr17	7573894	7574051	TP53	861	-0.59634942
chr17	7576529	7576662	TP53	488	0.72696112
chr17	7576809	7576957	TP53	1776	0.74140196
chr17	7576984	7577173	TP53	2550	0.62820423
chr17	7577469	7577648	TP53	1399	-0.20794621
chr17	7578154	7578326	TP53	1943	0.31218142
chr17	7578349	7578706	TP53	2413	-0.68401489
chr17	7579289	7579605	TP53	2734	-0.24502112
chr17	7579674	7579954	TP53	2450	-0.13244126
chr17	7976064	7976304	ALOX12B	2730	0.34228681
chr17	7976444	7976652	ALOX12B	3192	0.74707192
chr17	7976949	7977087	ALOX12B	908	-0.40996791
chr17	7978884	7979069	ALOX12B	1831	0.18268945
chr17	7979459	7979675	ALOX12B	1655	-0.28537987
chr17	7979934	7980079	ALOX12B	881	-0.52568174
chr17	7980284	7980532	ALOX12B	1794	-0.36116799
chr17	7982679	7982893	ALOX12B	1559	-0.22036361
chr17	7983064	7983268	ALOX12B	1555	-0.16576671
chr17	7983529	7983674	ALOX12B	1822	0.54320034
chr17	7983949	7984129	ALOX12B	1853	0.21611129
chr17	7984174	7984323	ALOX12B	1698	0.50175007
chr17	7984384	7984525	ALOX12B	1604	0.42742518
chr17	7989304	7989563	ALOX12B	2399	-0.015945526
chr17	7990599	7990773	ALOX12B	2159	0.45000673
chr17	8108154	8108377	AURKB	1649	-0.31058608
chr17	8108509	8108720	AURKB	1986	-0.013684847
chr17	8109784	8109997	AURKB	2080	0.063009348
chr17	8110034	8110275	AURKB	1818	-0.27566293
chr17	8110469	8110710	AURKB	2459	0.16086011
chr17	8110839	8110991	AURKB	1418	0.158419
chr17	8111029	8111173	AURKB	1243	0.035440303
chr17	8113439	8113583	AURKB	480	-1.3228595
chr17	11924168	11924347	MAP2K4	509	-1.4271942
chr17	11935528	11935672	MAP2K4	124	0.71492673
chr17	11958183	11958328	MAP2K4	172	-0.77752078
chr17	11973018	11973190	MAP2K4	523	-0.68916582
chr17	11984643	11984850	MAP2K4	770	-0.40691284
chr17	11998863	11999038	MAP2K4	365	-0.20212914
chr17	12011083	12011249	MAP2K4	109	0.23767654
chr17	12013633	12013769	MAP2K4	65	-1.2935365
chr17	12016523	12016715	MAP2K4	929	-0.0094418878
chr17	12028578	12028721	MAP2K4	725	0.16896145
chr17	12032433	12032644	MAP2K4	1351	0.067642192
chr17	12043103	12043240	MAP2K4	315	0.66227014
chr17	12044468	12044617	MAP2K4	1056	0.40360939
chr17	17116945	17117181	FLCN	2930	0.43157138
chr17	17118275	17118415	FLCN	1585	0.39007855
chr17	17118470	17118656	FLCN	1615	-0.020509718
chr17	17119670	17119857	FLCN	1146	-0.46837255
chr17	17120360	17120537	FLCN	1161	-0.46644605
chr17	17122300	17122562	FLCN	2396	-0.061061677
chr17	17124455	17124985	FLCN	5739	-0.20544303
chr17	17125780	17126008	FLCN	2244	0.070281559
chr17	17127210	17127489	FLCN	2299	-0.17836489
chr17	17129455	17129669	FLCN	1498	-0.42013826
chr17	17131175	17131512	FLCN	3090	-0.14447375
chr17	29422283	29422412	NF1	757	-0.23573834
chr17	29482993	29483163	NF1	226	0.14159253
chr17	29485998	29486138	NF1	125	0.42544177
chr17	29490178	29490427	NF1	1179	0.017342396
chr17	29496883	29497047	NF1	157	0.92919559
chr17	29508413	29508542	NF1	102	0.54070467
chr17	29508693	29508827	NF1	126	-0.41292211
chr17	29509503	29509705	NF1	368	-0.002061278
chr17	29527418	29527623	NF1	529	-0.80220966
chr17	29528033	29528198	NF1	468	-0.29399002
chr17	29528423	29528525	NF1	92	-1.9052221
chr17	29533233	29533415	NF1	1188	0.52659892
chr17	29541458	29541631	NF1	94	-0.27273449
chr17	29545998	29546175	NF1	942	-0.40567534
chr17	29548858	29548960	NF1	67	-1.7570588
chr17	29548988	29549221	NF1	122	-0.044808084
chr17	29549243	29549709	NF1	285	-0.25765422
chr17	29549723	29549790	NF1	64	0.76991966
chr17	29550513	29550585	NF1	41	-0.63130744
chr17	29552178	29552252	NF1	53	-3.2825136
chr17	29553418	29553743	NF1	2267	-0.43157174
chr17	29554243	29554349	NF1	265	-1.8041908
chr17	29554553	29554627	NF1	54	-2.4742827
chr17	29556018	29556094	NF1	206	-0.76681825
chr17	29556203	29556347	NF1	956	-0.11123391
chr17	29556358	29556465	NF1	612	0.65985847
chr17	29556828	29556899	NF1	90	1.1940282
chr17	29557308	29557385	NF1	19	-3.0271623
chr17	29557823	29557897	NF1	84	-1.2709396
chr17	29558993	29559063	NF1	120	1.3743955
chr17	29559083	29559221	NF1	238	-1.4973662
chr17	29559693	29559937	NF1	1830	0.70847544
chr17	29559998	29560250	NF1	1603	-0.024982357
chr17	29562598	29562809	NF1	1349	0.73996188
chr17	29562913	29563051	NF1	631	0.21415477
chr17	29575993	29576171	NF1	934	0.0545563
chr17	29579903	29579986	NF1	220	-1.4288203
chr17	29579998	29580062	NF1	131	1.7428176
chr17	29585333	29585543	NF1	642	-0.61995267
chr17	29586013	29586171	NF1	128	-0.70848625
chr17	29587353	29587568	NF1	585	-0.25508389
chr17	29588703	29588906	NF1	914	0.074706899
chr17	29592318	29592387	NF1	98	-0.50543201
chr17	29652813	29653300	NF1	3658	0.25294993
chr17	29654488	29654867	NF1	2928	-0.29358379
chr17	29657288	29657527	NF1	733	-0.073729277
chr17	29661828	29662071	NF1	844	0.65853194
chr17	29663328	29663501	NF1	355	-0.84832986
chr17	29663628	29663942	NF1	1616	0.19514129
chr17	29664353	29664636	NF1	993	-0.45594456
chr17	29664793	29664927	NF1	359	0.40786757
chr17	29665018	29665189	NF1	511	-0.67738051
chr17	29665698	29665831	NF1	41	-1.9236073
chr17	29667488	29667701	NF1	1015	-0.47831729
chr17	29669993	29670163	NF1	449	0.041661141
chr17	29676128	29676306	NF1	415	0.42947506
chr17	29677178	29677354	NF1	374	-0.63219446
chr17	29679253	29679456	NF1	1193	-0.40517955
chr17	29683453	29683634	NF1	192	-0.94177277
chr17	29683948	29684125	NF1	749	-0.16700043
chr17	29684258	29684406	NF1	749	0.94417952
chr17	29685488	29685657	NF1	485	0.47008925
chr17	29685938	29686066	NF1	570	2.3277211
chr17	29687483	29687763	NF1	1459	0.035589656
chr17	29689263	29689408	NF1	1062	1.0118701
chr17	29694193	29694341	NF1	516	0.80321694
chr17	29700998	29701188	NF1	1408	-0.095845008
chr17	30519270	30519349	RHOT1	51	-1.780354
chr17	30519365	30519435	RHOT1	47	0.34402187
chr17	33427935	33428078	RAD51D	1452	0.22622836
chr17	33428185	33428414	RAD51D	2277	0.083084209
chr17	33430225	33430381	RAD51D	1599	0.27164323
chr17	33430435	33430578	RAD51D	1355	0.14335958
chr17	33433370	33433521	RAD51D	523	-1.2568895
chr17	33433975	33434165	RAD51D	1348	-0.3044433
chr17	33434350	33434501	RAD51D	1158	0.14101174
chr17	33443850	33444092	RAD51D	2655	0.26900335
chr17	33445495	33445677	RAD51D	1255	-0.36473983
chr17	33446085	33446219	RAD51D	827	-0.038645385
chr17	33446520	33446655	RAD51D	1322	0.23798565
chr17	34161672	34161744	TAF15	314	-0.29587994
chr17	37618293	37619394	CDK12	10429	-0.41077442
chr17	37627108	37628045	CDK12	6288	-0.44520197
chr17	37646783	37646995	CDK12	751	-1.0145887
chr17	37648978	37649156	CDK12	1025	0.96407468
chr17	37650753	37650966	CDK12	1028	0.25453466
chr17	37657478	37657722	CDK12	652	0.74755532
chr17	37665908	37666055	CDK12	458	0.8035836
chr17	37667758	37667900	CDK12	789	0.16003223
chr17	37671948	37672090	CDK12	320	-0.81942775
chr17	37673663	37673848	CDK12	1807	0.68326852
chr17	37676183	37676367	CDK12	1145	-0.2492295
chr17	37680903	37681180	CDK12	1969	-0.37107513
chr17	37682083	37682578	CDK12	3461	-0.79975048
chr17	37686793	37687624	CDK12	7139	-0.57071281
chr17	37855748	37855895	ERBB2	983	0.080953234
chr17	37856228	37856574	ERBB2	1851	-0.69601274
chr17	37863208	37863423	ERBB2	1958	0.013324113
chr17	37864543	37864824	ERBB2	2511	-0.10701752
chr17	37865538	37865722	ERBB2	1564	-0.02881833
chr17	37866018	37866165	ERBB2	1378	0.11649723
chr17	37866313	37866492	ERBB2	1526	-0.0070242701
chr17	37866558	37866775	ERBB2	2361	0.21114572
chr17	37868148	37868333	ERBB2	1755	0.10654459
chr17	37868553	37868732	ERBB2	2559	0.65845027
chr17	37871498	37871656	ERBB2	1125	-0.24074888
chr17	37871673	37871809	ERBB2	1091	-0.14180255
chr17	37871958	37872207	ERBB2	1900	-0.23527247
chr17	37872518	37872706	ERBB2	1769	0.2011496
chr17	37872733	37872878	ERBB2	2036	0.7202227
chr17	37873548	37873757	ERBB2	1413	-0.45486785
chr17	37875983	37876128	ERBB2	1621	0.35319202
chr17	37879548	37879721	ERBB2	1798	0.21708895
chr17	37879768	37879938	ERBB2	1864	0.41243754
chr17	37880143	37880277	ERBB2	1075	0.040212595
chr17	37880943	37881204	ERBB2	2658	0.11349758
chr17	37881268	37881488	ERBB2	2369	0.2051072
chr17	37881538	37881678	ERBB2	1566	0.34798724
chr17	37881938	37882156	ERBB2	1708	-0.25434259
chr17	37882788	37882929	ERBB2	1792	0.55010615
chr17	37883043	37883300	ERBB2	2328	-0.034115989
chr17	37883518	37883838	ERBB2	2322	-0.5036496
chr17	37883913	37884334	ERBB2	4479	-0.070253008
chr17	38487448	38487686	RARA	2062	-0.031737825
chr17	38497613	38497903	RARA	1511	-0.7198813
chr17	38498248	38499151	RARA	7731	-0.31347451
chr17	38504533	38504751	RARA	1906	-0.11097415
chr17	38506003	38506191	RARA	1164	-0.50643512
chr17	38508128	38508338	RARA	1679	-0.23279581
chr17	38508383	38508773	RARA	3992	-0.14042105
chr17	38510518	38510780	RARA	1776	-0.42052092
chr17	38511493	38511706	RARA	1375	-0.47331497
chr17	38512238	38512513	RARA	1549	-0.45298481
chr17	40467729	40468221	STAT3	4469	-0.41045861
chr17	40468514	40468941	STAT3	2707	-0.31060195
chr17	40469139	40469280	STAT3	835	-0.2559299
chr17	40474264	40474548	STAT3	2308	0.047805375
chr17	40474999	40475172	STAT3	2095	0.41805959
chr17	40475254	40475394	STAT3	1397	0.33013152
chr17	40475539	40475677	STAT3	931	0.54579639
chr17	40476704	40476868	STAT3	2913	1.0877399
chr17	40476954	40477105	STAT3	1421	0.15986235
chr17	40478104	40478241	STAT3	1143	-0.058642545
chr17	40481374	40481523	STAT3	2009	0.71116615
chr17	40481544	40481678	STAT3	2573	1.5367447
chr17	40481699	40481840	STAT3	1438	0.51732714
chr17	40483444	40483549	STAT3	95	-0.26592372
chr17	40485654	40485816	STAT3	1318	-0.042874304
chr17	40485879	40486100	STAT3	2140	0.92376032
chr17	40489424	40489634	STAT3	1619	-0.26927384
chr17	40489754	40489903	STAT3	1409	0.18476663
chr17	40490714	40490848	STAT3	217	0.57679984
chr17	40491294	40491452	STAT3	1173	-0.20019956
chr17	40497544	40497691	STAT3	1324	0.058165289
chr17	40498564	40498773	STAT3	984	-0.47885473
chr17	40500374	40500593	STAT3	1590	-0.25555706
chr17	40540269	40540593	STAT3	1949	-0.53533228
chr17	41197661	41197860	BRCA1	1319	-0.35653844
chr17	41199606	41199762	BRCA1	1111	-0.24649155
chr17	41201091	41201240	BRCA1	903	0.082535457
chr17	41203026	41203181	BRCA1	940	-0.46242798
chr17	41209036	41209182	BRCA1	1586	0.74182242
chr17	41215291	41215440	BRCA1	456	1.3799346
chr17	41215856	41215992	BRCA1	376	-0.045188068
chr17	41219586	41219730	BRCA1	690	1.8403708
chr17	41222911	41223267	BRCA1	2113	-0.60087519
chr17	41226326	41226576	BRCA1	1526	-0.095893187
chr17	41228476	41228649	BRCA1	266	-0.9506764
chr17	41234391	41234614	BRCA1	1378	-0.14551379
chr17	41242946	41243088	BRCA1	775	-0.046850272
chr17	41243426	41246890	BRCA1	22305	1.7056018
chr17	41247826	41247963	BRCA1	792	0.37638246
chr17	41249211	41249339	BRCA1	125	-0.07446217
chr17	41251766	41251934	BRCA1	1407	0.9537271
chr17	41256116	41256284	BRCA1	534	0.89047253
chr17	41256846	41256988	BRCA1	204	-0.72486028
chr17	41258431	41258568	BRCA1	96	-0.84961515
chr17	41267696	41267826	BRCA1	218	-1.1641723
chr17	41275996	41276145	BRCA1	86	-1.5076969
chr17	45754093	45754174	KPNB1	291	-0.66597642
chr17	45754188	45754260	KPNB1	390	1.0335084
chr17	47677708	47677921	SPOP	1362	-0.54294101
chr17	47679198	47679417	SPOP	1541	-0.26907977
chr17	47684588	47684761	SPOP	896	0.71287379
chr17	47685183	47685332	SPOP	333	-0.62220912
chr17	47688613	47688860	SPOP	1765	-0.088196972
chr17	47696318	47696485	SPOP	1177	-0.11810279
chr17	47696563	47696770	SPOP	1204	0.46148236
chr17	47699283	47699453	SPOP	507	0.21382933
chr17	47700058	47700198	SPOP	1131	-0.06711154
chr17	56432254	56432390	RNF43	1250	0.055466157
chr17	56434794	56436028	RNF43	12204	-0.37747667
chr17	56436039	56436203	RNF43	1677	0.30102595
chr17	56437479	56437622	RNF43	942	-0.3931335
chr17	56438109	56438330	RNF43	1168	-0.8018906
chr17	56439879	56440033	RNF43	733	-0.78824398
chr17	56440614	56440789	RNF43	2797	0.80200074
chr17	56440849	56440997	RNF43	1536	0.27645228
chr17	56448244	56448429	RNF43	955	-0.76356702
chr17	56492664	56492990	RNF43	2094	-0.59487091
chr17	56769979	56770183	RAD51C	2292	0.3398205
chr17	56772269	56772759	RAD51C	877	0.045209144
chr17	56774024	56774236	RAD51C	1549	0.56236781
chr17	56780529	56780710	RAD51C	252	-0.25793654
chr17	56787194	56787366	RAD51C	563	0.24766396
chr17	56798069	56798202	RAD51C	360	1.9515313
chr17	56801359	56801491	RAD51C	389	-0.44187033
chr17	56809804	56809950	RAD51C	208	-0.46205048
chr17	56811469	56811610	RAD51C	481	-0.45385519
chr17	59760635	59761396	BRIP1	2548	0.67723685
chr17	59761415	59761516	BRIP1	798	1.6647965
chr17	59763165	59763548	BRIP1	1114	0.015392831
chr17	59770760	59770894	BRIP1	121	-1.3771235
chr17	59793290	59793424	BRIP1	202	-1.5017303
chr17	59820350	59820520	BRIP1	519	-0.35943031
chr17	59821765	59821968	BRIP1	352	-0.49183911
chr17	59853740	59853946	BRIP1	707	-0.46222002
chr17	59857610	59857783	BRIP1	335	0.60646107
chr17	59858175	59858387	BRIP1	850	1.1733687
chr17	59861605	59861810	BRIP1	136	-0.27574574
chr17	59870930	59871104	BRIP1	136	-0.5003001
chr17	59876425	59876676	BRIP1	947	0.21482108
chr17	59878580	59878876	BRIP1	817	-0.085809884
chr17	59885800	59886144	BRIP1	1470	-0.37643075
chr17	59924435	59924607	BRIP1	336	0.16675193
chr17	59926455	59926634	BRIP1	321	-0.025666501
chr17	59934390	59934603	BRIP1	1147	0.71388715
chr17	59937130	59937305	BRIP1	371	-0.16162496
chr17	59938780	59938917	BRIP1	118	-0.75156297
chr17	62006550	62006711	CD79B	1742	0.36849783
chr17	62006735	62006883	CD79B	1465	0.2418575
chr17	62007105	62007279	CD79B	1443	-0.1308596
chr17	62007410	62007761	CD79B	4266	0.17169645
chr17	62008645	62008786	CD79B	1701	0.51382515
chr17	62009505	62009659	CD79B	1008	-0.32071169
chr17	63010350	63010973	GNA13	5729	0.64461475
chr17	63014313	63014461	GNA13	105	-0.3563222
chr17	63049598	63049849	GNA13	1995	0.036312421
chr17	63051688	63051924	GNA13	2356	0.24895399
chr17	63052403	63052716	GNA13	3937	0.3730001
chr17	66511515	66511755	PRKAR1A	1138	-0.8156719
chr17	66518875	66519084	PRKAR1A	1393	-0.32378833
chr17	66519840	66519978	PRKAR1A	362	0.0025917436
chr17	66520110	66520252	PRKAR1A	967	0.11187809
chr17	66520995	66521153	PRKAR1A	88	-0.0052120691
chr17	66521860	66522089	PRKAR1A	817	-0.4963402
chr17	66523970	66524078	PRKAR1A	162	0.00687707
chr17	66524985	66525152	PRKAR1A	920	0.27406885
chr17	66526030	66526163	PRKAR1A	1167	1.3224671
chr17	66526385	66527169	PRKAR1A	6220	0.47006047
chr17	66527175	66527839	PRKAR1A	3869	0.63179034
chr17	66527865	66527960	PRKAR1A	295	2.6026915
chr17	66527965	66529595	PRKAR1A	2205	0.43540339
chr17	66547170	66547305	PRKAR1A	1042	-0.21300466
chr17	66918255	66918324	ABCA8	5	-2.9009327
chr17	68175134	68175204	KCNJ2	97	0.1145451
chr17	70117508	70117990	SOX9	2937	-0.69129957
chr17	70118838	70119152	SOX9	1924	-0.50248447
chr17	70119648	70120568	SOX9	8124	-0.29701978
chr17	73204548	73204614	NUP85	94	1.2866934
chr17	78519398	78519613	RPTOR	1468	-0.44130892
chr17	78599468	78599607	RPTOR	1803	0.6932846
chr17	78617488	78617634	RPTOR	1034	-0.05142642
chr17	78681618	78681826	RPTOR	1550	-0.32246338
chr17	78682688	78682925	RPTOR	2474	0.16815079
chr17	78704328	78704548	RPTOR	1716	-0.25769353
chr17	78717053	78717244	RPTOR	900	-0.89086296
chr17	78727778	78727994	RPTOR	1796	-0.174181
chr17	78747598	78748169	RPTOR	7479	0.064323547
chr17	78765198	78765353	RPTOR	1340	0.5461001
chr17	78795968	78796115	RPTOR	1299	0.067212568
chr17	78796853	78797065	RPTOR	2062	0.035778072
chr17	78811678	78811828	RPTOR	1011	-0.2862314
chr17	78820238	78820389	RPTOR	1071	-0.23113639
chr17	78829223	78829368	RPTOR	1628	0.38278133
chr17	78831558	78831739	RPTOR	1410	-0.12401045
chr17	78854173	78854311	RPTOR	1105	-0.11949462
chr17	78857178	78857314	RPTOR	1716	0.54537291
chr17	78857553	78857805	RPTOR	2046	-0.14836788
chr17	78858783	78858987	RPTOR	1551	0.044845066
chr17	78865493	78865672	RPTOR	1298	-0.30803679
chr17	78866498	78866707	RPTOR	1826	-0.055575838
chr17	78867478	78867690	RPTOR	1967	0.030988798
chr17	78882588	78882758	RPTOR	1641	0.18129046
chr17	78896488	78896635	RPTOR	680	-0.65509087
chr17	78897258	78897515	RPTOR	2652	0.1637029
chr17	78899138	78899316	RPTOR	2160	0.42590063
chr17	78914268	78914407	RPTOR	1042	-0.21779237
chr17	78919433	78919618	RPTOR	1491	-0.116768
chr17	78921003	78921181	RPTOR	1595	0.0036149426
chr17	78923218	78923352	RPTOR	1032	-0.17368423
chr17	78931393	78931568	RPTOR	1475	-0.088115137
chr17	78933848	78934026	RPTOR	1845	0.18509589
chr17	78935163	78935310	RPTOR	1132	-0.10756293
chr17	78936238	78936408	RPTOR	1718	0.25851105
chr17	78936703	78936874	RPTOR	1040	-0.48617498
chr17	78938023	78938157	RPTOR	1038	-0.15229459
chr18	673370	673449	rs151264360	204	-0.67983883
chr18	673450	673527	rs151264360	258	1.1279373
chr18	21534380	21534449	LAMA3	52	-0.18266957
chr18	23612291	23612427	SS18_fus	971	0.087483208
chr18	45368169	45368343	SMAD2	705	-0.28149281
chr18	45371689	45371889	SMAD2	549	-0.094616739
chr18	45371999	45372180	SMAD2	508	-0.77793444
chr18	45374824	45375066	SMAD2	1181	0.48800382
chr18	45377589	45377739	SMAD2	29	-2.670605
chr18	45391394	45391540	SMAD2	269	0.07090437
chr18	45394659	45394837	SMAD2	612	-0.55107654
chr18	45395589	45395828	SMAD2	760	-0.5432146
chr18	45396809	45396957	SMAD2	462	-0.43975866
chr18	45422869	45423217	SMAD2	2605	-0.18296762
chr18	48573394	48573701	SMAD4	562	-0.074241901
chr18	48575029	48575253	SMAD4	1059	0.52238321
chr18	48575604	48575742	SMAD4	115	0.37243826
chr18	48581129	48581385	SMAD4	1277	-0.37916399
chr18	48584464	48584640	SMAD4	1739	0.43295079
chr18	48584679	48584858	SMAD4	2934	1.0129739
chr18	48586189	48586326	SMAD4	237	0.66108018
chr18	48591759	48592011	SMAD4	1343	0.14369578
chr18	48593364	48593571	SMAD4	982	-0.084661831
chr18	48602979	48603166	SMAD4	646	-1.2149756
chr18	48603654	48603824	SMAD4	1037	0.46243685
chr18	48604604	48604852	SMAD4	2403	0.31294689
chr18	56363495	56363564	MALT1	90	1.1774739
chr18	56363585	56363654	MALT1	114	-0.30495725
chr18	60969569	60970087	BCL2	2273	0.29324873
chr18	60984739	60986316	BCL2	17698	-0.044917086
chr18	77108170	77108245	ATP9B	281	-1.1785777
chr19	1206890	1207229	STK11	2521	-0.43192687
chr19	1218385	1218525	STK11	1011	-0.11154284
chr19	1219295	1219431	STK11	1371	0.23562199
chr19	1220350	1220519	STK11	1609	0.17568109
chr19	1220550	1220724	STK11	1644	0.29429001
chr19	1221180	1221361	STK11	1736	0.1057224
chr19	1221905	1222046	STK11	928	-0.13041728
chr19	1222960	1223204	STK11	2366	0.15618542
chr19	1223610	1225262	STK11	11755	-0.53991151
chr19	1225555	1226679	STK11	7910	-0.67162052
chr19	1227565	1228027	STK11	3297	-0.44587845
chr19	2164140	2164291	DOT1L	1129	0.075076505
chr19	2180660	2180813	DOT1L	963	-0.42190571
chr19	2185810	2185955	DOT1L	1225	0.33263803
chr19	2189690	2189830	DOT1L	774	-0.65508485
chr19	2190975	2191264	DOT1L	2922	0.033777267
chr19	2193655	2193804	DOT1L	1168	-0.080077175
chr19	2194470	2194610	DOT1L	1440	0.23300577
chr19	2199835	2199973	DOT1L	768	-0.61334663
chr19	2202655	2202811	DOT1L	1744	0.49852639
chr19	2206690	2206831	DOT1L	1205	0.54817487
chr19	2207550	2207686	DOT1L	1370	0.23292802
chr19	2208870	2209019	DOT1L	1344	1.7273733
chr19	2210365	2210542	DOT1L	866	-0.65106164
chr19	2210590	2210874	DOT1L	2381	-0.16620956
chr19	2211065	2211249	DOT1L	1196	-0.17380536
chr19	2211715	2211855	DOT1L	1017	-0.26037361
chr19	2213505	2213661	DOT1L	1179	-0.16523534
chr19	2213825	2214009	DOT1L	770	-0.96471406
