Chr	start	end	gene	depth	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND
chr15	88535161	88536800	NTRK3	15122	0.58239928
chr15	88536806	88537540	NTRK3	5750	-0.33578342
chr15	88537541	88537778	NTRK3	2193	0.67490511
chr15	88537886	88539113	NTRK3	6700	-0.63604132
chr15	88539121	88539188	NTRK3	396	3.6789183
chr15	88539496	88543692	NTRK3	31155	1.3818344
chr15	88543696	88544296	NTRK3	1213	0.59819927
chr15	88544491	88544591	NTRK3	154	0.94586957
chr15	88544601	88544673	NTRK3	125	1.1621144
chr15	88544746	88545183	NTRK3	982	-0.082179599
chr15	88545196	88545403	NTRK3	293	0.38403222
chr15	88545421	88545911	NTRK3	1875	-0.23939672
chr15	88545936	88546070	NTRK3	751	0.84641084
chr15	88546071	88547035	NTRK3	6337	-0.13854923
chr15	88547071	88551585	NTRK3	38012	1.2969914
chr15	88551591	88553521	NTRK3	17619	0.32739918
chr15	88553526	88553868	NTRK3	2259	1.9279122
chr15	88553886	88553962	NTRK3	458	3.1984424
chr15	88553996	88555885	NTRK3	18199	0.24086025
chr15	88555896	88556107	NTRK3	1593	1.1496186
chr15	88556146	88556949	NTRK3	8054	-0.21645829
chr15	88557186	88557630	NTRK3	2727	0.3250861
chr15	88557631	88558054	NTRK3	2909	0.019410692
chr15	88558061	88560045	NTRK3	15943	0.40921943
chr15	88560096	88560189	NTRK3	192	-0.59421724
chr15	88560211	88561710	NTRK3	11275	-0.55136801
chr15	88561716	88561901	NTRK3	1060	0.37529561
chr15	88561921	88562972	NTRK3	8927	0.02226961
chr15	88562981	88564820	NTRK3	13546	-0.0029854345
chr15	88564831	88568257	NTRK3	30908	0.97846494
chr15	88568286	88568922	NTRK3	6082	0.31288043
chr15	88568941	88569088	NTRK3	1372	1.6027488
chr15	88569531	88569603	NTRK3	298	2.3678621
chr15	88569621	88570041	NTRK3	2478	0.59255967
chr15	88570051	88570611	NTRK3	3707	-0.58830324
chr15	88570906	88571150	NTRK3	3036	0.6464884
chr15	88571161	88572759	NTRK3	15274	-0.20663277
chr15	88572776	88573997	NTRK3	13366	-0.11040497
chr15	88574026	88574321	NTRK3	2279	0.85363885
chr15	88574361	88576385	NTRK3	18753	0.0026234844
chr15	88576846	88578234	NTRK3	10958	0.044975621
chr15	88578241	88579431	NTRK3	6909	-0.51673128
chr15	88579436	88580493	NTRK3	7350	-0.16664987
chr15	88580811	88581905	NTRK3	7843	-0.47702586
chr15	88581996	88582352	NTRK3	2551	-0.40628875
chr15	88582386	88582868	NTRK3	3690	0.12296085
chr15	88582931	88583005	NTRK3	452	0.23160392
chr15	88583131	88583201	NTRK3	60	-2.436771
chr15	88583421	88585064	NTRK3	13920	-0.16044835
chr15	88585076	88585284	NTRK3	1453	0.31705955
chr15	88585296	88587427	NTRK3	19559	0.27230281
chr15	88587811	88589255	NTRK3	16908	0.14683753
chr15	88589266	88592584	NTRK3	30534	0.90007604
chr15	88592586	88593711	NTRK3	6232	0.56828717
chr15	88593801	88594959	NTRK3	7861	0.34190944
chr15	88594971	88596959	NTRK3	14122	0.25090465
chr15	88596976	88597970	NTRK3	6689	-0.024720881
chr15	88598006	88598149	NTRK3	1201	2.7767468
chr15	88598156	88599415	NTRK3	10478	-0.40863199
chr15	88599441	88600107	NTRK3	3546	0.48987073
chr15	88600746	88602059	NTRK3	12182	-0.4211785
chr15	88602061	88602280	NTRK3	2043	0.25938663
chr15	88602301	88603348	NTRK3	8414	-0.43488846
chr15	88603626	88604193	NTRK3	2872	-1.2285609
chr15	88604201	88604403	NTRK3	753	2.6115884
chr15	88604466	88605196	NTRK3	6316	-0.49027489
chr15	88605386	88607178	NTRK3	18825	0.16543159
chr15	88607186	88611392	NTRK3	35105	1.1890352
chr15	88611691	88614128	NTRK3	21301	0.22383355
chr15	88614141	88615229	NTRK3	8878	-0.41276214
chr15	88615506	88617123	NTRK3	13151	-0.45102167
chr15	88617141	88618832	NTRK3	17477	0.030455537
chr15	88618856	88619282	NTRK3	4773	0.17954784
chr15	88619626	88619908	NTRK3	1880	0.44875069
chr15	88619916	88620048	NTRK3	991	0.63745905
chr15	88620341	88621594	NTRK3	14290	-0.1383589
chr15	88621896	88623048	NTRK3	8753	-0.73025327
chr15	88623061	88625266	NTRK3	17091	0.070966994
chr15	88625516	88625830	NTRK3	2357	0.59207566
chr15	88625856	88626481	NTRK3	6035	-0.12405103
chr15	88626751	88627162	NTRK3	4124	-0.010779549
chr15	88627166	88627317	NTRK3	1037	1.2947799
chr15	88627331	88629726	NTRK3	20340	0.24246425
chr15	88629751	88631009	NTRK3	13038	-0.31061259
chr15	88631291	88631403	NTRK3	823	1.6694504
chr15	88631406	88633616	NTRK3	19133	0.32516455
chr15	88633646	88635819	NTRK3	20556	0.27922391
chr15	88635856	88636144	NTRK3	3101	0.13183597
chr15	88636176	88636269	NTRK3	605	1.6377633
chr15	88636316	88637423	NTRK3	8213	-0.43134217
chr15	88637731	88643018	NTRK3	37278	1.6396644
chr15	88643026	88643579	NTRK3	5392	-0.042013047
chr15	88643596	88643939	NTRK3	2748	-0.14590341
chr15	88645261	88645746	NTRK3	2015	-0.28050065
chr15	88645851	88646341	NTRK3	3139	0.037734495
chr15	88646351	88648920	NTRK3	26481	0.77347116
chr15	88648946	88649902	NTRK3	8380	-0.28819612
chr15	88650246	88650374	NTRK3	104	0.8001784
chr15	88650681	88652274	NTRK3	13856	-0.27495259
chr15	88652281	88655116	NTRK3	24095	0.41002835
chr15	88655426	88656545	NTRK3	10986	-0.28628042
chr15	88656826	88656928	NTRK3	928	0.43715609
chr15	88656956	88657643	NTRK3	4154	-0.3091673
chr15	88657661	88659547	NTRK3	11485	-0.48767769
chr15	88659681	88665875	NTRK3	52330	1.8428534
chr15	88665881	88666765	NTRK3	6473	0.25633863
chr15	88667001	88667204	NTRK3	587	-0.33082411
chr15	88667221	88667290	NTRK3	548	0.17019064
chr15	88667301	88668209	NTRK3	7993	-0.2788891
chr15	88668341	88669647	NTRK3	14318	-0.079577498
chr15	88670341	88670481	NTRK3	1338	0.42228628
chr15	88671876	88672021	NTRK3	292	1.3768831
chr15	88678296	88678662	NTRK3	3346	-0.14082387
chr15	88679106	88679314	NTRK3	2336	0.38730819
chr15	88679676	88679848	NTRK3	1304	-0.18659449
chr15	88680611	88680828	NTRK3	1320	-0.52016079
chr15	88690516	88690661	NTRK3	966	-0.18048627
chr15	88726601	88726757	NTRK3	1235	-0.076962374
chr15	88727421	88727570	NTRK3	1144	0.016525458
chr15	88749016	88749233	NTRK3	2453	0.33461927
chr15	88799111	88799423	NTRK3	2557	-0.26649502
chr15	89816556	89816625	FANCI	77	-0.82799603
chr15	89816661	89816729	FANCI	59	0.66645453
chr15	90627466	90627612	IDH2	1734	0.61474277
chr15	90628021	90628162	IDH2	1972	0.88760018
chr15	90628206	90628340	IDH2	1642	0.81330935
chr15	90628476	90628649	IDH2	1164	-0.26308565
chr15	90630321	90630527	IDH2	3242	0.80067465
chr15	90630646	90630825	IDH2	1610	0.048395906
chr15	90631566	90631775	IDH2	2915	0.66830755
chr15	90631786	90632003	IDH2	3034	0.6512082
chr15	90633686	90633902	IDH2	1657	-0.16927209
chr15	90634756	90634907	IDH2	2705	1.1876361
chr15	90643781	90643953	IDH2	736	-1.0176475
chr15	90645486	90645661	IDH2	298	-1.9722192
chr15	91290596	91290728	BLM	400	1.2232653
chr15	91292561	91292679	BLM	227	1.8418103
chr15	91292686	91293312	BLM	2715	-0.27330798
chr15	91294991	91295192	BLM	165	-0.033903344
chr15	91298011	91298198	BLM	401	-0.55506748
chr15	91303351	91303525	BLM	453	1.076415
chr15	91303801	91304285	BLM	2906	0.24814682
chr15	91304286	91304494	BLM	825	-0.19010182
chr15	91306171	91306417	BLM	1155	0.97363289
chr15	91308501	91308669	BLM	1031	0.80038318
chr15	91310111	91310280	BLM	58	-0.66602262
chr15	91312341	91312478	BLM	502	0.066291941
chr15	91312646	91312853	BLM	1450	-0.1490436
chr15	91326026	91326203	BLM	318	-0.37504323
chr15	91328116	91328337	BLM	1020	-0.75077944
chr15	91333856	91334116	BLM	1401	-0.091464848
chr15	91337361	91337602	BLM	127	-0.90145554
chr15	91341391	91341602	BLM	122	-0.89566101
chr15	91346726	91346962	BLM	727	0.29186793
chr15	91347361	91347621	BLM	1339	0.40327858
chr15	91352341	91352517	BLM	1184	1.0158581
chr15	91354401	91354649	BLM	1626	-0.48095329
chr15	91358306	91358546	BLM	1963	0.58183415
chr15	99192776	99192933	IGF1R	916	-0.40655155
chr15	99194086	99194330	IGF1R	1687	-0.44156376
chr15	99250756	99251361	IGF1R	6603	-0.080014738
chr15	99434526	99434892	IGF1R	3123	-0.10862333
chr15	99439971	99440149	IGF1R	1155	-0.18474007
chr15	99442676	99442885	IGF1R	2313	0.31273162
chr15	99451881	99452165	IGF1R	2399	-0.19202078
chr15	99454521	99454705	IGF1R	1947	0.28481285
chr15	99456246	99456531	IGF1R	2079	-0.42630602
chr15	99459166	99459385	IGF1R	2502	0.30502822
chr15	99459876	99460129	IGF1R	2273	-0.10753461
chr15	99465341	99465700	IGF1R	3102	-0.27576936
chr15	99467071	99467250	IGF1R	1271	0.3541933
chr15	99467721	99467936	IGF1R	2179	0.16592645
chr15	99472756	99472909	IGF1R	1247	0.26287349
chr15	99473426	99473570	IGF1R	1028	-0.23644266
chr15	99478021	99478307	IGF1R	2762	0.022500474
chr15	99478521	99478690	IGF1R	1707	0.2867938
chr15	99482406	99482610	IGF1R	1806	0.13131357
chr15	99486121	99486302	IGF1R	1511	-0.087878764
chr15	99491781	99491954	IGF1R	1669	0.18723447
chr15	99500266	99500686	IGF1R	3310	-0.326551
chr16	338100	338269	AXIN1	1816	0.43066664
chr16	339415	339624	AXIN1	1752	0.052681226
chr16	341160	341334	AXIN1	898	-0.44461538
chr16	343465	343748	AXIN1	2060	-0.23262806
chr16	347020	347247	AXIN1	2582	0.47943675
chr16	347695	348298	AXIN1	7013	0.39667148
chr16	349045	349229	AXIN1	1147	-0.41610903
chr16	354270	354456	AXIN1	926	-0.38465368
chr16	359950	360096	AXIN1	1211	0.12142474
chr16	364510	364705	AXIN1	1040	-0.50824701
chr16	396115	397134	AXIN1	10185	-0.22355873
chr16	402325	402468	AXIN1	109	-3.0340763
chr16	2097791	2098079	TSC2	1488	-0.5202951
chr16	2098566	2098779	TSC2	1930	-0.00163457
chr16	2100366	2100505	TSC2	1184	0.21346255
chr16	2103311	2103496	TSC2	949	-0.33757302
chr16	2104271	2104475	TSC2	2217	0.30648349
chr16	2105376	2105558	TSC2	2012	0.39321054
chr16	2106146	2106281	TSC2	1015	0.077416084
chr16	2106611	2106793	TSC2	1520	0.09522762
chr16	2107061	2107212	TSC2	838	-0.33999254
chr16	2108716	2108901	TSC2	1781	0.18333601
chr16	2110641	2110852	TSC2	1580	-0.21076638
chr16	2111846	2112017	TSC2	1816	0.35234372
chr16	2112471	2112622	TSC2	1358	0.23794736
chr16	2112941	2113084	TSC2	1031	0.20655178
chr16	2114246	2114468	TSC2	1677	-0.21943759
chr16	2115491	2115668	TSC2	1345	-0.096579336
chr16	2120426	2120610	TSC2	1126	-0.3628632
chr16	2121476	2121657	TSC2	1977	0.52317451
chr16	2121751	2121973	TSC2	1594	-0.010434432
chr16	2122206	2122389	TSC2	1887	0.34269371
chr16	2122821	2123001	TSC2	1209	-0.38316373
chr16	2124176	2124431	TSC2	2062	-0.061718818
chr16	2125771	2125907	TSC2	1171	0.1705941
chr16	2126041	2126287	TSC2	3196	0.54702095
chr16	2126466	2126601	TSC2	1343	0.34281622
chr16	2127576	2127749	TSC2	1330	-0.13726935
chr16	2129006	2129223	TSC2	2770	0.57433857
chr16	2129246	2129452	TSC2	2466	0.50923694
chr16	2129536	2129701	TSC2	1491	0.52285861
chr16	2130141	2130417	TSC2	2411	0.16165373
chr16	2131566	2131814	TSC2	1915	-0.10409764
chr16	2132396	2132538	TSC2	892	-0.21394994
chr16	2133666	2133851	TSC2	1563	0.18983686
chr16	2134201	2134729	TSC2	4970	-0.14994311
chr16	2134906	2135059	TSC2	1758	0.65073813
chr16	2135206	2135343	TSC2	1239	0.26560046
chr16	2136171	2136416	TSC2	2402	0.28918221
chr16	2136701	2136883	TSC2	1831	0.29044834
chr16	2137821	2137975	TSC2	1166	0.055147376
chr16	2138021	2138157	TSC2	1189	0.24401254
chr16	2138196	2138340	TSC2	1031	-0.054320797
chr16	2138416	2138624	TSC2	1738	0.041106534
chr16	3777691	3778390	CREBBP	6281	-0.23549878
chr16	3778451	3779916	CREBBP	12423	-0.30741512
chr16	3781171	3781455	CREBBP	2041	-0.2409984
chr16	3781751	3781972	CREBBP	3762	0.89217194
chr16	3786001	3786217	CREBBP	2836	0.64394486
chr16	3786626	3786848	CREBBP	3235	0.59404713
chr16	3788531	3788711	CREBBP	691	-0.44614114
chr16	3789556	3789758	CREBBP	2037	0.34332857
chr16	3790376	3790580	CREBBP	5918	1.7582596
chr16	3794846	3794994	CREBBP	1104	1.0588165
chr16	3795241	3795389	CREBBP	798	-0.64392773
chr16	3799571	3799717	CREBBP	142	0.88965599
chr16	3801696	3801840	CREBBP	1753	0.52690424
chr16	3807251	3807397	CREBBP	374	-1.531907
chr16	3807781	3808059	CREBBP	1850	-0.37105826
chr16	3808831	3809000	CREBBP	1103	-0.21939699
chr16	3817691	3817935	CREBBP	2916	1.3395928
chr16	3819146	3819393	CREBBP	2839	0.3538215
chr16	3820541	3821010	CREBBP	3007	-0.65569231
chr16	3823716	3823975	CREBBP	2339	0.012956632
chr16	3824536	3824719	CREBBP	1451	-0.12412311
chr16	3827561	3827666	CREBBP	377	-0.26517592
chr16	3827976	3828188	CREBBP	2151	0.32220469
chr16	3828666	3828851	CREBBP	2223	0.49662098
chr16	3830711	3830918	CREBBP	1982	0.10237848
chr16	3831181	3831320	CREBBP	1294	0.37961302
chr16	3832651	3832948	CREBBP	2314	-0.36946748
chr16	3841956	3842129	CREBBP	1485	0.24953694
chr16	3843361	3843648	CREBBP	2896	0.14731616
chr16	3860571	3860790	CREBBP	2230	0.17591125
chr16	3900271	3901041	CREBBP	6755	-0.48291622
chr16	3929801	3929938	CREBBP	859	-0.22209935
chr16	9856981	9858843	GRIN2A	23140	0.34200087
chr16	9862686	9862969	GRIN2A	2263	-0.20935951
chr16	9892106	9892352	GRIN2A	2096	-0.13480069
chr16	9916096	9916300	GRIN2A	1896	0.29904088
chr16	9923256	9923542	GRIN2A	2789	0.018919947
chr16	9927936	9928114	GRIN2A	852	-0.21400495
chr16	9934476	9934660	GRIN2A	1072	-0.48969021
chr16	9934766	9934977	GRIN2A	1632	0.55978031
chr16	9943581	9943835	GRIN2A	2379	0.048578983
chr16	9984811	9984987	GRIN2A	1225	-0.31606082
chr16	10031788	10032423	GRIN2A	6298	-0.26833114
chr16	10064578	10064747	GRIN2A	338	-0.28898561
chr16	10273833	10274468	GRIN2A	5107	-0.40539764
chr16	11348665	11349364	SOCS1	3268	-0.9739156
chr16	14013995	14014256	ERCC4	1432	-0.35234711
chr16	14015865	14016102	ERCC4	534	0.60395914
chr16	14020395	14020635	ERCC4	1207	0.2641725
chr16	14021860	14022095	ERCC4	378	-0.085513874
chr16	14024545	14024782	ERCC4	554	-0.26976344
chr16	14025990	14026095	ERCC4	683	1.1140034
chr16	14026105	14026168	ERCC4	350	3.3278287
chr16	14028025	14028191	ERCC4	353	-0.50179121
chr16	14028980	14029245	ERCC4	1956	0.47637046
chr16	14029255	14029635	ERCC4	3913	0.10817079
chr16	14031590	14031727	ERCC4	458	0.34960961
chr16	14038545	14038736	ERCC4	590	-1.3779902
chr16	14041440	14042218	ERCC4	7887	-0.25944837
chr16	23614755	23615035	PALB2	1152	-0.27673905
chr16	23619160	23619362	PALB2	1417	-0.2349575
chr16	23625290	23625427	PALB2	402	0.15483989
chr16	23632650	23632830	PALB2	720	-0.10372062
chr16	23634265	23634470	PALB2	1249	0.45191963
chr16	23635300	23635437	PALB2	231	-0.86505748
chr16	23637525	23637752	PALB2	1814	-0.014208126
chr16	23640485	23640625	PALB2	452	-0.38693607
chr16	23640935	23641803	PALB2	9215	0.16349639
chr16	23646160	23646535	PALB2	4480	0.94102441
chr16	23646540	23647659	PALB2	8704	0.44939449
chr16	23649140	23649285	PALB2	999	0.51503092
chr16	23649345	23649480	PALB2	1039	1.7345687
chr16	23652370	23652518	PALB2	1277	0.27964763
chr16	30492682	30492751	ITGAL	74	0.53073842
chr16	31195302	31195510	FUS_fus	1612	-0.24652155
chr16	31196052	31196226	FUS_fus	2265	1.8404427
chr16	31196477	31197150	FUS_fus	7573	0.29519458
chr16	31197167	31198155	FUS_fus	8702	0.54025042
chr16	31199657	31199735	FUS_fus	682	0.18653091
chr16	31199737	31200485	FUS_fus	6171	0.64719882
chr16	31475627	31475694	ARMC5	341	-0.54762337
chr16	50783588	50784141	CYLD	3221	0
chr16	50785493	50785834	CYLD	1782	-0.2071881
chr16	50788208	50788347	CYLD	385	0.5892852
chr16	50809023	50809164	CYLD	491	-0.45089686
chr16	50810068	50810208	CYLD	356	-1.0782409
chr16	50811713	50811887	CYLD	56	-1.641508
chr16	50813553	50813977	CYLD	3847	-0.22330636
chr16	50815133	50815340	CYLD	1765	0.012253668
chr16	50816223	50816392	CYLD	200	-0.43096171
chr16	50818218	50818391	CYLD	130	-0.79786723
chr16	50820728	50820881	CYLD	209	0.087807772
chr16	50821673	50821804	CYLD	25	-1.4203452
chr16	50825443	50825624	CYLD	399	0.20218697
chr16	50826478	50826554	CYLD	62	-0.23505395
chr16	50826563	50826631	CYLD	38	0.26701386
chr16	50827433	50827603	CYLD	776	-0.75621835
chr16	50828098	50828377	CYLD	2752	0.1831795
chr16	50830208	50830452	CYLD	1664	-0.23886822
chr16	56782130	56782377	NUP93	1673	-0.43495131
chr16	56792415	56792604	NUP93	1211	-0.45206318
chr16	56815675	56815927	NUP93	2095	0.24816521
chr16	56815950	56816152	NUP93	1801	0.14531909
chr16	56817385	56817642	NUP93	2512	0.66055513
chr16	56817660	56817789	NUP93	625	1.7634578
chr16	56832345	56832489	NUP93	574	0.20904442
chr16	56839390	56839571	NUP93	1993	0.40846533
chr16	56852530	56852686	NUP93	771	-0.64247779
chr16	56855385	56855532	NUP93	961	0.68721456
chr16	56857590	56857770	NUP93	1789	0.15166472
chr16	56862865	56863036	NUP93	1571	0.45652137
chr16	56864410	56864624	NUP93	1659	-0.22876126
chr16	56865725	56865933	NUP93	2071	0.10834396
chr16	56866170	56866327	NUP93	1611	0.53981335
chr16	56867105	56867353	NUP93	2402	0.016217803
chr16	56868010	56868188	NUP93	2343	0.60199654
chr16	56868235	56868381	NUP93	1608	0.66830954
chr16	56868595	56868732	NUP93	200	0.27704217
chr16	56870490	56870659	NUP93	1288	0.56700074
chr16	56871495	56871667	NUP93	1286	-0.28692913
chr16	56872840	56873017	NUP93	2154	1.4648542
chr16	56873070	56873141	NUP93	258	0.44339081
chr16	56873400	56873537	NUP93	1449	0.43244209
chr16	56875595	56875770	NUP93	1314	-0.23464856
chr16	56878385	56878563	NUP93	1833	0.21858123
chr16	67063274	67063407	CBFB	725	-0.16484526
chr16	67063599	67063732	CBFB	748	-0.36854215
chr16	67070509	67070686	CBFB	1285	0.05718287
chr16	67100559	67100741	CBFB	1460	0.17494133
chr16	67116094	67116267	CBFB	891	-0.72865898
chr16	67132574	67132716	CBFB	601	-0.23176761
chr16	67644711	67645332	CTCF	5516	-0.38439007
chr16	67645351	67645493	CTCF	1054	0.41953665
chr16	67645831	67646041	CTCF	1218	-0.48977947
chr16	67650626	67650798	CTCF	1955	0.37640207
chr16	67654576	67654753	CTCF	1176	-0.15820197
chr16	67655321	67655527	CTCF	979	0.55443909
chr16	67660436	67660641	CTCF	1223	-0.36227108
chr16	67662246	67662485	CTCF	3055	0.51703987
chr16	67663266	67663448	CTCF	1280	0.36955446
chr16	67670569	67670770	CTCF	1277	-0.42277485
chr16	67671564	67671820	CTCF	2049	-0.26004046
chr16	68771262	68771331	CDH1	256	-0.58604846
chr16	68771357	68771433	CDH1	281	-0.65244689
chr16	68772177	68772351	CDH1	1024	-0.16255877
chr16	68835542	68835828	CDH1	3069	0.15109254
chr16	68842302	68842498	CDH1	2128	0.5288948
chr16	68842582	68842768	CDH1	1318	0.19147394
chr16	68844077	68844284	CDH1	2157	0.30813098
chr16	68845557	68845805	CDH1	2130	-0.17498839
chr16	68846007	68846188	CDH1	1524	0.018873328
chr16	68847182	68847434	CDH1	2076	-0.074070074
chr16	68849392	68849677	CDH1	2398	-0.18733729
chr16	68853147	68853367	CDH1	1741	-0.26238612
chr16	68855882	68856163	CDH1	2695	0.14887777
chr16	68857277	68857556	CDH1	2000	-0.26917076
chr16	68862052	68862224	CDH1	1692	0.15635361
chr16	68863522	68863672	CDH1	1182	0.02932217
chr16	68867162	68867407	CDH1	1881	-0.24807683
chr16	81819570	81819822	PLCG2	1856	-0.2888891
chr16	81888025	81888235	PLCG2	1780	-0.0041748975
chr16	81891840	81891980	PLCG2	1189	0.048259434
chr16	81892700	81892802	PLCG2	296	0.8894291
chr16	81902790	81902923	PLCG2	1224	0.35653501
chr16	81904425	81904572	PLCG2	353	0.7270106
chr16	81914465	81914598	PLCG2	1288	0.35652002
chr16	81916830	81916979	PLCG2	1014	-0.23141834
chr16	81922755	81922899	PLCG2	1534	0.51389758
chr16	81925045	81925245	PLCG2	1467	-0.1784051
chr16	81927285	81927440	PLCG2	594	-0.98393402
chr16	81929380	81929569	PLCG2	1797	0.18847594
chr16	81934195	81934418	PLCG2	1857	-0.03811982
chr16	81938985	81939123	PLCG2	1233	0.08583411
chr16	81941260	81941405	PLCG2	792	-0.58798328
chr16	81941985	81942227	PLCG2	2154	3.8127651e-06
chr16	81944090	81944337	PLCG2	2170	0.10030618
chr16	81946175	81946356	PLCG2	951	-0.54087236
chr16	81953055	81953302	PLCG2	2550	0.18847563
chr16	81954795	81954898	PLCG2	496	-0.49992071
chr16	81957065	81957238	PLCG2	901	-0.69288564
chr16	81960660	81960796	PLCG2	1357	0.21761616
chr16	81962120	81962263	PLCG2	902	0.33285669
chr16	81965080	81965289	PLCG2	1812	-0.095835352
chr16	81968010	81968148	PLCG2	760	-0.38475807
chr16	81969120	81969493	PLCG2	5114	0.36128973
chr16	81969530	81970000	PLCG2	4074	-0.28115191
chr16	81971330	81971546	PLCG2	1351	-0.54079572
chr16	81972380	81972556	PLCG2	1382	-0.17392908
chr16	81973465	81973680	PLCG2	1871	0.20381356
chr16	81979750	81979891	PLCG2	1731	0.54922755
chr16	81990265	81990514	PLCG2	2017	-0.23636221
chr16	81991510	81991650	PLCG2	1505	0.59197165
chr16	85953773	85953846	IRF8	475	-0.17689394
chr16	88713163	88713299	rs4673	1111	0.1406008
chr16	89804988	89805401	FANCA	3631	-0.25538512
chr16	89805513	89805730	FANCA	1609	-0.2811904
chr16	89805838	89805996	FANCA	923	-0.34845482
chr16	89806118	89806539	FANCA	3752	-0.33459863
chr16	89807168	89807298	FANCA	675	-0.44420704
chr16	89809183	89809361	FANCA	1406	-0.17185154
chr16	89811338	89811532	FANCA	1449	-0.047855922
chr16	89812963	89813108	FANCA	903	-0.36882176
chr16	89813183	89813328	FANCA	887	-0.37492815
chr16	89815033	89815216	FANCA	1048	-0.52391487
chr16	89816113	89816339	FANCA	1585	-0.32960146
chr16	89818503	89818649	FANCA	841	0.45400408
chr16	89824958	89825151	FANCA	1221	-0.5055995
chr16	89828318	89828454	FANCA	1035	0.055279532
chr16	89831268	89831515	FANCA	1680	-0.44654433
chr16	89833523	89833658	FANCA	350	-0.41727093
chr16	89836223	89836473	FANCA	2215	0.054291376
chr16	89836548	89836697	FANCA	967	-0.10279144
chr16	89836933	89837078	FANCA	873	-0.2776523
chr16	89838063	89838244	FANCA	1882	0.26676658
chr16	89839643	89839832	FANCA	983	-0.64766703
chr16	89842103	89842261	FANCA	943	-0.46040486
chr16	89845153	89845293	FANCA	1043	-0.22698973
chr16	89845298	89845463	FANCA	947	-0.51719235
chr16	89846248	89846392	FANCA	1192	0.05187748
chr16	89849213	89849358	FANCA	1096	-0.095816677
chr16	89849383	89849523	FANCA	1254	0.14986242
chr16	89851233	89851415	FANCA	898	-0.74684516
chr16	89857778	89857976	FANCA	1190	-0.4897858
chr16	89858308	89858486	FANCA	1626	0.037879126
chr16	89858843	89858999	FANCA	548	-1.2596538
chr16	89862288	89862459	FANCA	977	-0.61414553
chr16	89864738	89865520	FANCA	7604	-0.39736361
chr16	89865533	89865672	FANCA	2410	1.1066735
chr16	89865958	89866097	FANCA	800	1.1000699
chr16	89869628	89869764	FANCA	1578	1.55198
chr16	89871653	89871842	FANCA	1107	-0.54369366
chr16	89874663	89874770	FANCA	351	-1.1747901
chr16	89877083	89877224	FANCA	452	-0.14917426
chr16	89877313	89877516	FANCA	1419	-0.31731359
chr16	89880903	89881038	FANCA	414	0.43068844
chr16	89882263	89882429	FANCA	1767	0.39988265
chr16	89882903	89883048	FANCA	724	-0.31842569
chr17	7572889	7573037	TP53	1713	0.47901085
chr17	7573894	7574051	TP53	918	-0.32981878
chr17	7576529	7576662	TP53	538	0.69750601
chr17	7576809	7576957	TP53	1871	0.75104166
chr17	7576984	7577173	TP53	2601	0.75767061
chr17	7577469	7577648	TP53	1092	-0.48730303
chr17	7578154	7578326	TP53	1739	0.15514703
chr17	7578349	7578706	TP53	2071	-0.78425864
chr17	7579289	7579605	TP53	2313	-0.37245279
chr17	7579674	7579954	TP53	1878	-0.48063123
chr17	7976064	7976304	ALOX12B	2611	0.40932674
chr17	7976444	7976652	ALOX12B	2729	0.59238022
chr17	7976949	7977087	ALOX12B	932	-0.2273673
chr17	7978884	7979069	ALOX12B	1882	0.294626
chr17	7979459	7979675	ALOX12B	1600	-0.23554948
chr17	7979934	7980079	ALOX12B	939	-0.27519848
chr17	7980284	7980532	ALOX12B	1737	-0.34396548
chr17	7982679	7982893	ALOX12B	1367	-0.26637388
chr17	7983064	7983268	ALOX12B	1473	-0.096085884
chr17	7983529	7983674	ALOX12B	1542	0.37112349
chr17	7983949	7984129	ALOX12B	1796	0.21998133
chr17	7984174	7984323	ALOX12B	1499	0.52218983
chr17	7984384	7984525	ALOX12B	1093	0.023988611
chr17	7989304	7989563	ALOX12B	2435	0.072299085
chr17	7990599	7990773	ALOX12B	1096	-0.44844167
chr17	8108154	8108377	AURKB	1640	-0.18867406
chr17	8108509	8108720	AURKB	1432	-0.39171222
chr17	8109784	8109997	AURKB	1875	-0.038335459
chr17	8110034	8110275	AURKB	1589	-0.4180485
chr17	8110469	8110710	AURKB	2284	0.061907373
chr17	8110839	8110991	AURKB	1404	0.27745764
chr17	8111029	8111173	AURKB	1162	0.1455455
chr17	8113439	8113583	AURKB	519	-0.98452695
chr17	11924168	11924347	MAP2K4	371	-1.6790126
chr17	11935528	11935672	MAP2K4	113	0.58132384
chr17	11958183	11958328	MAP2K4	208	-0.68198696
chr17	11973018	11973190	MAP2K4	582	-0.74008493
chr17	11984643	11984850	MAP2K4	848	-0.49867024
chr17	11998863	11999038	MAP2K4	409	-0.23205055
chr17	12011083	12011249	MAP2K4	141	0.59146405
chr17	12013633	12013769	MAP2K4	84	-1.0907111
chr17	12016523	12016715	MAP2K4	980	-0.12820022
chr17	12028578	12028721	MAP2K4	875	0.28364729
chr17	12032433	12032644	MAP2K4	1508	0.073872946
chr17	12043103	12043240	MAP2K4	389	0.79664544
chr17	12044468	12044617	MAP2K4	1309	0.60448627
chr17	17116945	17117181	FLCN	2804	0.40337414
chr17	17118275	17118415	FLCN	1151	0.010319141
chr17	17118470	17118656	FLCN	1471	-0.042570041
